,Home Score SMA,Home At-bats SMA,Home Hits SMA,Home Doubles SMA,Home Triples SMA,Home Homeruns SMA,Home RBIs SMA,Home Sacrifice Hits SMA,Home Sacrifice Flies SMA,Home Hit-by-pitch SMA,Home Walks SMA,Home Intentional Walks SMA,Home Strikeouts SMA,Home Stolen Bases SMA,Home Caught Stealing SMA,Home Grounded into DP SMA,Home Left on Base SMA,Home Pitchers Used SMA,Home Individual Earned Runs SMA,Home Earned Runs SMA,Home Wild Pitches SMA,Home Balks SMA,Home Putouts SMA,Home Assists SMA,Home Errors SMA,Home Passed Balls SMA,Home Double Plays SMA,Home Triple Plays SMA,Visiting Score SMA,Visiting At-bats SMA,Visiting Hits SMA,Visiting Doubles SMA,Visiting Triples SMA,Visiting Homeruns SMA,Visiting RBIs SMA,Visiting Sacrifice Hits SMA,Visiting Sacrifice Flies SMA,Visiting Hit-by-pitch SMA,Visiting Walks SMA,Visiting Intentional Walks SMA,Visiting Strikeouts SMA,Visiting Stolen Bases SMA,Visiting Caught Stealing SMA,Visiting Grounded into DP SMA,Visiting Left on Base SMA,Visiting Pitchers Used SMA,Visiting Individual Earned Runs SMA,Visiting Earned Runs SMA,Visiting Wild Pitches SMA,Visiting Balks SMA,Visiting Putouts SMA,Visiting Assists SMA,Visiting Errors SMA,Visiting Passed Balls SMA,Visiting Double Plays SMA,Visiting Triple Plays SMA
6543,4.9,32.5,8.3,0.8,0.1,1.0,4.9,0.0,0.3,0.5,3.0,0.3,8.3,0.6,0.2,0.7,6.4,3.5,3.7,3.7,0.3,0.0,27.3,9.8,0.5,0.1,1.1,0.0,4.0,33.8,8.2,1.3,0.1,0.7,3.6,0.0,0.7,0.4,2.6,0.0,8.2,0.4,0.1,0.7,6.5,3.8,4.8,4.8,0.2,0.0,25.0,10.0,0.6,0.2,0.7,0.0
6544,4.2,32.4,7.1,2.3,0.1,1.2,4.1,0.2,0.1,0.3,4.5,0.4,11.0,1.4,0.0,1.0,6.9,4.2,3.1,3.1,0.2,0.0,27.6,9.4,0.7,0.0,0.3,0.0,5.5,36.7,9.4,1.6,0.1,2.2,5.2,0.0,0.2,0.3,2.7,0.1,11.0,0.3,0.1,0.7,6.5,4.4,4.0,4.0,0.2,0.0,27.3,10.1,0.3,0.0,0.9,0.0
6545,4.7,34.5,8.2,1.1,0.0,1.6,4.5,0.2,0.2,0.1,3.3,0.4,7.8,0.2,0.1,0.8,6.3,4.5,3.8,3.8,0.1,0.1,28.8,9.3,0.2,0.3,0.6,0.0,4.2,35.5,9.1,1.4,0.4,1.3,3.8,0.4,0.0,0.3,3.1,0.3,7.8,0.6,0.1,1.1,7.8,4.6,3.7,3.7,0.7,0.0,26.0,9.7,0.8,0.0,1.2,0.0
6546,5.2,34.0,9.1,2.7,0.1,0.7,4.7,0.4,0.5,0.2,3.8,0.5,7.5,0.2,0.3,0.9,7.4,5.0,5.4,5.4,0.5,0.0,27.3,10.2,0.6,0.5,0.8,0.0,2.7,32.5,5.8,0.6,0.3,1.2,2.6,0.1,0.0,0.3,2.5,0.2,10.5,0.5,0.5,0.5,5.1,3.8,5.3,5.3,0.7,0.0,25.8,11.7,0.7,0.1,1.7,0.0
6547,6.6,34.9,10.3,2.2,0.6,1.3,6.3,0.1,0.4,0.1,3.3,0.1,7.8,0.3,0.2,0.7,6.0,4.8,5.7,5.7,0.5,0.0,27.6,11.4,0.5,0.1,0.8,0.0,6.6,35.9,9.9,1.3,0.4,2.0,6.6,0.2,0.4,0.7,4.3,0.2,8.2,0.1,0.0,0.5,7.9,5.2,5.7,5.7,0.4,0.0,25.8,8.8,0.5,0.1,0.8,0.0
6548,6.5,34.6,10.0,2.3,0.4,1.3,6.3,0.2,0.4,0.1,3.3,0.1,7.5,0.3,0.1,0.7,5.9,4.7,5.6,5.6,0.4,0.0,27.6,11.6,0.6,0.1,1.0,0.0,5.8,35.3,9.5,1.0,0.4,1.9,5.8,0.2,0.3,0.7,3.8,0.2,8.6,0.1,0.0,0.8,7.5,4.9,6.2,6.2,0.5,0.0,25.5,8.4,0.3,0.1,0.7,0.0
6549,6.1,34.2,9.8,2.1,0.3,1.6,5.8,0.1,0.4,0.7,4.0,0.2,6.6,0.2,0.2,0.4,7.5,4.6,3.5,3.5,0.7,0.0,28.2,10.3,0.9,0.2,0.3,0.0,2.9,35.5,8.1,1.2,0.3,0.6,2.8,0.2,0.3,0.1,3.9,0.6,8.9,0.4,0.5,0.6,8.3,4.3,2.8,2.8,0.0,0.0,27.3,10.7,0.1,0.1,0.5,0.0
6550,4.1,34.5,8.8,1.6,0.3,1.4,4.0,0.0,0.1,0.0,1.6,0.0,7.6,0.2,0.1,0.5,5.7,4.2,6.6,6.6,0.7,0.1,27.0,11.7,1.5,0.1,1.6,0.0,4.1,34.3,8.8,2.2,0.0,1.0,3.9,0.3,0.1,0.1,2.9,0.1,8.3,0.5,0.1,1.0,6.6,4.1,4.4,4.4,0.3,0.0,25.2,10.8,0.6,0.1,1.3,0.0
6551,5.0,33.5,8.5,1.2,0.0,1.6,4.8,0.2,0.2,0.1,3.7,0.4,7.3,0.2,0.1,0.9,6.6,4.2,3.6,3.6,0.1,0.1,27.9,9.2,0.4,0.3,0.6,0.0,3.4,34.8,8.1,1.2,0.3,1.3,2.9,0.3,0.0,0.3,2.8,0.2,7.4,0.5,0.1,0.9,7.5,4.5,3.5,3.5,0.6,0.0,25.7,9.1,0.8,0.0,1.2,0.0
6552,5.7,33.6,9.4,2.7,0.1,0.6,5.1,0.4,0.6,0.3,4.1,0.6,6.9,0.3,0.3,1.2,7.3,5.0,5.0,5.0,0.6,0.0,27.3,10.2,0.6,0.5,0.7,0.0,2.0,32.5,5.7,0.6,0.3,0.9,1.9,0.1,0.0,0.3,2.5,0.2,10.7,0.6,0.4,0.5,5.8,3.8,5.4,5.4,0.6,0.1,25.5,11.5,0.8,0.1,2.0,0.0
6553,3.9,32.8,8.6,1.6,0.1,0.9,3.7,0.1,0.3,0.0,2.3,0.0,6.7,0.1,0.1,0.7,6.4,3.5,3.0,3.0,0.3,0.0,27.0,11.7,0.1,0.0,0.9,0.0,4.6,33.8,9.0,1.7,0.1,1.1,4.3,0.0,0.4,0.1,3.6,0.1,8.1,0.6,0.1,0.8,6.6,3.6,2.9,2.9,0.3,0.0,25.7,6.6,0.3,0.0,0.8,0.0
6554,5.3,33.6,9.2,1.8,0.3,1.1,5.0,0.1,0.4,0.5,4.1,0.3,6.7,0.3,0.2,0.4,7.6,4.6,3.6,3.6,0.8,0.0,28.2,11.0,0.8,0.2,0.4,0.0,3.0,34.8,7.6,1.3,0.3,0.6,2.8,0.1,0.3,0.2,3.9,0.6,8.3,0.4,0.4,0.7,7.8,4.4,3.1,3.1,0.1,0.0,26.7,10.4,0.1,0.1,0.5,0.0
6555,4.6,34.4,8.6,1.5,0.2,1.6,4.5,0.0,0.1,0.0,1.7,0.0,8.1,0.2,0.1,0.5,5.2,4.2,7.0,7.0,0.8,0.1,27.0,11.4,1.5,0.1,1.5,0.0,4.5,35.1,9.6,2.5,0.0,1.2,4.3,0.3,0.1,0.1,3.3,0.1,8.8,0.5,0.1,0.9,7.4,4.1,5.0,5.0,0.5,0.0,25.2,10.1,0.5,0.1,1.4,0.0
6556,7.0,35.2,10.9,2.6,0.7,1.3,6.7,0.1,0.4,0.1,3.3,0.1,7.5,0.3,0.1,0.7,6.2,4.8,5.3,5.3,0.4,0.0,27.6,11.1,0.5,0.1,0.8,0.0,3.9,34.9,8.8,0.9,0.5,0.6,3.4,0.2,0.1,0.0,3.9,0.4,7.7,1.7,0.1,1.2,7.9,4.5,5.4,5.4,0.3,0.0,25.3,7.9,0.7,0.1,0.8,0.0
6557,4.4,35.0,9.6,1.5,0.2,1.1,4.3,0.0,0.2,0.3,2.4,0.1,7.6,0.3,0.2,1.2,6.6,4.3,3.4,3.4,0.1,0.2,28.8,8.5,0.3,0.0,1.1,0.0,3.8,32.7,7.9,1.4,0.2,1.1,3.6,0.0,0.4,0.6,2.8,0.1,7.3,0.4,0.2,1.1,5.7,3.8,5.1,5.1,0.2,0.0,25.2,9.9,0.7,0.1,0.6,0.0
6558,5.1,36.5,9.0,2.1,0.3,0.8,5.0,0.6,0.2,0.6,2.8,0.4,8.8,1.2,0.4,0.7,6.6,4.7,3.0,3.0,0.1,0.0,30.9,9.8,0.4,0.0,0.7,0.0,4.9,38.1,10.9,2.0,0.0,1.6,4.8,0.0,0.0,0.3,3.3,0.3,7.8,0.3,0.0,1.5,8.0,3.5,3.4,3.4,0.0,0.1,27.8,9.7,0.3,0.0,1.1,0.0
6559,4.8,32.8,8.2,1.1,0.1,2.4,4.4,0.0,0.1,0.2,2.1,0.0,6.6,0.0,0.0,0.3,5.5,3.5,6.0,6.0,0.2,0.0,26.1,10.8,0.4,0.0,1.2,0.0,4.6,37.2,9.7,2.1,0.0,1.4,4.6,0.1,0.8,0.2,2.9,0.5,7.7,0.5,0.0,0.5,8.2,4.2,2.7,2.7,0.5,0.0,27.6,10.4,0.3,0.0,0.7,0.0
6560,2.9,33.1,7.8,1.1,0.1,1.3,2.9,0.3,0.1,0.2,2.5,0.3,9.1,0.3,0.3,1.0,6.6,4.3,5.0,4.8,0.5,0.1,27.6,7.6,0.4,0.1,0.6,0.0,4.9,34.5,9.1,2.5,0.3,1.1,4.8,0.2,0.6,0.2,4.6,0.6,7.7,0.3,0.2,0.9,7.7,4.1,6.2,6.2,0.8,0.0,26.0,10.2,0.7,0.1,0.4,0.0
6561,4.2,32.4,9.2,2.3,0.1,1.1,4.2,0.0,0.5,0.3,3.4,0.0,7.2,0.9,0.3,1.5,6.9,4.1,3.5,3.5,0.3,0.0,27.3,10.5,0.3,0.0,0.8,0.0,3.4,34.9,8.2,1.2,0.2,1.2,2.9,0.3,0.0,0.3,2.8,0.2,7.6,0.6,0.1,0.8,7.6,4.3,3.7,3.7,0.6,0.0,25.7,9.0,0.7,0.0,1.3,0.0
6562,5.2,33.2,8.6,2.2,0.3,1.5,5.1,0.5,0.1,0.6,2.5,0.1,9.2,0.4,0.3,0.4,6.0,4.5,2.4,2.4,0.1,0.0,27.6,8.7,0.4,0.1,0.7,0.0,4.3,34.3,8.4,1.2,0.0,1.6,4.1,0.0,0.0,0.1,2.8,0.1,10.4,0.1,0.1,0.9,5.9,3.7,3.5,3.5,0.1,0.0,25.6,8.1,0.7,0.2,1.0,0.0
6563,3.2,33.6,8.3,2.0,0.0,0.7,2.8,0.1,0.1,0.5,1.9,0.1,9.1,0.3,0.3,0.4,7.2,5.0,4.0,4.0,0.4,0.1,27.3,8.4,0.4,0.2,0.5,0.0,2.4,32.4,6.0,0.7,0.5,0.9,2.3,0.1,0.1,0.3,2.4,0.2,9.8,0.6,0.3,0.3,5.9,3.7,6.0,6.0,0.6,0.1,24.8,10.7,0.5,0.1,1.8,0.0
6564,6.3,32.9,9.1,0.9,0.1,1.5,6.3,0.1,0.3,0.6,3.6,0.3,8.0,0.7,0.1,0.8,6.5,3.6,3.1,3.1,0.3,0.0,27.3,9.7,0.5,0.1,1.1,0.0,5.5,35.0,9.2,2.4,0.2,1.5,5.3,0.1,0.2,0.4,3.2,0.1,8.0,0.2,0.4,1.0,6.4,3.7,5.1,5.1,0.2,0.0,25.8,9.9,0.6,0.2,0.3,0.0
6565,5.4,34.0,8.9,1.4,0.0,1.8,5.2,0.2,0.2,0.2,3.9,0.5,7.0,0.2,0.1,1.0,7.0,4.3,3.3,3.3,0.0,0.1,27.9,9.2,0.3,0.2,0.6,0.0,5.5,35.2,9.3,1.4,0.1,1.2,4.9,0.5,0.4,0.3,3.5,0.0,7.9,0.6,0.2,0.7,7.1,3.9,4.2,4.2,0.3,0.0,26.3,9.4,1.0,0.2,1.0,0.0
6566,3.3,31.7,7.5,1.4,0.1,0.7,3.0,0.4,0.2,0.1,3.0,0.2,7.7,0.2,0.2,0.7,6.0,3.5,2.9,2.9,0.5,0.1,27.0,11.4,1.1,0.3,1.3,0.0,4.3,33.5,7.7,1.5,0.0,1.3,4.2,0.1,0.3,0.3,5.3,0.3,9.0,1.7,0.3,0.7,7.6,4.1,5.7,5.7,0.6,0.0,25.3,10.4,1.2,0.0,0.8,0.0
6567,5.4,32.8,9.4,1.9,0.3,0.8,5.1,0.2,0.4,0.2,4.3,0.5,7.3,0.6,0.1,0.9,7.3,3.9,4.2,4.2,0.2,0.1,27.0,8.3,0.5,0.0,0.8,0.0,5.4,36.3,9.1,1.4,0.1,2.1,5.1,0.0,0.2,0.3,2.7,0.1,11.1,0.3,0.1,0.7,6.2,4.3,3.0,3.0,0.2,0.0,27.3,9.6,0.3,0.0,0.9,0.0
6568,3.8,32.8,8.5,1.5,0.1,0.8,3.6,0.1,0.4,0.0,2.3,0.0,7.1,0.1,0.1,0.8,6.3,3.7,4.1,4.1,0.4,0.0,27.0,11.2,0.3,0.1,0.9,0.0,5.7,34.8,10.0,2.1,0.1,1.0,5.3,0.0,0.7,0.1,3.6,0.1,8.0,0.6,0.1,0.6,6.8,3.3,2.8,2.8,0.3,0.0,25.7,6.7,0.3,0.0,0.8,0.0
6569,5.1,33.1,8.9,2.0,0.3,1.0,4.9,0.2,0.4,0.5,4.2,0.4,6.7,0.3,0.1,0.3,7.8,4.3,2.9,2.9,0.7,0.0,28.2,11.3,0.8,0.2,0.4,0.0,3.0,34.8,7.5,1.4,0.3,0.6,2.8,0.1,0.3,0.2,4.0,0.6,7.8,0.4,0.3,0.7,7.9,4.7,2.8,2.8,0.1,0.0,26.7,10.6,0.0,0.1,0.5,0.0
6570,4.5,34.0,8.5,1.4,0.2,1.4,4.4,0.0,0.2,0.1,1.4,0.0,7.7,0.2,0.2,0.7,4.8,4.4,7.5,7.5,0.9,0.1,27.0,11.2,1.5,0.1,1.3,0.0,5.2,35.8,10.1,2.5,0.0,1.3,5.0,0.4,0.1,0.1,3.3,0.2,9.0,0.4,0.1,0.7,7.5,3.9,5.1,5.1,0.4,0.0,25.2,10.4,0.6,0.1,1.7,0.0
6571,7.9,35.1,11.2,2.5,0.6,1.4,7.4,0.2,0.4,0.2,3.5,0.1,7.0,0.5,0.1,0.8,5.9,4.8,4.8,4.8,0.3,0.0,27.6,11.8,0.7,0.1,0.9,0.0,3.7,34.6,8.6,0.8,0.3,0.6,3.1,0.3,0.0,0.0,3.8,0.4,7.2,1.5,0.1,1.3,7.7,4.7,6.7,6.7,0.5,0.0,25.0,8.5,0.9,0.1,0.7,0.0
6572,5.2,35.9,10.2,1.6,0.2,1.2,5.0,0.0,0.1,0.0,3.1,0.2,8.2,0.3,0.2,1.1,7.0,4.7,3.9,3.9,0.3,0.2,28.8,8.8,0.3,0.0,1.3,0.0,4.2,33.1,8.3,1.4,0.2,1.1,4.0,0.0,0.3,0.6,2.8,0.1,7.4,0.4,0.2,1.2,5.6,3.7,4.9,4.9,0.3,0.0,25.2,10.0,0.7,0.1,0.6,0.0
6573,5.2,36.5,9.1,1.8,0.3,0.8,5.1,0.6,0.2,0.7,2.8,0.4,8.6,1.2,0.5,0.6,6.9,4.7,3.0,3.0,0.1,0.0,30.6,9.5,0.4,0.0,0.7,0.0,5.2,38.3,11.1,2.0,0.0,1.6,5.1,0.0,0.0,0.4,3.0,0.2,7.9,0.3,0.0,1.5,7.7,3.7,3.4,3.4,0.0,0.1,27.8,8.7,0.4,0.0,0.8,0.0
6574,5.5,33.9,8.8,1.3,0.1,2.7,5.1,0.0,0.1,0.2,2.4,0.0,7.3,0.0,0.0,0.3,5.6,3.7,5.2,5.2,0.2,0.0,27.0,10.8,0.4,0.0,1.2,0.0,4.2,36.7,9.2,2.0,0.0,1.3,4.2,0.1,0.8,0.2,3.1,0.4,7.3,0.5,0.0,0.5,8.3,4.5,3.3,3.3,0.5,0.0,27.3,10.0,0.3,0.0,0.6,0.0
6575,2.6,33.0,7.7,1.2,0.1,1.3,2.6,0.3,0.1,0.2,2.1,0.2,9.4,0.1,0.3,1.0,6.1,4.3,5.2,5.0,0.5,0.0,27.6,7.7,0.4,0.1,0.7,0.0,4.9,34.8,9.5,2.6,0.3,0.9,4.8,0.3,0.6,0.1,4.6,0.5,7.7,0.4,0.3,0.8,8.0,4.1,6.1,6.1,0.7,0.0,26.0,9.9,0.7,0.1,0.3,0.0
6576,4.6,32.2,9.3,2.3,0.1,1.0,4.6,0.1,0.6,0.3,3.9,0.0,7.1,0.7,0.2,1.4,7.3,4.0,3.4,3.4,0.1,0.0,27.3,10.3,0.3,0.0,0.7,0.0,3.3,35.0,8.1,1.2,0.1,1.2,2.9,0.3,0.0,0.3,2.7,0.2,7.9,0.5,0.0,0.7,7.7,4.3,3.7,3.7,0.6,0.0,25.7,9.3,0.7,0.0,1.1,0.0
6577,5.2,33.7,8.6,2.2,0.4,1.6,5.1,0.4,0.0,0.5,2.2,0.0,9.4,0.1,0.3,0.3,5.9,4.8,2.5,2.5,0.1,0.0,27.6,8.6,0.4,0.1,0.7,0.0,4.5,34.4,8.4,1.4,0.0,1.6,4.4,0.0,0.0,0.1,2.8,0.1,11.0,0.1,0.1,0.9,5.8,3.7,3.4,3.4,0.1,0.0,25.6,8.3,0.7,0.2,0.9,0.0
6578,3.2,34.1,8.8,1.8,0.0,0.8,2.8,0.1,0.1,0.4,1.7,0.1,9.3,0.3,0.2,0.5,7.4,5.2,3.8,3.8,0.4,0.1,27.3,7.9,0.5,0.2,0.4,0.0,2.7,32.6,6.2,0.8,0.5,1.0,2.6,0.1,0.1,0.6,2.6,0.3,10.0,0.8,0.2,0.3,6.3,3.8,5.7,5.7,0.5,0.1,25.1,10.6,0.4,0.1,1.7,0.0
6579,6.8,33.2,9.4,1.3,0.1,1.7,6.7,0.1,0.4,0.5,3.6,0.3,7.8,0.8,0.2,0.7,6.3,4.0,3.7,3.7,0.3,0.0,27.3,9.0,0.5,0.1,0.8,0.0,5.8,34.6,8.7,2.1,0.3,1.6,5.5,0.1,0.3,0.3,3.3,0.1,8.3,0.2,0.3,0.9,5.8,4.0,5.7,5.7,0.2,0.0,25.5,10.0,0.7,0.2,0.5,0.0
6580,4.9,33.6,8.5,1.3,0.0,1.8,4.7,0.2,0.2,0.2,3.9,0.5,7.4,0.2,0.1,1.0,7.1,4.3,2.9,2.9,0.0,0.1,27.9,9.4,0.3,0.1,0.6,0.0,4.9,34.8,8.8,1.3,0.0,0.9,4.4,0.5,0.3,0.3,3.2,0.0,7.8,1.0,0.2,0.6,6.9,3.8,3.1,3.1,0.3,0.0,26.6,8.9,1.0,0.2,1.0,0.0
6581,3.0,31.7,7.6,1.6,0.1,0.5,2.7,0.4,0.2,0.1,2.9,0.2,7.5,0.2,0.4,0.6,6.2,3.4,2.4,2.4,0.3,0.1,27.0,11.7,1.0,0.3,1.2,0.0,4.2,32.7,7.4,1.4,0.0,1.2,4.1,0.2,0.3,0.4,5.0,0.2,9.0,1.7,0.4,0.5,7.4,4.2,5.5,5.5,0.5,0.0,24.9,10.1,1.2,0.0,0.7,0.0
6582,5.4,32.7,9.8,2.0,0.3,0.7,5.2,0.3,0.5,0.2,4.5,0.5,7.0,1.0,0.2,0.8,7.8,3.7,3.8,3.8,0.1,0.1,27.0,8.6,0.4,0.0,0.7,0.0,4.8,35.9,8.9,1.6,0.1,2.0,4.6,0.1,0.2,0.2,2.5,0.1,10.1,0.3,0.1,0.7,6.2,4.3,3.0,3.0,0.2,0.0,27.1,8.8,0.3,0.0,0.7,0.0
6583,3.8,33.2,8.4,1.6,0.1,0.8,3.6,0.0,0.3,0.0,1.8,0.0,7.0,0.1,0.1,0.7,5.7,3.7,5.0,5.0,0.5,0.0,27.0,10.7,0.5,0.1,0.8,0.0,6.0,36.3,10.4,2.3,0.1,0.9,5.5,0.0,0.7,0.0,3.8,0.1,8.8,0.5,0.1,0.6,7.2,3.5,2.9,2.9,0.3,0.0,26.6,7.0,0.2,0.0,0.8,0.0
6584,4.9,32.9,8.8,2.0,0.2,0.9,4.7,0.3,0.4,0.6,4.3,0.4,6.9,0.4,0.1,0.3,8.1,4.2,2.6,2.6,0.9,0.0,28.2,11.5,0.8,0.3,0.3,0.0,2.6,34.3,6.5,1.1,0.1,0.5,2.2,0.1,0.1,0.2,3.8,0.5,7.3,0.6,0.3,0.6,7.4,4.6,2.9,2.9,0.1,0.1,26.7,10.3,0.1,0.1,0.5,0.0
6585,4.9,33.9,8.4,1.6,0.2,1.6,4.7,0.0,0.1,0.1,1.8,0.0,8.1,0.4,0.2,0.5,4.9,4.2,6.5,6.5,0.8,0.1,27.0,11.1,1.3,0.1,1.2,0.0,4.7,35.3,9.5,2.2,0.0,1.4,4.6,0.3,0.1,0.0,3.0,0.2,9.2,0.2,0.1,0.5,7.0,3.8,4.9,4.9,0.5,0.0,24.9,9.3,0.7,0.1,1.5,0.0
6586,7.9,35.2,11.2,2.6,0.5,1.5,7.4,0.2,0.3,0.2,3.5,0.1,7.4,0.5,0.1,0.8,5.9,4.8,5.1,5.1,0.3,0.0,27.6,12.2,0.7,0.2,0.8,0.0,4.2,34.8,8.8,1.0,0.2,0.5,3.6,0.3,0.0,0.0,3.8,0.4,6.8,1.5,0.2,1.3,7.4,4.9,6.6,6.6,0.4,0.0,25.3,8.5,0.8,0.1,0.8,0.0
6587,5.2,36.5,10.4,1.5,0.2,1.4,5.0,0.0,0.1,0.0,3.2,0.2,8.4,0.3,0.2,1.0,7.4,4.8,4.8,4.8,0.3,0.2,28.8,9.5,0.4,0.0,1.4,0.0,4.9,33.7,9.0,1.4,0.3,1.5,4.7,0.0,0.3,0.7,3.0,0.1,6.7,0.4,0.2,1.4,5.8,3.7,4.0,4.0,0.2,0.0,25.5,10.4,0.5,0.1,0.7,0.0
6588,5.4,34.8,8.8,1.5,0.2,0.9,5.3,0.3,0.2,0.7,2.8,0.3,8.1,1.3,0.4,0.6,6.4,4.4,3.0,3.0,0.2,0.0,29.1,9.5,0.4,0.0,0.6,0.0,5.4,38.6,11.5,2.2,0.0,1.7,5.3,0.0,0.0,0.4,3.6,0.2,7.8,0.3,0.1,1.5,8.4,3.9,3.6,3.6,0.2,0.1,27.8,8.7,0.4,0.0,0.6,0.0
6589,4.4,32.9,7.8,1.4,0.0,2.2,3.9,0.0,0.0,0.2,2.8,0.0,7.3,0.0,0.0,0.4,6.0,3.8,4.8,4.8,0.2,0.0,27.0,11.4,0.3,0.0,1.4,0.0,3.5,35.5,8.1,1.6,0.0,0.9,3.5,0.1,0.8,0.3,3.2,0.4,7.9,0.4,0.0,0.6,8.0,4.4,3.4,3.4,0.6,0.0,27.0,10.0,0.4,0.0,0.8,0.0
6590,2.5,33.3,7.5,1.6,0.1,1.1,2.5,0.3,0.0,0.3,2.1,0.2,9.0,0.2,0.2,1.0,6.2,4.2,4.5,4.5,0.5,0.0,27.9,7.8,0.5,0.2,0.7,0.0,4.9,35.0,9.3,2.7,0.2,1.0,4.8,0.4,0.7,0.1,4.7,0.7,8.3,0.4,0.3,0.7,8.1,4.4,5.7,5.7,0.7,0.0,26.6,10.1,0.7,0.1,0.3,0.0
6591,5.1,32.3,9.4,2.4,0.1,1.1,4.9,0.2,0.7,0.3,4.1,0.1,7.2,0.4,0.2,1.5,7.3,3.9,3.6,3.6,0.1,0.0,27.3,10.4,0.3,0.0,0.7,0.0,3.4,34.4,7.9,1.3,0.1,1.1,3.1,0.3,0.1,0.3,2.7,0.2,7.3,0.4,0.1,0.8,7.1,4.2,4.0,4.0,0.7,0.0,25.7,9.3,0.9,0.0,1.0,0.0
6592,4.4,33.2,8.3,2.0,0.3,1.2,4.3,0.4,0.0,0.4,2.2,0.0,9.9,0.1,0.4,0.3,6.1,4.8,2.9,2.9,0.1,0.0,27.6,8.5,0.3,0.1,0.7,0.0,5.0,34.8,8.7,1.3,0.0,1.6,4.9,0.0,0.0,0.1,3.3,0.1,10.5,0.2,0.1,0.8,6.2,3.8,4.0,4.0,0.1,0.0,25.6,8.1,0.7,0.2,1.0,0.0
6593,3.6,33.3,8.5,1.5,0.0,1.0,3.2,0.1,0.1,0.4,2.0,0.1,9.3,0.3,0.2,0.8,6.8,5.4,3.4,3.4,0.4,0.1,27.3,7.4,0.5,0.2,0.4,0.0,2.6,32.8,6.3,0.9,0.5,0.8,2.5,0.1,0.1,0.6,2.5,0.3,10.8,0.7,0.2,0.3,6.5,3.8,5.4,5.4,0.4,0.1,25.1,11.0,0.4,0.1,1.9,0.0
6594,7.5,33.7,10.4,1.7,0.1,1.9,7.3,0.1,0.3,0.4,3.4,0.2,7.9,0.9,0.2,0.7,6.1,3.8,3.7,3.7,0.3,0.0,27.0,8.9,0.4,0.1,0.9,0.0,6.0,34.9,9.1,1.9,0.2,1.8,5.7,0.1,0.3,0.3,3.4,0.1,7.7,0.2,0.2,1.1,6.0,4.4,6.5,6.5,0.2,0.0,25.5,10.0,0.7,0.2,0.5,0.0
6595,4.9,32.8,8.4,1.6,0.0,1.8,4.7,0.1,0.1,0.3,4.0,0.6,7.3,0.2,0.1,0.9,7.0,4.2,2.8,2.8,0.0,0.1,27.3,9.7,0.4,0.1,0.4,0.0,4.2,34.9,8.9,1.2,0.0,0.9,4.0,0.3,0.3,0.2,2.8,0.0,7.9,0.9,0.3,0.6,7.0,4.2,3.3,3.3,0.2,0.0,26.3,9.3,0.9,0.1,1.1,0.0
6596,2.8,31.5,7.5,1.5,0.1,0.6,2.5,0.5,0.3,0.1,2.8,0.1,7.4,0.2,0.4,0.9,6.0,3.6,2.7,2.7,0.2,0.1,27.0,12.1,1.0,0.3,0.9,0.0,3.4,32.4,6.9,1.1,0.2,1.1,3.3,0.3,0.0,0.3,4.4,0.1,8.9,1.7,0.4,0.5,7.0,4.6,5.4,5.4,0.5,0.0,24.9,10.2,1.0,0.0,1.1,0.0
6597,5.7,33.2,10.2,2.6,0.3,0.6,5.4,0.3,0.5,0.1,5.0,0.7,7.2,1.2,0.3,0.8,8.4,3.8,3.6,3.6,0.1,0.0,27.0,8.5,0.5,0.0,1.0,0.0,4.3,35.1,8.4,1.6,0.1,1.9,4.2,0.1,0.2,0.1,3.1,0.1,10.3,0.2,0.1,0.9,6.4,4.4,3.5,3.5,0.4,0.0,26.8,9.3,0.4,0.1,0.8,0.0
6598,4.5,32.1,8.4,1.4,0.5,1.1,4.5,0.1,0.5,0.3,1.9,0.1,6.4,0.5,0.2,0.4,5.1,3.8,4.0,4.0,0.4,0.0,27.0,9.5,0.2,0.1,0.8,0.0,5.5,36.6,11.2,2.4,0.0,1.6,5.4,0.0,0.0,0.4,3.3,0.2,7.2,0.4,0.2,1.2,7.8,3.5,3.6,3.6,0.2,0.1,26.1,8.0,0.3,0.0,0.4,0.0
6599,3.8,33.1,8.2,1.5,0.1,0.8,3.5,0.0,0.3,0.1,1.8,0.0,6.6,0.1,0.1,0.7,5.7,3.8,5.0,5.0,0.3,0.0,27.0,9.7,0.6,0.1,0.8,0.0,5.2,34.2,9.9,1.4,0.3,1.7,5.0,0.1,0.3,0.7,2.6,0.1,6.7,0.4,0.3,1.5,5.7,4.1,3.7,3.7,0.2,0.0,25.8,10.6,0.3,0.1,0.8,0.0
6600,5.8,35.7,9.3,1.8,0.2,2.0,5.6,0.0,0.1,0.1,2.4,0.1,8.5,0.4,0.2,0.5,5.5,4.7,6.8,6.8,0.9,0.1,27.9,11.1,1.4,0.1,1.0,0.0,4.9,34.4,8.5,1.6,0.4,1.4,4.6,0.4,0.4,0.3,3.2,0.2,6.7,0.6,0.3,0.7,6.8,3.5,2.2,2.2,0.5,0.0,26.4,10.2,1.0,0.1,1.2,0.0
