Date,Number of game,Team,At-bats 14 Game Window,Hits 14 Game Window,RBIs 14 Game Window,Team Earned Runs 14 Game Window,BA 14 Game Window,SLG 14 Game Window,OBP 14 Game Window,OPS 14 Game Window,ISO 14 Game Window
2014-04-16,0,SDN,459.0,106.0,36.0,41.0,0.23093681917211328,0.3485838779956427,0.2828282828282828,0.6314121608239256,0.11764705882352944
2014-04-17,0,SDN,461.0,109.0,36.0,41.0,0.23644251626898047,0.3579175704989154,0.28484848484848485,0.6427660553474003,0.12147505422993496
2014-04-18,0,SDN,459.0,109.0,36.0,41.0,0.2374727668845316,0.3616557734204793,0.2816326530612245,0.6432884264817038,0.12418300653594769
2014-04-19,0,SDN,454.0,108.0,36.0,38.0,0.23788546255506607,0.3700440528634361,0.28542094455852157,0.6554649974219577,0.13215859030837004
2014-04-20,0,SDN,451.0,110.0,37.0,31.0,0.24390243902439024,0.38137472283813745,0.28541666666666665,0.6667913895048041,0.1374722838137472
2014-04-21,0,SDN,449.0,112.0,40.0,30.0,0.24944320712694878,0.39420935412026725,0.29375,0.6879593541202673,0.14476614699331847
2014-04-22,0,SDN,449.0,112.0,38.0,32.0,0.24944320712694878,0.3986636971046771,0.2972972972972973,0.6959609944019745,0.1492204899777283
2014-04-23,0,SDN,448.0,104.0,35.0,30.0,0.23214285714285715,0.36830357142857145,0.2842323651452282,0.6525359365737997,0.1361607142857143
2014-04-24,0,SDN,447.0,103.0,37.0,34.0,0.23042505592841164,0.3624161073825503,0.2836438923395445,0.6460599997220948,0.13199105145413867
2014-04-25,0,SDN,458.0,106.0,39.0,36.0,0.2314410480349345,0.3646288209606987,0.28484848484848485,0.6494773058091836,0.1331877729257642
2014-04-26,0,SDN,457.0,103.0,34.0,47.0,0.22538293216630198,0.3413566739606127,0.28225806451612906,0.6236147384767418,0.11597374179431072
2014-04-27,0,SDN,450.0,96.0,32.0,43.0,0.21333333333333335,0.3244444444444444,0.2725409836065574,0.5969854280510019,0.11111111111111108
2014-04-28,0,SDN,451.0,98.0,31.0,44.0,0.21729490022172948,0.3170731707317073,0.2799188640973631,0.5969920348290705,0.09977827050997784
2014-04-29,0,SDN,461.0,100.0,34.0,45.0,0.21691973969631237,0.31670281995661603,0.27689243027888444,0.5935952502355004,0.09978308026030366
2014-04-30,0,SDN,458.0,95.0,32.0,47.0,0.2074235807860262,0.3056768558951965,0.26411290322580644,0.5697897591210029,0.09825327510917028
2014-05-02,0,SDN,461.0,92.0,31.0,49.0,0.19956616052060738,0.29718004338394793,0.2535211267605634,0.5507011701445113,0.09761388286334055
2014-05-03,0,SDN,461.0,89.0,30.0,48.0,0.19305856832971802,0.28199566160520606,0.24748490945674045,0.5294805710619466,0.08893709327548804
2014-05-04,0,SDN,467.0,93.0,32.0,51.0,0.19914346895074947,0.291220556745182,0.2524850894632207,0.5437056462084027,0.09207708779443252
2014-05-05,0,SDN,469.0,92.0,33.0,51.0,0.19616204690831557,0.2878464818763326,0.252465483234714,0.5403119651110466,0.09168443496801704
