Date,Number of game,Team,At-bats 14 Game Window,Hits 14 Game Window,RBIs 14 Game Window,Team Earned Runs 14 Game Window,BA 14 Game Window,SLG 14 Game Window,OBP 14 Game Window,OPS 14 Game Window,ISO 14 Game Window
2014-04-17,1,TOR,478.0,115.0,57.0,50.0,0.2405857740585774,0.40376569037656906,0.3126177024482109,0.71638339282478,0.16317991631799167
2014-04-17,2,TOR,475.0,112.0,55.0,46.0,0.23578947368421052,0.3936842105263158,0.3087121212121212,0.702396331738437,0.15789473684210528
2014-04-18,0,TOR,476.0,114.0,55.0,53.0,0.23949579831932774,0.3949579831932773,0.3151969981238274,0.7101549813171046,0.15546218487394955
2014-04-19,0,TOR,474.0,114.0,55.0,55.0,0.24050632911392406,0.3818565400843882,0.31379962192816635,0.6956561620125545,0.14135021097046413
2014-04-20,0,TOR,479.0,118.0,58.0,48.0,0.24634655532359082,0.3924843423799583,0.31894934333958724,0.7114336857195456,0.14613778705636746
2014-04-22,0,TOR,480.0,121.0,59.0,47.0,0.2520833333333333,0.39166666666666666,0.32774674115456237,0.7194134078212291,0.13958333333333334
2014-04-23,0,TOR,483.0,122.0,64.0,50.0,0.2525879917184265,0.39544513457556935,0.3339449541284404,0.7293900887040097,0.14285714285714285
2014-04-24,0,TOR,488.0,129.0,68.0,54.0,0.26434426229508196,0.4139344262295082,0.3471971066907776,0.7611315329202858,0.14959016393442626
2014-04-25,0,TOR,493.0,131.0,67.0,62.0,0.2657200811359026,0.4117647058823529,0.34296028880866425,0.7547249946910172,0.1460446247464503
2014-04-26,0,TOR,491.0,126.0,62.0,66.0,0.25661914460285135,0.40122199592668023,0.331511839708561,0.7327338356352413,0.14460285132382888
2014-04-27,0,TOR,497.0,131.0,64.0,67.0,0.2635814889336016,0.4084507042253521,0.3381294964028777,0.7465802006282298,0.1448692152917505
2014-04-29,0,TOR,498.0,137.0,70.0,68.0,0.2751004016064257,0.43373493975903615,0.3471223021582734,0.7808572419173095,0.15863453815261047
2014-04-30,0,TOR,496.0,142.0,75.0,75.0,0.2862903225806452,0.4596774193548387,0.35390199637023595,0.8135794157250746,0.1733870967741935
2014-05-01,0,TOR,489.0,132.0,66.0,76.0,0.26993865030674846,0.4233128834355828,0.3436928702010969,0.7670057536366797,0.15337423312883436
2014-05-02,0,TOR,488.0,129.0,65.0,75.0,0.26434426229508196,0.42213114754098363,0.34065934065934067,0.7627904882003242,0.15778688524590168
2014-05-03,0,TOR,496.0,135.0,70.0,76.0,0.2721774193548387,0.4475806451612903,0.34774774774774775,0.795328392909038,0.17540322580645162
2014-05-04,0,TOR,499.0,136.0,71.0,73.0,0.2725450901803607,0.45090180360721444,0.34594594594594597,0.7968477495531604,0.17835671342685372
2014-05-05,0,TOR,502.0,138.0,75.0,73.0,0.2749003984063745,0.46613545816733065,0.34767025089605735,0.813805709063388,0.19123505976095617
2014-05-06,0,TOR,499.0,136.0,73.0,73.0,0.2725450901803607,0.46893787575150303,0.34594594594594597,0.814883821697449,0.19639278557114231
2014-05-07,0,TOR,503.0,139.0,75.0,72.0,0.27634194831013914,0.4850894632206759,0.34587813620071683,0.8309675994213928,0.20874751491053678
2014-05-08,0,TOR,503.0,141.0,75.0,69.0,0.2803180914512923,0.49502982107355864,0.3441441441441441,0.8391739652177028,0.21471172962226637
2014-05-09,0,TOR,496.0,138.0,79.0,64.0,0.2782258064516129,0.5120967741935484,0.3424408014571949,0.8545375756507433,0.2338709677419355
2014-05-10,0,TOR,497.0,138.0,76.0,58.0,0.2776659959758551,0.5050301810865191,0.3406193078324226,0.8456494889189416,0.22736418511066397
2014-05-11,0,TOR,498.0,138.0,78.0,55.0,0.27710843373493976,0.4979919678714859,0.3375912408759124,0.8355832087473983,0.22088353413654616
2014-05-12,0,TOR,491.0,131.0,76.0,57.0,0.2668024439918534,0.48065173116089616,0.3277777777777778,0.8084295089386739,0.21384928716904278
2014-05-13,0,TOR,491.0,131.0,76.0,59.0,0.2668024439918534,0.4786150712830957,0.3327205882352941,0.8113356595183898,0.21181262729124234
2014-05-14,0,TOR,482.0,125.0,75.0,52.0,0.25933609958506226,0.46680497925311204,0.32774674115456237,0.7945517204076744,0.20746887966804978
2014-05-15,0,TOR,483.0,126.0,77.0,62.0,0.2608695652173913,0.474120082815735,0.32142857142857145,0.7955486542443064,0.21325051759834368
2014-05-16,0,TOR,477.0,124.0,74.0,62.0,0.259958071278826,0.4863731656184486,0.32129277566539927,0.8076659412838478,0.22641509433962265
2014-05-17,0,TOR,470.0,119.0,71.0,56.0,0.2531914893617021,0.46382978723404256,0.3173076923076923,0.7811374795417348,0.21063829787234045
2014-05-18,0,TOR,467.0,118.0,70.0,52.0,0.25267665952890794,0.4689507494646681,0.32053742802303264,0.7894881774877007,0.21627408993576014
