Date,Number of game,Team,At-bats 14 Game Window,Hits 14 Game Window,RBIs 14 Game Window,Team Earned Runs 14 Game Window,BA 14 Game Window,SLG 14 Game Window,OBP 14 Game Window,OPS 14 Game Window,ISO 14 Game Window
2014-04-16,0,BOS,474.0,116.0,42.0,49.0,0.24472573839662448,0.36075949367088606,0.3154875717017208,0.6762470653726069,0.11603375527426157
2014-04-17,0,BOS,482.0,113.0,47.0,50.0,0.23443983402489627,0.34232365145228216,0.31992687385740404,0.6622505253096862,0.1078838174273859
2014-04-18,0,BOS,477.0,108.0,44.0,49.0,0.22641509433962265,0.3312368972746331,0.3149171270718232,0.6461540243464563,0.10482180293501048
2014-04-19,0,BOS,476.0,105.0,45.0,54.0,0.22058823529411764,0.3277310924369748,0.315018315018315,0.6427494074552897,0.10714285714285715
2014-04-20,0,BOS,475.0,106.0,48.0,50.0,0.2231578947368421,0.33473684210526317,0.31365313653136534,0.6483899786366285,0.11157894736842106
2014-04-21,0,BOS,472.0,107.0,47.0,48.0,0.2266949152542373,0.3389830508474576,0.3197781885397412,0.6587612393871989,0.11228813559322032
2014-04-22,0,BOS,471.0,109.0,53.0,53.0,0.23142250530785563,0.35881104033970274,0.32967032967032966,0.6884813700100324,0.1273885350318471
2014-04-23,0,BOS,470.0,104.0,52.0,57.0,0.22127659574468084,0.3702127659574468,0.31608133086876156,0.6862940968262083,0.14893617021276595
2014-04-24,0,BOS,468.0,100.0,49.0,48.0,0.21367521367521367,0.3611111111111111,0.3098330241187384,0.6709441352298495,0.14743589743589744
2014-04-25,0,BOS,473.0,100.0,50.0,55.0,0.21141649048625794,0.35517970401691334,0.3071297989031079,0.6623095029200212,0.1437632135306554
2014-04-26,0,BOS,481.0,112.0,57.0,54.0,0.23284823284823286,0.3908523908523909,0.32976827094474154,0.7206206617971325,0.158004158004158
2014-04-27,0,BOS,476.0,110.0,60.0,58.0,0.23109243697478993,0.39285714285714285,0.33629893238434166,0.7291560752414845,0.16176470588235292
2014-04-29,0,BOS,475.0,109.0,57.0,57.0,0.2294736842105263,0.38526315789473686,0.33154121863799285,0.7168043765327297,0.15578947368421056
2014-05-01,1,BOS,475.0,113.0,62.0,58.0,0.23789473684210527,0.3957894736842105,0.3416370106761566,0.7374264843603671,0.15789473684210525
2014-05-01,2,BOS,477.0,116.0,62.0,59.0,0.2431865828092243,0.39622641509433965,0.3492063492063492,0.7454327643006888,0.15303983228511533
2014-05-02,0,BOS,463.0,116.0,61.0,61.0,0.2505399568034557,0.4103671706263499,0.35294117647058826,0.7633083470969382,0.15982721382289422
2014-05-03,0,BOS,467.0,122.0,65.0,61.0,0.26124197002141325,0.4261241970021413,0.36247723132969034,0.7886014283318317,0.16488222698072807
2014-05-04,0,BOS,460.0,117.0,67.0,55.0,0.2543478260869565,0.4369565217391304,0.35555555555555557,0.792512077294686,0.1826086956521739
2014-05-06,0,BOS,467.0,120.0,65.0,56.0,0.2569593147751606,0.43254817987152033,0.35648994515539306,0.7890381250269134,0.17558886509635974
2014-05-07,0,BOS,474.0,123.0,65.0,54.0,0.25949367088607594,0.4282700421940928,0.3597122302158273,0.7879822724099201,0.16877637130801687
2014-05-09,0,BOS,470.0,122.0,63.0,50.0,0.25957446808510637,0.4148936170212766,0.36116152450090744,0.776055141522184,0.15531914893617021
2014-05-10,0,BOS,464.0,115.0,60.0,54.0,0.2478448275862069,0.38146551724137934,0.3546617915904936,0.7361273088318729,0.13362068965517243
2014-05-11,0,BOS,464.0,116.0,64.0,56.0,0.25,0.3857758620689655,0.3605072463768116,0.746283108445777,0.13577586206896552
2014-05-13,0,BOS,467.0,120.0,65.0,49.0,0.2569593147751606,0.39828693790149894,0.360146252285192,0.758433190186691,0.14132762312633834
2014-05-14,0,BOS,465.0,115.0,63.0,56.0,0.24731182795698925,0.3849462365591398,0.34814814814814815,0.7330943847072879,0.13763440860215054
2014-05-15,0,BOS,476.0,122.0,65.0,53.0,0.25630252100840334,0.39705882352941174,0.3467889908256881,0.7438478143550998,0.1407563025210084
2014-05-16,0,BOS,482.0,125.0,67.0,51.0,0.25933609958506226,0.3983402489626556,0.3484573502722323,0.7467975992348879,0.1390041493775933
2014-05-17,0,BOS,474.0,115.0,60.0,48.0,0.24261603375527427,0.37341772151898733,0.33579335793357934,0.7092110794525667,0.13080168776371306
2014-05-18,0,BOS,475.0,116.0,60.0,51.0,0.24421052631578946,0.37894736842105264,0.329608938547486,0.7085563069685387,0.13473684210526318
2014-05-20,0,BOS,478.0,116.0,56.0,52.0,0.24267782426778242,0.3702928870292887,0.3176691729323308,0.6879620599616195,0.12761506276150628
2014-05-21,0,BOS,480.0,117.0,53.0,58.0,0.24375,0.36875,0.3132075471698113,0.6819575471698114,0.12500000000000003
2014-05-22,0,BOS,489.0,122.0,51.0,61.0,0.24948875255623723,0.3660531697341513,0.3159851301115242,0.6820382998456755,0.11656441717791408
2014-05-23,0,BOS,488.0,120.0,51.0,65.0,0.2459016393442623,0.36475409836065575,0.3102803738317757,0.6750344721924315,0.11885245901639346
2014-05-24,0,BOS,477.0,114.0,47.0,63.0,0.2389937106918239,0.35639412997903563,0.30134357005758156,0.6577377000366171,0.11740041928721173
2014-05-25,0,BOS,495.0,110.0,48.0,65.0,0.2222222222222222,0.3373737373737374,0.2846580406654344,0.6220317780391718,0.11515151515151517
2014-05-26,0,BOS,502.0,118.0,53.0,65.0,0.2350597609561753,0.3645418326693227,0.29508196721311475,0.6596237998824375,0.1294820717131474
2014-05-27,0,BOS,499.0,114.0,53.0,68.0,0.22845691382765532,0.3627254509018036,0.28884826325411334,0.6515737141559169,0.13426853707414826
2014-05-28,0,BOS,505.0,118.0,54.0,69.0,0.23366336633663368,0.3584158415841584,0.2936936936936937,0.6521095352778521,0.12475247524752472
2014-05-29,0,BOS,502.0,119.0,51.0,61.0,0.23705179282868527,0.3466135458167331,0.2996389891696751,0.6462525349864081,0.10956175298804782
2014-05-30,0,BOS,497.0,119.0,44.0,61.0,0.23943661971830985,0.33400402414486924,0.302367941712204,0.6363719658570732,0.09456740442655939
2014-05-31,0,BOS,495.0,118.0,44.0,59.0,0.2383838383838384,0.3393939393939394,0.30671506352087113,0.6461090029148105,0.10101010101010102
2014-06-01,0,BOS,502.0,126.0,51.0,59.0,0.250996015936255,0.3645418326693227,0.3141831238779174,0.6787249565472402,0.11354581673306774
2014-06-02,0,BOS,499.0,126.0,54.0,54.0,0.25250501002004005,0.37074148296593185,0.3226381461675579,0.6933796291334897,0.11823647294589179
2014-06-03,0,BOS,496.0,125.0,55.0,51.0,0.25201612903225806,0.37701612903225806,0.32379248658318427,0.7008086156154423,0.125
2014-06-04,0,BOS,496.0,123.0,54.0,49.0,0.24798387096774194,0.3709677419354839,0.3226381461675579,0.6936058881030418,0.12298387096774194
2014-06-06,0,BOS,499.0,119.0,54.0,51.0,0.23847695390781562,0.35470941883767537,0.31625441696113077,0.6709638357988061,0.11623246492985975
2014-06-07,0,BOS,498.0,119.0,54.0,50.0,0.2389558232931727,0.3514056224899598,0.31746031746031744,0.6688659399502772,0.11244979919678713
2014-06-08,0,BOS,506.0,129.0,60.0,57.0,0.2549407114624506,0.37351778656126483,0.32752613240418116,0.701043918965446,0.11857707509881421
2014-06-09,0,BOS,493.0,134.0,60.0,54.0,0.2718052738336714,0.4056795131845842,0.34285714285714286,0.748536656041727,0.13387423935091275
2014-06-10,0,BOS,486.0,127.0,55.0,50.0,0.2613168724279835,0.38477366255144035,0.33634719710669075,0.7211208596581311,0.12345679012345684
2014-06-11,0,BOS,489.0,128.0,48.0,44.0,0.261758691206544,0.3721881390593047,0.331511839708561,0.7036999787678657,0.11042944785276071
2014-06-12,0,BOS,478.0,120.0,42.0,47.0,0.2510460251046025,0.3598326359832636,0.32149532710280376,0.6813279630860674,0.1087866108786611
