Date,Number of game,Team,At-bats 14 Game Window,Hits 14 Game Window,RBIs 14 Game Window,Team Earned Runs 14 Game Window,BA 14 Game Window,SLG 14 Game Window,OBP 14 Game Window,OPS 14 Game Window,ISO 14 Game Window
2014-04-16,2,NYA,463.0,124.0,49.0,53.0,0.2678185745140389,0.42332613390928725,0.33203125,0.7553573839092873,0.15550755939524835
2014-04-17,0,NYA,468.0,130.0,49.0,47.0,0.2777777777777778,0.43162393162393164,0.33528265107212474,0.7669065826960564,0.15384615384615385
2014-04-18,0,NYA,477.0,139.0,59.0,45.0,0.2914046121593291,0.4758909853249476,0.3435700575815739,0.8194610429065214,0.1844863731656185
2014-04-19,0,NYA,481.0,140.0,60.0,54.0,0.2910602910602911,0.47193347193347196,0.3422562141491396,0.8141896860826116,0.18087318087318088
2014-04-20,0,NYA,470.0,127.0,54.0,66.0,0.2702127659574468,0.44468085106382976,0.3188976377952756,0.7635784888591053,0.17446808510638295
2014-04-22,0,NYA,483.0,130.0,59.0,62.0,0.2691511387163561,0.4409937888198758,0.31669865642994244,0.7576924452498182,0.17184265010351968
2014-04-23,0,NYA,489.0,136.0,61.0,61.0,0.278118609406953,0.45807770961145194,0.3231939163498099,0.7812716259612618,0.17995910020449896
2014-04-24,0,NYA,493.0,136.0,59.0,62.0,0.27586206896551724,0.4563894523326572,0.31238095238095237,0.7687704047136096,0.18052738336713997
2014-04-25,0,NYA,497.0,137.0,66.0,50.0,0.27565392354124746,0.45271629778672035,0.3246753246753247,0.777391622462045,0.1770623742454729
2014-04-26,0,NYA,496.0,133.0,63.0,56.0,0.26814516129032256,0.42943548387096775,0.32162661737523107,0.7510621012461989,0.16129032258064518
2014-04-27,0,NYA,497.0,133.0,63.0,58.0,0.2676056338028169,0.42655935613682094,0.3247706422018349,0.7513299983386559,0.15895372233400407
2014-04-29,0,NYA,491.0,129.0,63.0,56.0,0.26272912423625255,0.4256619144602851,0.3247232472324723,0.7503851616927575,0.16293279022403256
2014-05-01,0,NYA,490.0,123.0,58.0,58.0,0.2510204081632653,0.38979591836734695,0.3180147058823529,0.7078106242496999,0.13877551020408163
2014-05-02,0,NYA,492.0,122.0,57.0,59.0,0.24796747967479674,0.3800813008130081,0.3137614678899083,0.6938427687029164,0.13211382113821138
2014-05-03,0,NYA,522.0,135.0,59.0,69.0,0.25862068965517243,0.39272030651340994,0.3181818181818182,0.7109021246952281,0.1340996168582375
2014-05-04,0,NYA,520.0,135.0,66.0,72.0,0.25961538461538464,0.4115384615384615,0.32229965156794427,0.7338381131064058,0.15192307692307688
2014-05-05,0,NYA,511.0,126.0,57.0,76.0,0.2465753424657534,0.37181996086105673,0.3127208480565371,0.6845408089175938,0.12524461839530332
2014-05-06,0,NYA,506.0,124.0,53.0,69.0,0.2450592885375494,0.3715415019762846,0.3094812164579606,0.6810227184342452,0.1264822134387352
2014-05-07,0,NYA,509.0,129.0,55.0,56.0,0.25343811394891946,0.3831041257367387,0.3215547703180212,0.70465889605476,0.12966601178781922
2014-05-09,0,NYA,500.0,131.0,58.0,58.0,0.262,0.402,0.3291592128801431,0.7311592128801432,0.14
2014-05-10,0,NYA,492.0,122.0,55.0,58.0,0.24796747967479674,0.3800813008130081,0.31636363636363635,0.6964449371766445,0.13211382113821138
2014-05-11,0,NYA,492.0,124.0,58.0,57.0,0.25203252032520324,0.3902439024390244,0.32181818181818184,0.7120620842572063,0.13821138211382117
2014-05-12,0,NYA,483.0,121.0,51.0,61.0,0.2505175983436853,0.38095238095238093,0.31086142322097376,0.6918138041733547,0.13043478260869562
2014-05-13,0,NYA,491.0,129.0,56.0,59.0,0.26272912423625255,0.40122199592668023,0.31784386617100374,0.719065862097684,0.13849287169042768
2014-05-14,0,NYA,493.0,131.0,60.0,66.0,0.2657200811359026,0.40973630831643004,0.3290676416819013,0.7388039499983313,0.14401622718052742
2014-05-15,0,NYA,501.0,136.0,62.0,64.0,0.2714570858283433,0.4251497005988024,0.32971014492753625,0.7548598455263387,0.1536926147704591
2014-05-17,0,NYA,496.0,134.0,61.0,58.0,0.2701612903225806,0.41935483870967744,0.3290676416819013,0.7484224803915787,0.1491935483870968
2014-05-18,1,NYA,495.0,136.0,66.0,56.0,0.27474747474747474,0.4505050505050505,0.3321100917431193,0.7826151422481697,0.17575757575757578
2014-05-18,2,NYA,466.0,124.0,65.0,49.0,0.26609442060085836,0.4334763948497854,0.32751937984496127,0.7609957746947467,0.16738197424892703
2014-05-20,0,NYA,466.0,122.0,58.0,50.0,0.26180257510729615,0.4206008583690987,0.3216374269005848,0.7422382852696835,0.15879828326180256
2014-05-21,0,NYA,465.0,121.0,58.0,50.0,0.26021505376344084,0.4172043010752688,0.32490272373540857,0.7421070248106774,0.15698924731182795
2014-05-22,0,NYA,484.0,128.0,59.0,48.0,0.2644628099173554,0.4132231404958678,0.33147113594040967,0.7446942764362774,0.1487603305785124
2014-05-23,0,NYA,482.0,123.0,58.0,50.0,0.2551867219917012,0.3983402489626556,0.31954887218045114,0.7178891211431067,0.14315352697095435
2014-05-24,0,NYA,477.0,119.0,54.0,52.0,0.24947589098532494,0.38784067085953877,0.31947069943289225,0.707311370292431,0.13836477987421383
2014-05-25,0,NYA,483.0,121.0,53.0,52.0,0.2505175983436853,0.38716356107660455,0.3170731707317073,0.7042367318083118,0.13664596273291924
2014-05-26,0,NYA,485.0,120.0,55.0,51.0,0.24742268041237114,0.38762886597938145,0.31851851851851853,0.7061473844979,0.1402061855670103
2014-05-27,0,NYA,488.0,116.0,56.0,48.0,0.23770491803278687,0.3668032786885246,0.3100917431192661,0.6768950218077907,0.1290983606557377
2014-05-28,0,NYA,480.0,107.0,50.0,43.0,0.22291666666666668,0.3458333333333333,0.2992565055762082,0.6450898389095415,0.12291666666666665
2014-05-30,0,NYA,486.0,110.0,50.0,37.0,0.22633744855967078,0.3374485596707819,0.29236499068901306,0.629813550359795,0.11111111111111113
2014-05-31,0,NYA,484.0,111.0,47.0,43.0,0.22933884297520662,0.3243801652892562,0.297951582867784,0.6223317481570402,0.09504132231404955
2014-06-01,0,NYA,487.0,117.0,49.0,43.0,0.2402464065708419,0.34291581108829566,0.30612244897959184,0.6490382600678875,0.10266940451745377
2014-06-02,0,NYA,483.0,111.0,44.0,49.0,0.22981366459627328,0.30434782608695654,0.297951582867784,0.6022994089547405,0.07453416149068326
2014-06-03,0,NYA,489.0,114.0,42.0,54.0,0.2331288343558282,0.3067484662576687,0.2975970425138632,0.6043455087715319,0.07361963190184051
2014-06-04,0,NYA,491.0,111.0,42.0,55.0,0.22606924643584522,0.29327902240325865,0.2922794117647059,0.5855584341679645,0.06720977596741343
2014-06-05,0,NYA,496.0,114.0,45.0,56.0,0.22983870967741934,0.3004032258064516,0.29120879120879123,0.5916120170152428,0.07056451612903228
2014-06-06,0,NYA,476.0,108.0,45.0,55.0,0.226890756302521,0.31092436974789917,0.28544061302681994,0.596364982774719,0.08403361344537816
2014-06-07,0,NYA,479.0,113.0,47.0,54.0,0.2359081419624217,0.32150313152400833,0.29734848484848486,0.6188516163724932,0.08559498956158662
