Game ID,ID,Date,Game Number,Homeruns Allowed 10 Game Window,Hits Allowed 10 Game Window,Strikeouts 10 Game Window,Walks 10 Game Window,Earned Runs 10 Game Window,ERA 10 Game Window,WHIP 10 Game Window,FIP 10 Game Window
HOU201804070,mitcb001,2018-04-07,0,3.0,57.0,22.0,21.0,21.0,4.169117647058823,1.7205882352941175,4.545588235294118
SDN201804120,mitcb001,2018-04-12,0,3.0,54.0,21.0,25.0,19.0,3.690647482014388,1.7050359712230214,4.753956834532374
SDN201804170,mitcb001,2018-04-17,0,2.0,51.0,18.0,28.0,19.0,3.8,1.7555555555555555,4.844444444444445
COL201804230,mitcb001,2018-04-23,0,3.0,52.0,20.0,30.0,21.0,3.8310810810810807,1.662162162162162,5.064864864864865
SDN201804290,mitcb001,2018-04-29,0,5.0,56.0,20.0,30.0,26.0,4.711409395973154,1.7315436241610738,5.575838926174496
SDN201805050,mitcb001,2018-05-05,0,5.0,52.0,23.0,34.0,25.0,4.326923076923077,1.6538461538461537,5.584615384615384
ARI201809030,mitcb001,2018-09-03,0,5.0,52.0,22.0,36.0,25.0,4.530201342281879,1.7718120805369126,5.8577181208053695
SEA201809110,mitcb001,2018-09-11,0,5.0,48.0,22.0,35.0,25.0,4.655172413793103,1.7172413793103447,5.86896551724138
SDN201809170,mitcb001,2018-09-17,0,6.0,50.0,22.0,32.0,26.0,4.943661971830986,1.732394366197183,6.009859154929577
SFN201809240,mitcb001,2018-09-24,0,8.0,53.0,24.0,30.0,29.0,5.553191489361702,1.7659574468085106,6.370212765957447
