Game ID,ID,Date,Game Number,Homeruns Allowed 10 Game Window,Hits Allowed 10 Game Window,Strikeouts 10 Game Window,Walks 10 Game Window,Earned Runs 10 Game Window,ERA 10 Game Window,WHIP 10 Game Window,FIP 10 Game Window
CHA201405300,dankj001,2014-05-30,0,8.0,60.0,45.0,26.0,33.0,4.922651933701657,1.425414364640884,4.824309392265193
LAN201406040,dankj001,2014-06-04,0,9.0,63.0,43.0,23.0,32.0,4.773480662983425,1.4254143646408837,5.006629834254143
CHA201406110,dankj001,2014-06-11,0,8.0,59.0,44.0,24.0,29.0,4.232432432432432,1.3459459459459457,4.87027027027027
CHA201406170,dankj001,2014-06-17,0,8.0,62.0,45.0,22.0,30.0,4.308510638297872,1.3404255319148934,4.715957446808511
MIN201406220,dankj001,2014-06-22,0,9.0,61.0,48.0,22.0,30.0,4.308510638297872,1.3244680851063828,4.827659574468085
TOR201406270,dankj001,2014-06-27,0,9.0,64.0,45.0,22.0,32.0,4.645161290322581,1.3870967741935485,4.941935483870968
CHA201407020,dankj001,2014-07-02,0,9.0,59.0,44.0,19.0,26.0,3.7142857142857144,1.2380952380952381,4.803174603174604
BOS201407080,dankj001,2014-07-08,0,10.0,62.0,46.0,19.0,25.0,3.4793814432989687,1.2525773195876289,4.901030927835052
CLE201407130,dankj001,2014-07-13,0,9.0,64.0,45.0,21.0,25.0,3.4793814432989687,1.3144329896907216,4.823711340206185
CHA201407200,dankj001,2014-07-20,0,6.0,62.0,42.0,20.0,19.0,2.5522388059701493,1.2238805970149254,4.2298507462686565
MIN201407250,dankj001,2014-07-25,0,8.0,71.0,42.0,20.0,25.0,3.5526315789473686,1.436842105263158,4.7
DET201407310,dankj001,2014-07-31,0,8.0,69.0,43.0,19.0,27.0,3.836842105263158,1.3894736842105264,4.5736842105263165
CHA201408050,dankj001,2014-08-05,0,10.0,74.0,40.0,19.0,31.0,4.573770491803279,1.5245901639344261,5.101639344262296
SEA201408100,dankj001,2014-08-10,0,14.0,76.0,41.0,22.0,38.0,5.829545454545454,1.6704545454545454,6.131818181818182
CHA201408160,dankj001,2014-08-16,0,13.0,79.0,38.0,21.0,41.0,6.289772727272727,1.7045454545454544,5.961363636363636
NYA201408220,dankj001,2014-08-22,0,13.0,76.0,37.0,18.0,38.0,5.731843575418994,1.5754189944134076,5.797765363128492
CHA201408280,dankj001,2014-08-28,0,12.0,77.0,39.0,21.0,39.0,5.982954545454545,1.6704545454545454,5.756818181818182
MIN201409030,dankj001,2014-09-03,0,10.0,75.0,34.0,22.0,39.0,6.157894736842105,1.7017543859649122,5.603508771929825
CHA201409090,dankj001,2014-09-09,0,10.0,78.0,33.0,19.0,41.0,6.589285714285714,1.7321428571428572,5.521428571428572
KCA201409150,dankj001,2014-09-15,0,10.0,77.0,32.0,18.0,42.0,6.872727272727273,1.7272727272727273,5.490909090909091
TBA201409210,dankj001,2014-09-21,0,8.0,67.0,34.0,22.0,36.0,5.7176470588235295,1.5705882352941176,5.105882352941177
CHA201409270,dankj001,2014-09-27,0,7.0,63.0,34.0,25.0,34.0,5.497005988023952,1.5808383233532934,5.068263473053893
KCA201504090,dankj001,2015-04-09,0,6.0,61.0,35.0,24.0,32.0,4.994219653179191,1.4739884393063585,4.6393063583815035
CLE201504150,dankj001,2015-04-15,0,3.0,60.0,31.0,20.0,27.0,4.142045454545455,1.3636363636363638,3.881818181818182
CHA201504200,dankj001,2015-04-20,0,3.0,58.0,33.0,20.0,27.0,4.2631578947368425,1.368421052631579,3.8315789473684214
CHA201504260,dankj001,2015-04-26,0,5.0,57.0,37.0,21.0,27.0,4.2631578947368425,1.368421052631579,4.2
MIN201505030,dankj001,2015-05-03,0,5.0,56.0,41.0,19.0,27.0,4.189655172413793,1.293103448275862,3.9413793103448276
