Game ID,ID,Date,Game Number,Homeruns Allowed 10 Game Window,Hits Allowed 10 Game Window,Strikeouts 10 Game Window,Walks 10 Game Window,Earned Runs 10 Game Window,ERA 10 Game Window,WHIP 10 Game Window,FIP 10 Game Window
BAL201406250,noesh001,2014-06-25,0,8.0,60.0,45.0,20.0,28.0,4.500000000000001,1.4285714285714288,4.575
CHA201407011,noesh001,2014-07-01,1,8.0,64.0,45.0,19.0,24.0,3.6404494382022476,1.3988764044943822,4.447191011235955
CHA201407060,noesh001,2014-07-06,0,10.0,63.0,46.0,25.0,27.0,4.095505617977528,1.4831460674157304,5.155056179775281
CLE201407110,noesh001,2014-07-11,0,9.0,60.0,47.0,25.0,24.0,3.6,1.4166666666666667,4.883333333333334
CHA201407190,noesh001,2014-07-19,0,9.0,59.0,45.0,26.0,25.0,3.8352272727272725,1.4488636363636362,5.040909090909091
MIN201407240,noesh001,2014-07-24,0,9.0,61.0,44.0,22.0,25.0,3.8352272727272725,1.414772727272727,4.870454545454546
DET201407300,noesh001,2014-07-30,0,9.0,59.0,42.0,23.0,26.0,3.9661016949152534,1.389830508474576,4.979661016949152
CHA201408040,noesh001,2014-08-04,0,10.0,64.0,39.0,22.0,31.0,4.728813559322033,1.4576271186440675,5.250847457627119
SEA201408090,noesh001,2014-08-09,0,8.0,61.0,40.0,24.0,28.0,4.176795580110497,1.4088397790055247,4.89060773480663
CHA201408150,noesh001,2014-08-15,0,8.0,58.0,40.0,24.0,26.0,3.65625,1.28125,4.79375
CHA201408200,noesh001,2014-08-20,0,9.0,60.0,40.0,24.0,26.0,3.774193548387097,1.3548387096774193,5.006451612903226
CHA201408270,noesh001,2014-08-27,0,12.0,58.0,46.0,24.0,30.0,4.354838709677419,1.3225806451612903,5.441935483870967
MIN201409020,noesh001,2014-09-02,0,11.0,61.0,44.0,18.0,28.0,3.9375,1.234375,4.95
CHA201409080,noesh001,2014-09-08,0,12.0,65.0,44.0,16.0,31.0,4.359375,1.265625,5.059375
CHA201409140,noesh001,2014-09-14,0,12.0,62.0,44.0,13.0,28.0,3.83756345177665,1.1421319796954317,4.8751269035533
TBA201409200,noesh001,2014-09-20,0,13.0,64.0,45.0,14.0,29.0,3.9150000000000005,1.1700000000000002,5.0600000000000005
CHA201409260,noesh001,2014-09-26,0,13.0,67.0,43.0,16.0,30.0,4.153846153846155,1.2769230769230773,5.261538461538462
CHA201504100,noesh001,2015-04-10,0,12.0,63.0,45.0,15.0,27.0,3.7384615384615394,1.2000000000000002,4.953846153846154
CHA201504210,noesh001,2015-04-21,0,11.0,63.0,45.0,17.0,28.0,4.021276595744681,1.2765957446808514,4.907446808510638
MIN201505020,noesh001,2015-05-02,0,13.0,62.0,46.0,17.0,30.0,4.426229508196721,1.2950819672131149,5.3475409836065575
CHA201505091,noesh001,2015-05-09,1,14.0,59.0,44.0,17.0,29.0,4.3259668508287294,1.259668508287293,5.65303867403315
TOR201505250,noesh001,2015-05-25,0,11.0,55.0,39.0,19.0,25.0,4.090909090909092,1.3454545454545457,5.472727272727273
NYN201908060,noesh001,2019-08-06,0,12.0,54.0,38.0,21.0,28.0,4.581818181818182,1.3636363636363638,5.854545454545455
MIA201908110,noesh001,2019-08-11,0,13.0,50.0,36.0,24.0,30.0,5.062500000000001,1.3875000000000002,6.425000000000001
COL201908170,noesh001,2019-08-17,0,13.0,50.0,40.0,26.0,32.0,5.433962264150943,1.4339622641509433,6.4075471698113216
MIA201908230,noesh001,2019-08-23,0,13.0,47.0,39.0,27.0,33.0,5.8618421052631575,1.4605263157894735,6.653947368421052
