Game ID,ID,Date,Game Number,Homeruns Allowed 10 Game Window,Hits Allowed 10 Game Window,Strikeouts 10 Game Window,Walks 10 Game Window,Earned Runs 10 Game Window,ERA 10 Game Window,WHIP 10 Game Window,FIP 10 Game Window
SFN201808060,rodrd001,2018-08-06,0,4.0,51.0,47.0,14.0,18.0,2.7150837988826813,1.089385474860335,3.451396648044693
SFN201808120,rodrd001,2018-08-12,0,3.0,49.0,48.0,12.0,17.0,2.521978021978022,1.0054945054945055,3.101098901098901
SFN201808240,rodrd001,2018-08-24,0,3.0,45.0,50.0,10.0,13.0,1.8,0.8461538461538461,2.907692307692308
SFN201808290,rodrd001,2018-08-29,0,2.0,41.0,50.0,13.0,13.0,1.8186528497409329,0.839378238341969,2.8424870466321246
COL201809040,rodrd001,2018-09-04,0,3.0,39.0,47.0,17.0,13.0,1.8186528497409329,0.8704663212435234,3.2310880829015547
SFN201809100,rodrd001,2018-09-10,0,3.0,41.0,47.0,17.0,13.0,1.8473684210526318,0.9157894736842106,3.278947368421053
SFN201809160,rodrd001,2018-09-16,0,3.0,40.0,45.0,17.0,14.0,1.9894736842105265,0.9,3.3894736842105266
SLN201809220,rodrd001,2018-09-22,0,3.0,40.0,49.0,18.0,13.0,1.867021276595745,0.9255319148936172,3.311702127659575
SFN201809290,rodrd001,2018-09-29,0,4.0,44.0,46.0,19.0,16.0,2.310160427807487,1.0106951871657754,3.5689839572192517
SDN201903300,rodrd001,2019-03-30,0,5.0,45.0,42.0,20.0,17.0,2.578651685393259,1.0955056179775282,3.9921348314606746
SFN201904050,rodrd001,2019-04-05,0,5.0,46.0,37.0,17.0,16.0,2.511627906976744,1.0988372093023258,4.037209302325581
SFN201904100,rodrd001,2019-04-10,0,7.0,50.0,35.0,17.0,20.0,3.2335329341317367,1.2035928143712575,4.6011976047904195
WAS201904160,rodrd001,2019-04-16,0,8.0,52.0,36.0,17.0,21.0,3.3952095808383236,1.2395209580838324,4.852694610778443
PIT201904210,rodrd001,2019-04-21,0,8.0,54.0,38.0,17.0,20.0,3.2926829268292686,1.298780487804878,4.809756097560976
SFN201904280,rodrd001,2019-04-28,0,8.0,52.0,39.0,14.0,19.0,3.0903614457831328,1.1927710843373496,4.591566265060242
CIN201905040,rodrd001,2019-05-04,0,8.0,53.0,36.0,17.0,22.0,3.7834394904458604,1.337579617834395,4.90063694267516
SFN201905100,rodrd001,2019-05-10,0,12.0,56.0,34.0,19.0,29.0,5.117647058823529,1.4705882352941178,6.101960784313725
COL201907152,rodrd001,2019-07-15,2,12.0,56.0,31.0,21.0,28.0,5.04,1.54,6.4
PHI201908010,rodrd001,2019-08-01,0,11.0,53.0,35.0,20.0,25.0,4.591836734693878,1.489795918367347,5.975510204081633
ARI201908150,rodrd001,2019-08-15,0,10.0,55.0,34.0,19.0,25.0,4.591836734693878,1.510204081632653,5.689795918367347
CHN201908210,rodrd001,2019-08-21,0,10.0,54.0,36.0,20.0,25.0,4.411764705882353,1.4509803921568627,5.572549019607843
SFN201908290,rodrd001,2019-08-29,0,10.0,53.0,33.0,23.0,27.0,4.89261744966443,1.5302013422818792,5.938255033557047
SLN201909030,rodrd001,2019-09-03,0,11.0,57.0,31.0,22.0,30.0,5.664335664335665,1.6573426573426575,6.283916083916084
LAN201909080,rodrd001,2019-09-08,0,12.0,57.0,32.0,20.0,30.0,5.436241610738255,1.5503355704697988,6.260402684563759
SFN201909290,rodrd001,2019-09-29,0,13.0,57.0,32.0,22.0,30.0,5.547945205479453,1.623287671232877,6.713698630136987
