,Game ID,Visiting Team Player 1 ID,Visiting Team Player 2 ID,Visiting Team Player 3 ID,Visiting Team Player 4 ID,Visiting Team Player 5 ID,Visiting Team Player 6 ID,Visiting Team Player 7 ID,Visiting Team Player 8 ID,Visiting Team Player 9 ID,Home Team Player 1 ID,Home Team Player 2 ID,Home Team Player 3 ID,Home Team Player 4 ID,Home Team Player 5 ID,Home Team Player 6 ID,Home Team Player 7 ID,Home Team Player 8 ID,Home Team Player 9 ID
0,ARI201704020,spand001,beltb001,pench001,poseb001,crawb001,nunee002,parkj002,panij002,bumgm001,polla001,owinc001,goldp001,lambj001,tomay001,drurb001,perad001,mathj001,greiz001
1,SLN201704020,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,contw001,lestj001,baezj001,fowld001,diaza003,carpm002,peraj001,moliy001,piscs001,gyorj001,gricr001,martc006
2,TBA201704020,gardb001,sancg002,birdg001,hollm001,ellsj001,casts001,headc001,judga001,torrr001,dickc002,kierk001,longe001,millb002,souzs001,morrl001,beckt001,smitm007,norrd001
3,CIN201704030,hernc005,kendh001,herro001,franm004,saunm001,joset001,ruppc001,galvf001,hellj001,hamib001,peraj003,vottj001,duvaa001,suare001,sches001,cozaz001,barnt001,felds001
4,LAN201704030,margm001,myerw001,solay001,renfh001,schir001,hedga001,aybae001,chacj001,jankt001,tolea001,seagc001,turnj001,gonza003,forsl001,pedej001,grany001,puigy001,kersc001
5,MIL201704030,blacc001,lemad001,gonzc001,arenn001,stort001,parrg001,reynm001,woltt001,grayj003,villj001,thame001,braur002,shawt001,santd002,broxk001,bandj001,arcio002,guerj003
6,NYN201704030,incie001,swand001,freef001,kempm001,markn001,philb001,garca004,flowt001,tehej001,reyej001,cabra002,cespy001,granc001,walkn001,brucj001,dudal001,river003,syndn001
7,WAS201704030,gordd002,realj001,yelic001,stanm004,bourj002,ozunm001,dietd001,hecha001,volqe001,turnt001,eatoa002,harpb003,murpd006,zimmr001,wertj001,drews001,wietm001,stras001
8,BAL201704030,travd001,donaj001,bautj002,morak001,tulot001,martr004,pears001,pillk001,carre001,smits002,jonea003,machm001,davic003,trumm001,castw002,kim-h001,schoj001,hardj003
9,BOS201704030,fraza001,marts002,mccua001,polag001,freed001,cervf001,bellj005,harrj002,mercj002,pedrd001,benia002,bettm001,ramih003,morem001,bogax001,bradj001,sandp001,leons001
10,HOU201704030,seguj002,hanim001,canor001,cruzn002,seagk001,valed001,martl004,zunim001,dysoj001,sprig001,brega001,altuj001,corrc001,beltc001,reddj001,gurry001,mccab002,aokin001
11,MIN201704030,gorda001,mousm001,cainl001,hosme001,peres002,mossb001,orlap001,escoa003,mondr003,dozib001,grosr001,buxtb001,mauej001,sanom001,castj006,polaj001,keplm001,rosae001
12,OAK201704030,escoy001,calhk001,troum001,pujoa001,cronc002,maybc001,simma001,espid001,maldm001,davir003,joycm001,healr001,davik003,vogts001,lowrj001,plout001,alony001,semim001
13,TEX201704030,santc002,lindf001,branm003,encae001,ramij003,gomey001,naqut001,diazy001,almoa001,gomec002,choos001,mazan001,napom001,odorr001,lucrj001,gallj002,andre001,profj001
14,ARI201704040,herng001,beltb001,pench001,poseb001,crawb001,nunee002,marrc001,panij002,cuetj001,polla001,perad001,goldp001,lambj001,tomay001,drurb001,owinc001,mathj001,corbp001
15,LAN201704040,jankt001,margm001,myerw001,solay001,schir001,renfh001,hedga001,aybae001,richc002,forsl001,seagc001,turnj001,gutif001,puigy001,gonza003,grany001,herne001,maedk001
16,MIL201704040,blacc001,lemad001,gonzc001,arenn001,stort001,parrg001,reynm001,woltt001,andet002,villj001,broxk001,braur002,santd002,shawt001,aguij001,bandj001,arcio002,daviz001
17,SLN201704040,schwk001,bryak001,rizza001,russa002,contw001,heywj001,baezj001,arrij001,almoa002,fowld001,diaza003,carpm002,peraj001,moliy001,piscs001,gricr001,wongk001,waina001
18,CHA201704040,kinsi001,castn001,cabrm001,martv001,uptoj001,mahtm001,mccaj001,jonej006,iglej001,salat001,andet001,cabrm002,abrej003,frazt001,aschc001,garca003,narvo001,may-j001
19,HOU201704040,seguj002,hanim001,canor001,cruzn002,seagk001,valed001,martl004,zunim001,dysoj001,sprig001,brega001,altuj001,corrc001,beltc001,reddj001,gatte001,mccab002,gonzm002
20,OAK201704040,escoy001,calhk001,troum001,pujoa001,martj007,maybc001,simma001,espid001,maldm001,davir003,joycm001,healr001,davik003,vogts001,lowrj001,plout001,alony001,semim001
21,TBA201704040,gardb001,sancg002,birdg001,hollm001,ellsj001,casts001,headc001,judga001,torrr001,souzs001,kierk001,longe001,weekr001,beckt001,millb002,norrd001,robed004,bourp001
22,TEX201704040,santc002,lindf001,branm003,encae001,ramij003,guyeb001,diazy001,gomey001,jacka001,gomec002,choos001,mazan001,napom001,odorr001,rua-r001,gallj002,andre001,chirr001
23,ARI201704050,herng001,beltb001,pench001,poseb001,crawb001,nunee002,parkj002,panij002,moorm003,polla001,owinc001,goldp001,lambj001,tomay001,drurb001,iannc001,ahmen001,walkt004
24,CIN201704050,hernc005,kendh001,herro001,franm004,joset001,altha001,ruppc001,galvf001,eickj001,hamib001,peraj003,vottj001,duvaa001,suare001,sches001,cozaz001,barnt001,finnb001
25,LAN201704050,margm001,myerw001,solay001,renfh001,schir001,hedga001,aybae001,cahit001,jankt001,tolea001,seagc001,turnj001,gonza003,forsl001,pedej001,grany001,puigy001,hillr001
26,MIL201704050,blacc001,lemad001,gonzc001,arenn001,stort001,parrg001,reynm001,woltt001,chatt001,villj001,thame001,braur002,shawt001,pereh001,nieuk001,pinam001,arcio002,peraw001
27,NYN201704050,incie001,swand001,freef001,kempm001,markn001,philb001,garca004,suzuk001,colob001,reyej001,cabra002,cespy001,granc001,walkn001,brucj001,dudal001,darnt001,degrj001
28,WAS201704050,gordd002,realj001,yelic001,stanm004,bourj002,ozunm001,dietd001,hecha001,strad003,turnt001,eatoa002,harpb003,murpd006,zimmr001,renda001,wertj001,wietm001,roart001
29,BAL201704050,travd001,donaj001,bautj002,morak001,tulot001,martr004,pears001,smoaj001,pillk001,rickj001,jonea003,machm001,trumm001,davic003,manct001,castw002,schoj001,hardj003
30,BOS201704050,mercj002,marts002,mccua001,polag001,freed001,cervf001,harrj002,bellj005,fraza001,pedrd001,benia002,bogax001,ramih003,morem001,younc004,bradj001,sandp001,leons001
31,HOU201704050,seguj002,hanim001,canor001,cruzn002,seagk001,valed001,zunim001,dysoj001,martl004,sprig001,brega001,altuj001,corrc001,beltc001,gurry001,gatte001,reddj001,marij002
32,MIN201704050,gorda001,mousm001,cainl001,hosme001,peres002,orlap001,cuthc001,escoa003,mondr003,dozib001,keplm001,buxtb001,mauej001,sanom001,castj006,escoe001,rosae001,grosr001
33,OAK201704050,escoy001,calhk001,troum001,pujoa001,cronc002,maybc001,simma001,espid001,maldm001,joycm001,lowrj001,healr001,davik003,vogts001,plout001,alony001,semim001,davir003
34,TBA201704050,gardb001,sancg002,birdg001,hollm001,ellsj001,casts001,headc001,judga001,torrr001,dickc002,kierk001,longe001,millb002,souzs001,morrl001,beckt001,smitm007,norrd001
35,TEX201704050,santc002,lindf001,guyeb001,encae001,ramij003,diazy001,jacka001,perer003,almoa001,deshd002,choos001,mazan001,napom001,odorr001,gomec002,lucrj001,gallj002,andre001
36,ARI201704060,herng001,beltb001,pench001,poseb001,crawb001,nunee002,marrc001,hilla001,samaj001,polla001,perad001,goldp001,lambj001,owinc001,herrc001,descd001,mathj001,ray-r002
37,CIN201704060,hernc005,navad002,herro001,franm004,saunm001,knapa001,stasb001,galvf001,buchc001,hamib001,peraj003,vottj001,duvaa001,suare001,sches001,cozaz001,turns002,davir004
38,LAN201704060,jankt001,margm001,myerw001,solay001,schir001,renfh001,sanch002,aybae001,weavj003,tolea001,seagc001,forsl001,gonza003,pedej001,utlec001,puigy001,barna001,mccab001
39,MIL201704060,blacc001,lemad001,gonzc001,arenn001,stort001,parrg001,reynm001,garnd001,senza001,villj001,thame001,aguij001,shawt001,santd002,pereh001,broxk001,bandj001,andec001
40,NYN201704060,incie001,swand001,freef001,kempm001,markn001,philb001,garca004,flowt001,garcj004,reyej001,cabra002,cespy001,florw001,granc001,walkn001,brucj001,darnt001,harvm001
41,SLN201704060,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,montm001,lackj001,jay-j001,fowld001,diaza003,carpm002,moliy001,adamm002,gricr001,gyorj001,wongk001,lynnl001
42,WAS201704060,gordd002,rojam002,yelic001,stanm004,ozunm001,realj001,bourj002,hecha001,koeht001,turnt001,eatoa002,harpb003,murpd006,zimmr001,renda001,wertj001,wietm001,gonzg003
43,CHA201704060,kinsi001,castn001,cabrm001,martv001,uptoj001,collt002,mccaj001,jonej006,iglej001,salat001,andet001,cabrm002,abrej003,frazt001,garca003,davim005,sotog001,may-j001
44,HOU201704060,seguj002,hanim001,canor001,cruzn002,seagk001,valed001,ruizc001,dysoj001,martl004,sprig001,gonzm002,altuj001,corrc001,beltc001,gurry001,mccab002,marij002,aokin001
45,MIN201704060,gorda001,mousm001,cainl001,hosme001,peres002,mossb001,orlap001,escoa003,mondr003,dozib001,keplm001,buxtb001,mauej001,sanom001,castj006,polaj001,rosae001,santd001
46,OAK201704060,escoy001,calhk001,troum001,pujoa001,cronc002,reveb001,simma001,pennc001,perec003,davir003,semim001,lowrj001,davik003,healr001,plout001,canhm001,phegj001,rosaa001
47,TBA201704060,pears001,donaj001,bautj002,morak001,tulot001,martr004,smoaj001,pillk001,barnd001,dickc002,kierk001,longe001,millb002,souzs001,morrl001,beckt001,smitm007,sucrj001
48,ARI201704070,santc002,lindf001,branm003,encae001,ramij003,diazy001,naqut001,gomey001,tomlj001,polla001,perad001,goldp001,lambj001,tomay001,drurb001,iannc001,ahmen001,mills001
49,COL201704070,forsl001,gutif001,turnj001,puigy001,vanss001,grany001,herne001,pedej001,ryu-h001,blacc001,lemad001,gonzc001,arenn001,stort001,reynm001,cards001,garnd001,freek001
50,MIL201704070,schwk001,bryak001,rizza001,zobrb001,russa002,heywj001,contw001,andeb004,baezj001,villj001,santd002,braur002,shawt001,aguij001,pereh001,pinam001,arcio002,nelsj004
51,NYN201704070,gordd002,ellia001,yelic001,stanm004,bourj002,ozunm001,dietd001,hecha001,chenw001,reyej001,cabra002,cespy001,florw001,granc001,walkn001,brucj001,river003,wheez001
52,PHI201704070,turnt001,eatoa002,harpb003,murpd006,zimmr001,wertj001,renda001,wietm001,schem001,hernc005,kendh001,herro001,franm004,saunm001,joset001,ruppc001,galvf001,velav001
53,PIT201704070,incie001,swand001,freef001,kempm001,markn001,philb001,garca004,suzuk001,foltm001,marts002,bellj005,mccua001,polag001,freed001,cervf001,harrj002,mercj002,novai001
54,SDN201704070,panij002,hilla001,beltb001,crawb001,hundn001,nunee002,parkj002,herng001,cainm001,margm001,jankt001,myerw001,solay001,schir001,renfh001,hedga001,aybae001,perdl002
55,SLN201704070,hamib001,peraj003,vottj001,duvaa001,sches001,cozaz001,genns001,barnt001,garra001,fowld001,diaza003,carpm002,piscs001,peraj001,moliy001,gricr001,wongk001,leakm001
56,ANA201704070,seguj002,hanim001,canor001,cruzn002,seagk001,valed001,dysoj001,zunim001,hereg002,escoy001,calhk001,troum001,pujoa001,cronc002,maybc001,simma001,espid001,maldm001
57,BAL201704070,gardb001,sancg002,birdg001,hollm001,ellsj001,casts001,headc001,judga001,torrr001,smits002,jonea003,machm001,davic003,trumm001,castw002,kim-h001,schoj001,hardj003
58,CHA201704070,dozib001,grosr001,buxtb001,sanom001,polaj001,keplm001,escoe001,gimec001,rosae001,salat001,andet001,cabrm002,abrej003,frazt001,aschc001,garca003,sotog001,garcl004
59,DET201704070,holtb002,pedrd001,benia002,morem001,younc004,bradj001,leons001,sandp001,hernm003,kinsi001,castn001,cabrm001,martv001,uptoj001,collt002,mccaj001,jonej006,iglej001
