Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays,Score SMA,Score CMA,Score EMA,At-bats SMA,At-bats CMA,At-bats EMA,Hits SMA,Hits CMA,Hits EMA,Doubles SMA,Doubles CMA,Doubles EMA,Triples SMA,Triples CMA,Triples EMA,Homeruns SMA,Homeruns CMA,Homeruns EMA,RBIs SMA,RBIs CMA,RBIs EMA,Sacrifice Hits SMA,Sacrifice Hits CMA,Sacrifice Hits EMA,Sacrifice Flies SMA,Sacrifice Flies CMA,Sacrifice Flies EMA,Hit-by-pitch SMA,Hit-by-pitch CMA,Hit-by-pitch EMA,Walks SMA,Walks CMA,Walks EMA,Intentional Walks SMA,Intentional Walks CMA,Intentional Walks EMA,Strikeouts SMA,Strikeouts CMA,Strikeouts EMA,Stolen Bases SMA,Stolen Bases CMA,Stolen Bases EMA,Caught Stealing SMA,Caught Stealing CMA,Caught Stealing EMA,Grounded into DP SMA,Grounded into DP CMA,Grounded into DP EMA,Left on Base SMA,Left on Base CMA,Left on Base EMA,Pitchers Used SMA,Pitchers Used CMA,Pitchers Used EMA,Individual Earned Runs SMA,Individual Earned Runs CMA,Individual Earned Runs EMA,Earned Runs SMA,Earned Runs CMA,Earned Runs EMA,Wild Pitches SMA,Wild Pitches CMA,Wild Pitches EMA,Balks SMA,Balks CMA,Balks EMA,Putouts SMA,Putouts CMA,Putouts EMA,Assists SMA,Assists CMA,Assists EMA,Errors SMA,Errors CMA,Errors EMA,Passed Balls SMA,Passed Balls CMA,Passed Balls EMA,Double Plays SMA,Double Plays CMA,Double Plays EMA,Triple Plays SMA,Triple Plays CMA,Triple Plays EMA
20140421,0,PIT,NL,20,6,36,12,1,0,2,6,0,0,1,4,0,3,0,0,1,9,3,4,4,0,0,27,13,1,0,1,0,4.5,4.5,4.149248132324237,37.0,37.0,37.565057367508835,9.0,9.0,9.232479670813865,1.1,1.1,1.2085396567009763,0.2,0.2,0.10908530540425797,0.9,0.9,0.9080836937870813,4.3,4.3,4.058193455912418,0.3,0.3,0.23970231746756754,0.0,0.0,0.0,0.7,0.7,0.5012152943472568,4.0,4.0,3.459377893807567,0.2,0.2,0.09105467641181864,7.6,7.6,7.524939827004837,0.7,0.7,0.7605435391314623,0.3,0.3,0.36287883962223144,0.9,0.9,0.8897155233796913,8.0,8.0,7.901913494568694,4.1,4.1,4.332445568657866,3.3,3.3,3.377224448360334,3.3,3.3,3.377224448360334,0.3,0.3,0.30288634507286866,0.0,0.0,0.0,30.9,30.9,30.98693754525701,13.8,13.8,14.770626029973279,0.3,0.3,0.23732815411298264,0.0,0.0,0.0,0.9,0.9,0.9975409488420238,0.0,0.0,0.0
20140422,0,PIT,NL,21,1,30,3,0,0,1,1,0,0,0,3,0,4,0,0,1,5,3,4,4,0,0,27,12,0,0,0,0,5.0,4.636363636363637,4.485748471901648,37.6,36.90909090909091,37.280501482507226,9.6,9.272727272727273,9.735665185211342,1.1,1.0909090909090908,1.1706233554826169,0.2,0.18181818181818182,0.0892516135125747,1.0,1.0,1.1066139312803394,4.8,4.454545454545454,4.411249191201069,0.3,0.2727272727272727,0.19612007792800978,0.0,0.0,0.0,0.8,0.7272727272727273,0.5919034226477555,4.1,4.0,3.5576728222061913,0.2,0.18181818181818182,0.07449928070057887,7.3,7.181818181818182,6.702223494822139,0.7,0.6363636363636364,0.6222628956530146,0.3,0.2727272727272727,0.2969008687818257,0.8,0.9090909090909091,0.9097672464015656,8.4,8.090909090909092,8.101565586465295,3.9,4.0,4.090182737992799,3.7,3.3636363636363638,3.490456366840273,3.7,3.3636363636363638,3.490456366840273,0.3,0.2727272727272727,0.24781610051416525,0.0,0.0,0.0,30.6,30.545454545454547,30.262039809755734,13.7,13.727272727272727,14.44869402452359,0.3,0.36363636363636365,0.3759957624560767,0.0,0.0,0.0,0.9,0.9090909090909091,0.997988049052565,0.0,0.0,0.0
20140423,0,PIT,NL,22,2,33,6,0,0,1,2,1,0,0,5,0,4,0,0,0,10,4,3,3,1,0,27,12,4,0,0,0,4.7,4.333333333333333,3.851976022464984,35.4,36.333333333333336,35.956773940233184,9.1,8.75,8.510998787900188,1.1,1.0,0.9577827453948683,0.2,0.16666666666666666,0.07302404741937929,1.1,1.0,1.0872295801384595,4.6,4.166666666666667,3.791022065528147,0.2,0.25,0.1604618819410989,0.0,0.0,0.0,0.5,0.6666666666666666,0.4842846185299818,3.5,3.9166666666666665,3.4562777636232473,0.1,0.16666666666666666,0.06095395693683726,6.2,6.916666666666667,6.210910132127204,0.7,0.5833333333333334,0.5091241873524665,0.3,0.25,0.24291889263967556,0.7,0.9166666666666666,0.9261732016012809,7.4,7.833333333333333,7.537644570744332,3.5,3.9166666666666665,3.8919676947213806,3.8,3.4166666666666665,3.5831006637784046,3.8,3.4166666666666665,3.5831006637784046,0.3,0.25,0.2027586276934079,0.0,0.0,0.0,28.5,30.25,29.668941662527416,13.6,13.583333333333334,14.003476929155664,0.1,0.3333333333333333,0.30763289655497184,0.0,0.0,0.0,0.7,0.8333333333333334,0.8165356764975531,0.0,0.0,0.0
20140424,0,PIT,NL,23,1,34,7,0,0,0,1,0,0,0,2,0,12,0,0,0,8,3,2,2,0,0,27,9,0,0,1,0,4.7,4.153846153846154,3.5152531092895325,35.5,36.07692307692308,35.4191786783726,9.1,8.538461538461538,8.054453553736519,1.0,0.9230769230769231,0.7836404280503467,0.2,0.15384615384615385,0.05974694788858305,1.2,1.0,1.0713696564769213,4.6,4.0,3.4653816899775745,0.3,0.3076923076923077,0.3131051761336264,0.0,0.0,0.0,0.5,0.6153846153846154,0.3962328697063487,3.8,4.0,3.7369545338735657,0.1,0.15384615384615385,0.04987141931195775,5.9,6.6923076923076925,5.80892647174044,0.7,0.5384615384615384,0.41655615328838164,0.3,0.23076923076923078,0.1987518212506436,0.7,0.8461538461538461,0.7577780740374116,7.9,8.0,7.985345557881726,3.6,3.923076923076923,3.911609932044766,3.8,3.3846153846153846,3.47708236127324,3.8,3.3846153846153846,3.47708236127324,0.4,0.3076923076923077,0.3477116044764247,0.0,0.0,0.0,28.5,30.0,29.183679542067885,13.5,13.461538461538462,13.639208396581905,0.5,0.6153846153846154,0.9789723699086132,0.0,0.0,0.0,0.6,0.7692307692307693,0.6680746444070889,0.0,0.0,0.0
20140502,0,PIT,NL,29,6,40,17,4,0,2,5,0,0,1,1,0,7,1,0,3,10,4,5,5,3,0,27,12,1,0,0,0,3.6,3.9285714285714284,3.0579343621459807,35.3,35.92857142857143,35.161146191395765,8.2,8.428571428571429,7.862734725784423,0.9,0.8571428571428571,0.6411603502230109,0.0,0.14285714285714285,0.04888386645429522,0.9,0.9285714285714286,0.8765751734811174,3.6,3.7857142857142856,3.017130473618015,0.3,0.2857142857142857,0.25617696229114884,0.0,0.0,0.0,0.4,0.5714285714285714,0.32419052975973983,3.6,3.857142857142857,3.4211446186238264,0.0,0.14285714285714285,0.04080388852796543,6.8,7.071428571428571,6.934576204151269,0.5,0.5,0.3408186708723122,0.3,0.21428571428571427,0.1626151264777993,0.5,0.7857142857142857,0.6200002423942458,8.2,8.0,7.9880100019032305,3.6,3.857142857142857,3.7458626716729904,3.8,3.2857142857142856,3.2085219319508327,3.8,3.2857142857142856,3.2085219319508327,0.3,0.2857142857142857,0.28449131275343836,0.0,0.0,0.0,28.5,29.785714285714285,28.78664689805554,12.9,13.142857142857142,12.79571596083974,0.5,0.5714285714285714,0.8009773935615926,0.0,0.0,0.0,0.7,0.7857142857142857,0.7284247090603453,0.0,0.0,0.0
20140503,0,PIT,NL,30,8,35,12,4,0,0,7,0,0,0,7,1,5,0,0,1,10,6,5,5,0,0,27,13,3,0,2,0,4.1,4.066666666666666,3.5928553872103475,36.0,36.2,36.04093779296017,9.3,9.0,9.524055684732708,1.3,1.0666666666666667,1.2518584683642815,0.0,0.13333333333333333,0.03999589073533245,1.1,1.0,1.0808342328481868,4.0,3.8666666666666667,3.3776522056874665,0.3,0.26666666666666666,0.2095993327836672,0.0,0.0,0.0,0.4,0.6,0.44706497889433255,3.2,3.6666666666666665,2.9809365061467665,0.0,0.13333333333333333,0.033384999704698985,7.0,7.066666666666666,6.946471439760129,0.6,0.5333333333333333,0.4606698216228009,0.3,0.2,0.13304873984547214,0.8,0.9333333333333333,1.0527274710498373,8.1,8.133333333333333,8.353826365193552,3.8,3.8666666666666667,3.7920694586415378,3.7,3.4,3.5342452170506813,3.7,3.4,3.5342452170506813,0.6,0.4666666666666667,0.7782201649800858,0.0,0.0,0.0,28.5,29.6,28.461802007499987,13.1,13.066666666666666,12.65104033159615,0.6,0.6,0.8371633220049393,0.0,0.0,0.0,0.7,0.7333333333333333,0.5959838528675552,0.0,0.0,0.0
20140504,0,PIT,NL,31,2,29,4,0,2,0,2,0,1,1,3,0,7,0,0,1,5,3,7,7,0,0,27,11,0,1,1,0,4.7,4.3125,4.394154407717557,36.8,36.125,35.85167637605832,9.9,9.1875,9.97422737841767,1.4,1.25,1.7515205650253212,0.0,0.125,0.03272391060163564,1.1,0.9375,0.88431891778488,4.5,4.0625,4.036260895562473,0.2,0.25,0.1714903631866368,0.0,0.0,0.0,0.4,0.5625,0.3657804372771812,3.7,3.875,3.711675323210991,0.1,0.1875,0.2091331815765719,6.7,6.9375,6.592567541621923,0.6,0.5,0.3769116722368371,0.2,0.1875,0.1088580598735681,0.8,0.9375,1.043140658131685,8.7,8.25,8.653130662431089,4.0,4.0,4.193511375252167,4.1,3.5,3.80074608667783,4.1,3.5,3.80074608667783,0.6,0.4375,0.6367255895291611,0.0,0.0,0.0,28.5,29.4375,28.19601982431817,13.2,13.0625,12.714487544033211,0.9,0.75,1.2304063543676775,0.0,0.0,0.0,0.8,0.8125,0.8512595159825451,0.0,0.0,0.0
20140505,0,PIT,NL,32,10,49,16,3,1,1,8,0,1,2,6,1,12,3,1,4,9,7,10,10,2,0,39,18,1,0,1,0,3.8,4.176470588235294,3.9588536063143644,36.2,35.705882352941174,34.6059170349568,9.1,8.882352941176471,8.888004218705365,1.3,1.1764705882352942,1.4330622804752626,0.2,0.23529411764705882,0.3904104723104292,0.7,0.8823529411764706,0.7235336600058109,3.6,3.9411764705882355,3.666031641823841,0.2,0.23529411764705882,0.14031029715270282,0.1,0.058823529411764705,0.18181818181818182,0.5,0.5882352941176471,0.4810930850449664,3.4,3.823529411764706,3.5822798098999016,0.1,0.17647058823529413,0.1711089667444679,6.7,6.9411764705882355,6.666646170417937,0.4,0.47058823529411764,0.30838227728468487,0.1,0.17647058823529413,0.08906568535110117,0.9,0.9411764705882353,1.0352969021077423,8.6,8.058823529411764,7.988925087443618,4.0,3.9411764705882355,3.9765093070245,4.6,3.7058823529411766,4.38242861637277,4.6,3.7058823529411766,4.38242861637277,0.5,0.4117647058823529,0.520957300523859,0.0,0.0,0.0,28.5,29.294117647058822,27.97856167444214,13.1,12.941176470588236,12.402762536027172,0.9,0.7058823529411765,1.006696108119009,0.1,0.058823529411764705,0.18181818181818182,0.9,0.8235294117647058,0.8783032403493551,0.0,0.0,0.0
20140506,0,PIT,NL,33,2,30,5,1,1,0,1,0,0,1,1,0,5,1,0,1,4,2,0,0,1,0,27,13,1,0,0,0,4.5,4.5,5.057243859711752,37.7,36.44444444444444,37.22302302860102,10.1,9.277777777777779,10.181094360758934,1.5,1.2777777777777777,1.7179600476615784,0.3,0.2777777777777778,0.5012449318903511,0.8,0.8888888888888888,0.7738002672774815,4.1,4.166666666666667,4.454025888764961,0.1,0.2222222222222222,0.11479933403402957,0.2,0.1111111111111111,0.3305785123966942,0.6,0.6666666666666666,0.7572579786731544,3.5,3.9444444444444446,4.02186529900901,0.2,0.2222222222222222,0.3218164273363828,7.1,7.222222222222222,7.636346866705584,0.6,0.6111111111111112,0.7977673177783784,0.2,0.2222222222222222,0.2546901061963555,1.3,1.1111111111111112,1.5743338289972435,8.4,8.11111111111111,8.172756889726596,4.4,4.111111111111111,4.5262348875655,5.1,4.055555555555555,5.403805231577721,5.1,4.055555555555555,5.403805231577721,0.7,0.5,0.7898741549740664,0.0,0.0,0.0,29.7,29.833333333333332,29.982459551816294,13.7,13.222222222222221,13.420442074931323,1.0,0.7222222222222222,1.0054786339155526,0.1,0.05555555555555555,0.1487603305785124,0.9,0.8333333333333334,0.9004299239221996,0.0,0.0,0.0
20140507,0,PIT,NL,34,4,33,12,1,1,0,4,1,0,0,2,0,5,0,1,1,8,2,3,3,0,0,27,9,0,0,0,0,4.0,4.368421052631579,4.50138133976416,37.0,36.10526315789474,35.909746114309925,9.5,9.052631578947368,9.23907720425731,1.4,1.263157894736842,1.587421857177655,0.4,0.3157894736842105,0.5919276715466508,0.8,0.8421052631578947,0.6331093095906667,3.5,4.0,3.8260211817167855,0.1,0.21052631578947367,0.09392672784602418,0.2,0.10526315789473684,0.270473328324568,0.6,0.6842105263157895,0.8013928916416717,3.3,3.789473684210526,3.4724352446437345,0.2,0.21052631578947367,0.2633043496388587,6.9,7.105263157894737,7.157011072759114,0.6,0.631578947368421,0.8345368963641278,0.2,0.21052631578947367,0.2083828141606545,1.2,1.105263157894737,1.46990949645229,8.1,7.894736842105263,7.414073818867215,4.1,4.0,4.066919453462681,4.3,3.8421052631578947,4.42129518947268,4.3,3.8421052631578947,4.42129518947268,0.7,0.5263157894736842,0.8280788540696906,0.0,0.0,0.0,29.7,29.68421052631579,29.440194178758784,13.7,13.210526315789474,13.343998061307445,1.1,0.7368421052631579,1.0044825186581794,0.1,0.05263157894736842,0.1217129977460556,0.8,0.7894736842105263,0.7367153922999814,0.0,0.0,0.0
