Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays,Score SMA,Score CMA,Score EMA,At-bats SMA,At-bats CMA,At-bats EMA,Hits SMA,Hits CMA,Hits EMA,Doubles SMA,Doubles CMA,Doubles EMA,Triples SMA,Triples CMA,Triples EMA,Homeruns SMA,Homeruns CMA,Homeruns EMA,RBIs SMA,RBIs CMA,RBIs EMA,Sacrifice Hits SMA,Sacrifice Hits CMA,Sacrifice Hits EMA,Sacrifice Flies SMA,Sacrifice Flies CMA,Sacrifice Flies EMA,Hit-by-pitch SMA,Hit-by-pitch CMA,Hit-by-pitch EMA,Walks SMA,Walks CMA,Walks EMA,Intentional Walks SMA,Intentional Walks CMA,Intentional Walks EMA,Strikeouts SMA,Strikeouts CMA,Strikeouts EMA,Stolen Bases SMA,Stolen Bases CMA,Stolen Bases EMA,Caught Stealing SMA,Caught Stealing CMA,Caught Stealing EMA,Grounded into DP SMA,Grounded into DP CMA,Grounded into DP EMA,Left on Base SMA,Left on Base CMA,Left on Base EMA,Pitchers Used SMA,Pitchers Used CMA,Pitchers Used EMA,Individual Earned Runs SMA,Individual Earned Runs CMA,Individual Earned Runs EMA,Earned Runs SMA,Earned Runs CMA,Earned Runs EMA,Wild Pitches SMA,Wild Pitches CMA,Wild Pitches EMA,Balks SMA,Balks CMA,Balks EMA,Putouts SMA,Putouts CMA,Putouts EMA,Assists SMA,Assists CMA,Assists EMA,Errors SMA,Errors CMA,Errors EMA,Passed Balls SMA,Passed Balls CMA,Passed Balls EMA,Double Plays SMA,Double Plays CMA,Double Plays EMA,Triple Plays SMA,Triple Plays CMA,Triple Plays EMA
20140422,0,COL,NL,22,2,32,9,0,0,2,2,0,0,0,1,1,6,1,0,2,7,4,1,1,0,0,27,9,0,0,1,0,7.7,7.7,8.238766586785996,35.0,35.0,35.77645349215678,12.3,12.3,12.821837926429215,2.8,2.8,2.8657184257273665,0.4,0.4,0.5588458399775416,1.7,1.7,2.0418007618982417,7.6,7.6,8.19414078002971,0.2,0.2,0.23023762659033473,0.6,0.6,0.3957298626943967,0.4,0.4,0.5433020638624505,3.1,3.1,3.4129358012123925,0.4,0.4,0.5944659808825248,5.3,5.3,5.648675461647464,0.6,0.6,0.6149066366205491,0.3,0.3,0.3945417332839381,1.0,1.0,0.7571204593783329,6.7,6.7,7.3397441211514955,4.1,4.1,4.066761003902184,3.5,3.5,3.1909965164702196,3.5,3.5,3.1909965164702196,0.4,0.4,0.5494252717924266,0.1,0.1,0.06666324219149099,27.0,27.0,27.0,12.8,12.8,12.754333398823473,1.0,1.0,1.066766480698829,0.2,0.2,0.3305785123966942,0.9,0.9,0.8439474079919274,0.0,0.0,0.0
20140423,0,COL,NL,23,10,46,16,1,0,3,9,1,0,0,5,0,6,1,1,1,9,6,12,12,3,0,33,10,0,0,3,0,6.7,7.181818181818182,7.104445389188541,34.2,34.72727272727273,35.08982558449191,11.5,12.0,12.126958303442084,2.5,2.5454545454545454,2.344678711958754,0.2,0.36363636363636365,0.4572375054361703,1.7,1.7272727272727273,2.0342006233712886,6.6,7.090909090909091,7.0679333654788525,0.2,0.18181818181818182,0.18837623993754657,0.6,0.5454545454545454,0.32377897856814275,0.3,0.36363636363636365,0.444519870432914,2.6,2.909090909090909,2.974220200991957,0.4,0.45454545454545453,0.6681994389038839,5.5,5.363636363636363,5.712552650438834,0.7,0.6363636363636364,0.6849236117804491,0.2,0.2727272727272727,0.3228068726868584,1.1,1.0909090909090908,0.9830985576731814,6.3,6.7272727272727275,7.277972462760314,4.2,4.090909090909091,4.0546226395563325,3.4,3.272727272727273,2.792633513475634,3.4,3.272727272727273,2.792633513475634,0.3,0.36363636363636365,0.4495297678301672,0.1,0.09090909090909091,0.054542652702128984,27.0,27.0,27.0,12.5,12.454545454545455,12.071727326310114,1.0,0.9090909090909091,0.8728089387535873,0.2,0.18181818181818182,0.270473328324568,1.0,0.9090909090909091,0.8723206065388496,0.0,0.0,0.0
20140501,0,COL,NL,30,7,32,11,1,1,1,7,0,2,1,1,0,9,0,0,1,5,2,4,4,0,0,27,11,0,0,1,0,6.8,7.416666666666667,7.630909863881533,35.4,35.666666666666664,37.073493660038835,11.9,12.333333333333334,12.83114770281625,2.3,2.4166666666666665,2.100191673420799,0.2,0.3333333333333333,0.37410341353868476,1.7,1.8333333333333333,2.2098005100310543,6.6,7.25,7.419218208119061,0.3,0.25,0.33594419631253813,0.5,0.5,0.26491007337393496,0.3,0.3333333333333333,0.3636980758087478,3.0,3.0833333333333335,3.342543800811601,0.4,0.4166666666666667,0.5467086318304504,5.5,5.416666666666667,5.7648158049045,0.7,0.6666666666666666,0.7422102278203675,0.3,0.3333333333333333,0.44593289583470236,1.2,1.0833333333333333,0.9861715471871484,6.9,6.916666666666667,7.591068378622075,4.3,4.25,4.408327614182454,4.3,4.0,4.4667001473891546,4.3,4.0,4.4667001473891546,0.6,0.5833333333333334,0.9132516282246822,0.1,0.08333333333333333,0.04462580675628735,27.6,27.5,28.09090909090909,12.8,12.25,11.695049630617365,0.8,0.8333333333333334,0.7141164044347532,0.2,0.16666666666666666,0.2212963595382829,1.3,1.0833333333333333,1.2591714053499676,0.0,0.0,0.0
20140502,0,COL,NL,31,10,33,12,2,0,1,10,1,2,0,2,0,4,0,0,0,4,4,3,3,1,0,27,11,0,0,1,0,7.2,7.384615384615385,7.5161989795394355,35.8,35.38461538461539,36.1510402673045,12.2,12.23076923076923,12.498211756849658,2.1,2.3076923076923075,1.9001568237079263,0.3,0.38461538461538464,0.48790279289528754,1.8,1.7692307692307692,1.9898367809344988,7.1,7.230769230769231,7.3429967157337765,0.3,0.23076923076923078,0.2748634333466221,0.5,0.6153846153846154,0.5803809691241286,0.4,0.38461538461538464,0.4793893347526118,2.8,2.923076923076923,2.9166267461185824,0.4,0.38461538461538464,0.44730706240673207,6.2,5.6923076923076925,6.353031113103682,0.6,0.6153846153846154,0.6072629136712098,0.3,0.3076923076923077,0.3648541875011201,0.8,1.0769230769230769,0.9886858113349395,7.1,6.769230769230769,7.119965037054425,4.2,4.076923076923077,3.9704498661492806,4.4,4.0,4.38184557513658,4.4,4.0,4.38184557513658,0.6,0.5384615384615384,0.7472058776383763,0.1,0.07692307692307693,0.036512023709689645,27.6,27.46153846153846,27.892561983471072,12.4,12.153846153846153,11.568676970505116,0.7,0.7692307692307693,0.584277058173889,0.2,0.15384615384615385,0.18106065780404962,1.2,1.0769230769230769,1.2120493316499734,0.0,0.0,0.0
20140503,0,COL,NL,32,11,36,13,1,0,3,11,0,1,1,4,1,6,0,0,0,6,6,9,9,1,0,27,10,2,0,0,0,7.4,7.571428571428571,7.96779916507772,35.5,35.214285714285715,35.57812385506732,12.1,12.214285714285714,12.40762780105881,2.0,2.2857142857142856,1.918310128488303,0.3,0.35714285714285715,0.3991931941870534,1.7,1.7142857142857142,1.8098664571282261,7.3,7.428571428571429,7.826088221963999,0.4,0.2857142857142857,0.40670644546541806,0.6,0.7142857142857143,0.8384935201924688,0.4,0.35714285714285715,0.39222763752486417,2.5,2.857142857142857,2.7499673377333855,0.4,0.35714285714285715,0.36597850560550804,6.0,5.571428571428571,5.9252072743575575,0.6,0.5714285714285714,0.49685147482189884,0.3,0.2857142857142857,0.2985170625009164,0.7,1.0,0.8089247547285868,6.5,6.571428571428571,6.552698666680893,4.2,4.071428571428571,3.975822617758502,4.6,3.9285714285714284,4.130600925111747,4.6,3.9285714285714284,4.130600925111747,0.6,0.5714285714285714,0.7931684453404897,0.1,0.07142857142857142,0.029873473944291525,27.6,27.428571428571427,27.73027798647633,12.3,12.071428571428571,11.465281157686004,0.7,0.7142857142857143,0.4780448657786364,0.2,0.14285714285714285,0.14814053820331333,1.2,1.0714285714285714,1.1734949077136145,0.0,0.0,0.0
20140504,0,COL,NL,33,1,34,8,2,0,1,1,0,0,0,1,0,8,0,0,1,7,3,5,5,0,0,27,11,0,0,2,0,8.2,7.8,8.51910840779086,36.0,35.266666666666666,35.65482860869144,12.7,12.266666666666667,12.515331837229935,1.9,2.2,1.7513446505813388,0.3,0.3333333333333333,0.3266126134257709,1.9,1.8,2.026254374014003,8.1,7.666666666666667,8.403163090697817,0.4,0.26666666666666666,0.33275981901716023,0.6,0.7333333333333333,0.867858334702929,0.5,0.4,0.5027317034294343,2.6,2.933333333333333,2.977246003600043,0.5,0.4,0.48125514094996114,6.2,5.6,5.938805951747092,0.6,0.5333333333333333,0.406514843036099,0.3,0.26666666666666666,0.24424123295529523,0.5,0.9333333333333333,0.6618475265961165,6.6,6.533333333333333,6.452208000011639,4.4,4.2,4.3438548690751375,4.2,4.266666666666667,5.0159462114550655,4.2,4.266666666666667,5.0159462114550655,0.7,0.6,0.8307741825513097,0.0,0.06666666666666667,0.02444193322714761,27.6,27.4,27.59750017075336,11.8,11.933333333333334,11.198866401743093,0.8,0.8,0.7547639810916116,0.2,0.13333333333333333,0.12120589489361999,1.0,1.0,0.96013219722023,0.0,0.0,0.0
20140505,0,COL,NL,34,8,35,13,7,0,3,8,0,1,0,4,1,7,0,0,2,8,2,2,2,0,0,27,17,2,0,4,0,7.3,7.375,7.151997788192521,35.7,35.1875,35.35395067983845,11.9,12.0,11.694362412279037,1.8,2.1875,1.7965547141120042,0.2,0.3125,0.26722850189381253,2.0,1.75,1.8396626696478207,7.2,7.25,7.057133437843667,0.3,0.25,0.2722580337413129,0.6,0.6875,0.7100659102114872,0.4,0.375,0.41132593916953714,2.5,2.8125,2.6177467302182165,0.5,0.375,0.39375420623178636,6.3,5.75,6.313568505974894,0.5,0.5,0.3326030533931719,0.2,0.25,0.19983373605433244,0.6,0.9375,0.7233297944877317,6.6,6.5625,6.551806545464068,4.1,4.125,4.099517620152385,4.3,4.3125,5.013046900281417,4.3,4.3125,5.013046900281417,0.7,0.5625,0.6797243311783443,0.0,0.0625,0.019997945367666223,27.6,27.375,27.48886377607093,11.6,11.875,11.16270887415344,0.8,0.75,0.6175341663476821,0.2,0.125,0.09916845945841635,1.1,1.0625,1.1491990704529154,0.0,0.0,0.0
20140506,0,COL,NL,35,12,42,21,6,0,2,12,0,1,1,2,0,1,1,0,1,10,5,1,1,0,0,27,18,0,0,3,0,6.9,7.411764705882353,7.306180008521153,35.0,35.1764705882353,35.28959601077691,11.4,12.058823529411764,11.93175106459194,2.2,2.4705882352941178,2.742635675182549,0.2,0.29411764705882354,0.21864150154948297,2.2,1.8235294117647058,2.0506330933482166,6.8,7.294117647058823,7.22856372187209,0.3,0.23529411764705882,0.2227565730610742,0.7,0.7058823529411765,0.7627811992639442,0.4,0.35294117647058826,0.3365394047750758,2.6,2.8823529411764706,2.869065506542177,0.5,0.4117647058823529,0.5039807141896433,6.7,5.823529411764706,6.4383742321612765,0.5,0.47058823529411764,0.27212977095804974,0.2,0.23529411764705882,0.16350032949899926,0.8,1.0,0.9554516500354169,6.5,6.647058823529412,6.815114446288783,4.0,4.0,3.717787143761042,4.5,4.176470588235294,4.46522019113934,4.5,4.176470588235294,4.46522019113934,0.7,0.5294117647058824,0.556138089145918,0.0,0.058823529411764705,0.01636195530081782,27.6,27.352941176470587,27.39997945314894,11.7,12.176470588235293,12.224034533398267,0.9,0.8235294117647058,0.8688915906481035,0.2,0.11764705882352941,0.081137830465977,1.5,1.2352941176470589,1.6675265121887488,0.0,0.0,0.0
20140516,0,COL,NL,43,3,33,9,2,0,0,2,1,0,0,1,0,6,3,0,0,8,4,1,1,0,0,27,11,0,0,0,0,7.8,7.666666666666667,8.15960182515367,36.2,35.55555555555556,36.509669463362926,12.9,12.555555555555555,13.580523598302495,2.8,2.6666666666666665,3.334883734240267,0.2,0.2777777777777778,0.1788885012677588,2.3,1.8333333333333333,2.0414270763758133,7.7,7.555555555555555,8.09609759062262,0.3,0.2222222222222222,0.1822553779590607,0.8,0.7222222222222222,0.8059118903068634,0.5,0.3888888888888889,0.4571686039068802,2.8,2.8333333333333335,2.711053596261781,0.5,0.3888888888888889,0.4123478570642536,6.3,5.555555555555555,5.449578917222862,0.5,0.5,0.4044698126020407,0.2,0.2222222222222222,0.13377299686281757,0.9,1.0,0.9635513500289774,7.2,6.833333333333333,7.394184546963549,4.2,4.055555555555555,3.950916753986307,4.6,4.0,3.8351801563867327,4.6,4.0,3.8351801563867327,0.7,0.5,0.45502207293756924,0.0,0.05555555555555555,0.01338705433703276,27.6,27.333333333333332,27.32725591621277,11.9,12.5,13.2742100727804,0.8,0.7777777777777778,0.7109113014393573,0.2,0.1111111111111111,0.06638549765398118,1.7,1.3333333333333333,1.9097944190635217,0.0,0.0,0.0
20140517,0,COL,NL,44,5,35,14,3,0,1,5,0,1,1,0,0,6,1,0,5,5,6,8,8,3,0,27,14,1,0,3,0,7.2,7.421052631578948,7.221492402398457,35.7,35.421052631578945,35.87154774275148,12.3,12.368421052631579,12.747701125883859,2.5,2.6315789473684212,3.0921776007420365,0.1,0.2631578947368421,0.14636331921907536,2.1,1.736842105263158,1.6702585170347561,7.0,7.2631578947368425,6.987716210509415,0.3,0.2631578947368421,0.33093621833014053,0.7,0.6842105263157895,0.6593824557056155,0.3,0.3684210526315789,0.37404703956017465,2.5,2.736842105263158,2.3999529423960024,0.4,0.3684210526315789,0.33737551941620747,6.0,5.578947368421052,5.5496554777277955,0.7,0.631578947368421,0.8763843921289423,0.1,0.21052631578947367,0.10945063379685073,0.9,0.9473684210526315,0.7883601954782542,7.0,6.894736842105263,7.504332811151995,4.0,4.052631578947368,3.959840980534251,3.9,3.8421052631578947,3.319692855225508,3.9,3.8421052631578947,3.319692855225508,0.6,0.47368421052631576,0.37229078694892026,0.0,0.05263157894736842,0.010953044457572258,27.6,27.31578947368421,27.26775484053772,11.8,12.421052631578947,12.860717332274872,0.6,0.7368421052631579,0.5816547011776559,0.1,0.10526315789473684,0.054315407171439144,1.7,1.263157894736842,1.5625590701428813,0.0,0.0,0.0
