Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays,Score SMA,Score CMA,Score EMA,At-bats SMA,At-bats CMA,At-bats EMA,Hits SMA,Hits CMA,Hits EMA,Doubles SMA,Doubles CMA,Doubles EMA,Triples SMA,Triples CMA,Triples EMA,Homeruns SMA,Homeruns CMA,Homeruns EMA,RBIs SMA,RBIs CMA,RBIs EMA,Sacrifice Hits SMA,Sacrifice Hits CMA,Sacrifice Hits EMA,Sacrifice Flies SMA,Sacrifice Flies CMA,Sacrifice Flies EMA,Hit-by-pitch SMA,Hit-by-pitch CMA,Hit-by-pitch EMA,Walks SMA,Walks CMA,Walks EMA,Intentional Walks SMA,Intentional Walks CMA,Intentional Walks EMA,Strikeouts SMA,Strikeouts CMA,Strikeouts EMA,Stolen Bases SMA,Stolen Bases CMA,Stolen Bases EMA,Caught Stealing SMA,Caught Stealing CMA,Caught Stealing EMA,Grounded into DP SMA,Grounded into DP CMA,Grounded into DP EMA,Left on Base SMA,Left on Base CMA,Left on Base EMA,Pitchers Used SMA,Pitchers Used CMA,Pitchers Used EMA,Individual Earned Runs SMA,Individual Earned Runs CMA,Individual Earned Runs EMA,Earned Runs SMA,Earned Runs CMA,Earned Runs EMA,Wild Pitches SMA,Wild Pitches CMA,Wild Pitches EMA,Balks SMA,Balks CMA,Balks EMA,Putouts SMA,Putouts CMA,Putouts EMA,Assists SMA,Assists CMA,Assists EMA,Errors SMA,Errors CMA,Errors EMA,Passed Balls SMA,Passed Balls CMA,Passed Balls EMA,Double Plays SMA,Double Plays CMA,Double Plays EMA,Triple Plays SMA,Triple Plays CMA,Triple Plays EMA
20140426,0,NYA,AL,24,4,31,7,0,0,1,3,0,0,2,1,0,6,1,0,0,6,5,3,3,0,1,27,6,1,0,0,0,3.5,3.5,3.110393194044777,32.7,32.7,31.83033688935213,9.0,9.0,8.316404248850656,1.9,1.9,1.5980408163346314,0.0,0.0,0.0,1.3,1.3,0.9392117282554253,3.3,3.3,2.8915464346490443,0.2,0.2,0.12610310276810968,0.3,0.3,0.3752043191529816,0.1,0.1,0.036512023709689645,2.5,2.5,3.2509873723063847,0.1,0.1,0.04462580675628735,6.3,6.3,6.219773810071343,0.6,0.6,0.6970492561278789,0.1,0.1,0.1643041066936034,0.8,0.8,0.7868174235083145,7.1,7.1,7.5198927498175765,3.8,3.8,3.7118999070280894,4.3,4.3,3.9091771082041356,4.3,4.3,3.9091771082041356,0.3,0.3,0.340043203273927,0.1,0.1,0.054542652702128984,27.0,27.0,27.0,8.2,8.2,8.470184754832204,0.3,0.3,0.30792128458629153,0.1,0.1,0.04462580675628735,0.3,0.3,0.32252912814934864,0.0,0.0,0.0
20140427,0,NYA,AL,25,3,27,3,1,0,1,2,0,0,1,4,0,8,0,0,1,5,3,2,2,0,0,27,9,0,0,2,0,3.5,3.5454545454545454,3.2721398860366353,32.8,32.54545454545455,31.67936654583356,8.9,8.818181818181818,8.0770580217869,1.8,1.7272727272727273,1.3074879406374256,0.0,0.0,0.0,1.4,1.2727272727272727,0.9502641412998933,3.3,3.272727272727273,2.911265264712854,0.2,0.18181818181818182,0.10317526590118065,0.3,0.2727272727272727,0.30698535203425764,0.3,0.2727272727272727,0.39350983758065516,2.0,2.3636363636363638,2.8417169409779506,0.1,0.09090909090909091,0.036512023709689645,6.1,6.2727272727272725,6.179814935512916,0.7,0.6363636363636364,0.7521312095591737,0.0,0.09090909090909091,0.13443063274931186,0.7,0.7272727272727273,0.6437597101431664,6.9,7.0,7.243548613487108,3.8,3.909090909090909,3.946099923932073,4.4,4.181818181818182,3.743872179439747,4.4,4.181818181818182,3.743872179439747,0.3,0.2727272727272727,0.2782171663150312,0.2,0.18181818181818182,0.22644398857446918,27.0,27.0,27.0,7.7,8.0,8.021060253953621,0.4,0.36363636363636365,0.43375377829787487,0.1,0.09090909090909091,0.036512023709689645,0.2,0.2727272727272727,0.26388746848583067,0.0,0.0,0.0
20140429,0,NYA,AL,26,3,35,8,2,0,1,2,0,0,1,3,0,9,1,0,1,9,4,6,6,0,0,27,7,0,0,0,0,3.3,3.5,3.222659906757247,31.5,32.083333333333336,30.828572628409276,7.9,8.333333333333334,7.153956563280191,1.4,1.6666666666666667,1.2515810423397118,0.0,0.0,0.0,1.3,1.25,0.9593070246999127,3.0,3.1666666666666665,2.7455806711286987,0.2,0.16666666666666666,0.08441612664642052,0.3,0.25,0.25116983348257443,0.3,0.3333333333333333,0.5037807762023543,2.3,2.5,3.052313860800141,0.1,0.08333333333333333,0.029873473944291525,6.1,6.416666666666667,6.510757674510568,0.6,0.5833333333333334,0.6153800805484148,0.0,0.08333333333333333,0.10998869952216424,0.8,0.75,0.7085306719353179,6.4,6.833333333333333,6.8356306837621785,3.7,3.8333333333333335,3.774081755944423,3.2,4.0,3.426804510450702,3.2,4.0,3.426804510450702,0.2,0.25,0.2276322269850255,0.2,0.16666666666666666,0.18527235428820205,27.0,27.0,27.0,7.7,8.083333333333334,8.199049298689326,0.4,0.3333333333333333,0.3548894549709885,0.1,0.08333333333333333,0.029873473944291525,0.3,0.4166666666666667,0.5795442923974978,0.0,0.0,0.0
20140501,0,NYA,AL,27,2,33,7,0,0,1,2,0,0,0,2,0,12,0,0,2,6,4,3,3,0,0,27,9,1,0,1,0,3.2,3.4615384615384617,3.182176287346838,31.8,32.30769230769231,31.587013968698496,7.7,8.307692307692308,7.307782642683792,1.3,1.6923076923076923,1.3876572164597643,0.0,0.0,0.0,1.2,1.2307692307692308,0.9667057474817466,2.8,3.076923076923077,2.610020549105299,0.1,0.15384615384615385,0.06906773998343496,0.2,0.23076923076923078,0.20550259103119725,0.4,0.38461538461538464,0.5940024532564716,2.4,2.5384615384615383,3.04280224974557,0.0,0.07692307692307693,0.02444193322714761,6.5,6.615384615384615,6.963347188235919,0.7,0.6153846153846154,0.6853109749941575,0.0,0.07692307692307693,0.089990754154498,0.7,0.7692307692307693,0.7615250952198056,6.8,7.0,7.229152377623601,3.7,3.8461538461538463,3.815157800318164,3.3,4.153846153846154,3.894658235823301,3.3,4.153846153846154,3.894658235823301,0.2,0.23076923076923078,0.1862445493513845,0.2,0.15384615384615385,0.1515864716903471,27.0,27.0,27.0,7.6,8.0,7.981040335291266,0.3,0.3076923076923077,0.2903640995217178,0.0,0.07692307692307693,0.02444193322714761,0.3,0.38461538461538464,0.47417260287068,0.0,0.0,0.0
20140502,0,NYA,AL,28,5,57,18,1,0,3,5,1,0,1,1,1,8,2,0,1,13,8,10,10,1,0,42,19,0,0,5,0,3.0,3.357142857142857,2.9672351441928675,32.1,32.357142857142854,31.84392051984422,7.7,8.214285714285714,7.251822162195829,1.2,1.5714285714285714,1.1353559043761707,0.0,0.0,0.0,1.2,1.2142857142857142,0.9727592479396108,2.7,3.0,2.4991077219952444,0.1,0.14285714285714285,0.05650996907735587,0.2,0.21428571428571427,0.16813848357097955,0.4,0.35714285714285715,0.4860020072098404,2.6,2.5,2.8532018407009208,0.0,0.07142857142857142,0.019997945367666223,7.1,7.0,7.879102244920297,0.7,0.5714285714285714,0.5607089795406742,0.0,0.07142857142857142,0.07362879885368018,0.8,0.8571428571428571,0.9867023506343864,7.2,6.928571428571429,7.005670127146582,3.8,3.857142857142857,3.848765472987588,3.5,4.071428571428571,3.731993102037246,3.5,4.071428571428571,3.731993102037246,0.2,0.21428571428571427,0.15238190401476912,0.1,0.14285714285714285,0.1240252950193749,27.0,27.0,27.0,8.1,8.071428571428571,8.166305728874672,0.4,0.35714285714285715,0.4193888086995873,0.0,0.07142857142857142,0.019997945367666223,0.4,0.42857142857142855,0.5697775841669199,0.0,0.0,0.0
20140503,0,NYA,AL,29,9,35,12,4,0,2,9,0,1,0,4,1,6,1,0,0,7,3,3,3,0,0,27,11,0,0,0,0,3.3,3.466666666666667,3.336828754339619,34.5,34.0,36.417753152599815,8.8,8.866666666666667,9.20603631452386,1.3,1.5333333333333334,1.1107457399441396,0.0,0.0,0.0,1.4,1.3333333333333333,1.3413484755869542,3.0,3.1333333333333333,2.9538154089052,0.2,0.2,0.22805361106329117,0.2,0.2,0.1375678501944378,0.5,0.4,0.579456187717142,2.5,2.4,2.5162560514825714,0.1,0.13333333333333333,0.19818013711899965,7.0,7.066666666666666,7.901083654934787,0.8,0.6666666666666666,0.8223982559878243,0.0,0.06666666666666667,0.06024174451664741,0.8,0.8666666666666667,0.989120105064498,7.9,7.333333333333333,8.095548285847203,4.2,4.133333333333334,4.6035353869898445,4.1,4.466666666666667,4.871630719848655,4.1,4.466666666666667,4.871630719848655,0.3,0.26666666666666666,0.3064942851029929,0.1,0.13333333333333333,0.10147524137948855,28.5,28.0,29.727272727272727,9.2,8.8,10.13606832362473,0.4,0.3333333333333333,0.343136298026935,0.0,0.06666666666666667,0.01636195530081782,0.9,0.7333333333333333,1.3752725688638436,0.0,0.0,0.0
20140504,0,NYA,AL,30,1,33,7,2,0,0,1,0,1,0,2,0,4,0,0,0,8,2,5,5,0,0,27,6,0,0,0,0,3.5,3.8125,4.366496253550597,34.4,34.0625,36.15997985212712,8.6,9.0625,9.714029711883157,1.5,1.6875,1.6360646963179324,0.0,0.0,0.0,1.1,1.375,1.461103298207508,3.2,3.5,4.053121698195164,0.1,0.1875,0.18658931814269275,0.3,0.25,0.2943736956136309,0.5,0.375,0.4741005172231162,2.8,2.5,2.7860276784857403,0.2,0.1875,0.34396556673372697,6.7,7.0,7.55543208131028,0.8,0.6875,0.8546894821718563,0.0,0.0625,0.04928870005907515,0.7,0.8125,0.809280085961862,7.9,7.3125,7.896357688420438,4.0,4.0625,4.311983498446236,4.0,4.375,4.531334225330717,4.0,4.375,4.531334225330717,0.3,0.25,0.25076805144790326,0.1,0.125,0.0830251974923088,28.5,27.9375,29.231404958677686,9.4,8.9375,10.293146810238415,0.3,0.3125,0.2807478802038559,0.0,0.0625,0.01338705433703276,0.9,0.6875,1.1252230108885992,0.0,0.0,0.0
20140512,0,NYA,AL,37,7,39,14,1,1,1,6,0,0,0,2,0,8,1,0,2,7,4,9,9,0,0,27,10,1,0,0,0,3.3,3.6470588235294117,3.7544060256323064,34.6,34.0,35.58543806083128,8.5,8.941176470588236,9.220569764268037,1.4,1.7058823529411764,1.7022347515328535,0.0,0.0,0.0,1.0,1.2941176470588236,1.19544815307887,3.0,3.3529411764705883,3.498008662159679,0.1,0.17647058823529413,0.15266398757129407,0.4,0.29411764705882354,0.42266938732024345,0.5,0.35294117647058826,0.3879004231825496,2.7,2.4705882352941178,2.6431135551246965,0.2,0.17647058823529413,0.2814263727821402,6.9,6.823529411764706,6.908989884708411,0.8,0.6470588235294118,0.6992913945042459,0.0,0.058823529411764705,0.04032711823015239,0.7,0.7647058823529411,0.6621382521506143,8.0,7.352941176470588,7.915201745071267,3.8,3.9411764705882355,3.891622862365102,4.3,4.411764705882353,4.616546184361495,4.3,4.411764705882353,4.616546184361495,0.3,0.23529411764705882,0.2051738602755572,0.1,0.11764705882352941,0.06792970703916174,28.5,27.88235294117647,28.825694966190834,9.0,8.764705882352942,9.51257466292234,0.3,0.29411764705882354,0.22970281107588206,0.0,0.058823529411764705,0.010953044457572258,0.9,0.6470588235294118,0.9206370089088538,0.0,0.0,0.0
20140513,0,NYA,AL,38,7,33,9,0,0,2,7,0,0,0,10,0,7,0,0,3,9,4,10,10,0,0,27,4,1,0,0,0,3.8,3.8333333333333335,4.344514020971887,34.8,34.27777777777778,36.2062675043165,8.7,9.222222222222221,10.089557079855666,1.4,1.6666666666666667,1.5745557057996074,0.1,0.05555555555555555,0.18181818181818182,1.1,1.2777777777777777,1.1599121252463482,3.4,3.5,3.9529161781306463,0.1,0.16666666666666666,0.12490689892196787,0.4,0.2777777777777778,0.34582040780747186,0.5,0.3333333333333333,0.3173730735129951,2.8,2.4444444444444446,2.5261838178292972,0.2,0.16666666666666666,0.23025794136720562,7.4,6.888888888888889,7.107355360215973,0.9,0.6666666666666666,0.7539656864125648,0.0,0.05555555555555555,0.03299491491557923,0.9,0.8333333333333334,0.9053858426686844,7.5,7.333333333333333,7.7488014277855815,3.8,3.9444444444444446,3.9113277964805375,5.2,4.666666666666667,5.413537787204859,5.2,4.666666666666667,5.413537787204859,0.2,0.2222222222222222,0.1678695220436377,0.1,0.1111111111111111,0.055578851213859595,28.5,27.833333333333332,28.49375042688341,9.3,8.833333333333334,9.601197451481914,0.4,0.3333333333333333,0.3697568454257217,0.0,0.05555555555555555,0.008961581828922757,0.8,0.6111111111111112,0.7532484618345167,0.0,0.0,0.0
20140517,0,NYA,AL,41,7,32,9,1,0,5,7,0,0,0,1,0,3,1,0,1,2,4,1,1,0,0,27,8,0,0,1,0,4.2,4.0,4.827329653522453,35.4,34.21052631578947,35.62330977625895,9.1,9.210526315789474,9.89145579260918,1.2,1.5789473684210527,1.2882728501996787,0.1,0.05263157894736842,0.1487603305785124,1.2,1.3157894736842106,1.3126553752015577,3.8,3.6842105263157894,4.506931418470528,0.1,0.15789473684210525,0.10219655366342825,0.3,0.2631578947368421,0.28294397002429517,0.5,0.3157894736842105,0.25966887832881413,3.4,2.8421052631578947,3.8850594873148796,0.2,0.15789473684210525,0.18839286111862277,7.5,6.894736842105263,7.087836203813068,0.8,0.631578947368421,0.6168810161557348,0.0,0.05263157894736842,0.026995839476383007,1.1,0.9473684210526315,1.286224780365287,7.9,7.421052631578948,7.976292077279112,4.0,3.9473684210526314,3.9274500153022576,6.2,4.947368421052632,6.247440007713067,6.2,4.947368421052632,6.247440007713067,0.2,0.21052631578947367,0.1373477907629763,0.1,0.10526315789473684,0.04547360553861239,28.5,27.789473684210527,28.222159440177332,8.9,8.578947368421053,8.582797914848838,0.5,0.3684210526315789,0.48434650989377226,0.0,0.05263157894736842,0.007332203314573164,0.8,0.5789473684210527,0.6162941960464227,0.0,0.0,0.0
