Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140331,0,ANA,AL,1,3,34,6,1,0,1,3,0,0,1,1,0,13,1,0,0,6,5,9,9,0,0,27,7,1,0,0,0
20140401,0,ANA,AL,2,3,33,8,2,0,1,2,0,0,1,1,0,8,0,0,2,5,3,8,8,1,0,27,6,0,0,0,0
20140402,0,ANA,AL,3,2,29,3,2,1,0,2,0,1,0,2,0,11,0,0,1,3,5,8,8,0,0,27,8,1,0,2,0
20140411,0,ANA,AL,10,5,42,11,1,0,2,5,0,0,1,10,2,8,0,0,0,17,5,4,4,1,0,33,17,0,0,1,0
20140412,0,ANA,AL,11,6,45,9,1,0,3,6,0,0,0,2,0,7,0,0,2,2,8,7,7,1,0,39,10,0,0,1,0
20140413,0,ANA,AL,12,14,40,17,4,2,5,12,0,0,0,6,1,7,0,0,1,8,3,2,2,2,0,27,14,0,0,3,0
20140414,0,ANA,AL,13,2,33,5,1,0,1,2,0,0,0,0,0,9,0,0,0,4,4,3,3,0,0,27,9,0,0,2,0
20140415,0,ANA,AL,14,9,46,12,3,0,2,9,0,0,0,4,1,10,2,0,0,8,7,10,10,1,0,33,15,0,0,0,0
20140416,0,ANA,AL,15,5,49,12,2,0,1,5,0,0,1,2,0,5,2,0,1,12,6,4,4,0,0,36,13,0,0,1,0
20140428,0,ANA,AL,25,6,29,7,1,2,0,6,2,0,0,3,1,7,1,0,1,4,3,3,3,0,0,27,5,1,0,0,0
20140429,0,ANA,AL,26,6,35,12,0,0,0,6,1,0,1,7,1,7,3,0,1,14,7,4,4,0,0,27,8,0,0,2,0
20140430,0,ANA,AL,27,7,30,8,2,0,1,7,0,1,1,4,0,7,2,0,1,5,2,1,1,1,0,27,12,0,0,1,0
20140502,0,ANA,AL,28,2,35,8,1,0,0,2,0,0,1,2,0,8,3,0,0,9,5,5,5,0,0,27,7,0,0,1,0
20140503,0,ANA,AL,29,5,37,14,4,0,0,5,1,0,0,4,0,7,0,0,0,13,4,3,3,0,0,27,9,1,0,1,0
20140504,0,ANA,AL,30,3,34,9,2,0,2,3,0,1,1,1,0,11,0,0,1,7,6,14,14,1,0,27,6,0,0,0,0
20140505,0,ANA,AL,31,4,28,4,0,1,0,4,0,0,0,7,1,4,0,0,1,7,2,1,1,0,0,27,10,0,0,2,0
20140506,0,ANA,AL,32,3,30,6,0,1,0,3,1,2,1,0,0,10,0,0,1,4,2,4,4,0,0,27,16,0,0,2,0
20140507,0,ANA,AL,33,2,33,6,2,0,0,2,0,0,0,3,0,5,0,0,0,7,6,5,5,1,0,27,13,2,0,1,0
20140515,0,ANA,AL,40,6,34,8,1,0,1,5,0,0,1,3,0,9,0,0,0,8,4,5,5,1,0,27,9,0,0,1,0
20140516,0,ANA,AL,41,0,31,4,0,0,0,0,0,0,0,6,0,9,1,0,0,10,4,3,3,0,0,27,10,0,0,0,0
20140517,0,ANA,AL,42,6,30,9,2,0,1,6,0,2,2,3,0,6,0,0,1,7,1,0,0,0,0,27,14,0,0,3,0
20140518,0,ANA,AL,43,6,35,12,1,0,2,5,1,0,0,0,0,8,0,1,0,6,4,2,2,0,0,27,10,0,0,0,0
20140519,0,ANA,AL,44,2,31,6,0,1,0,2,0,0,0,1,0,8,0,0,2,3,2,5,5,1,0,27,9,1,0,3,0
20140520,0,ANA,AL,45,9,36,12,4,0,0,9,0,1,0,5,0,8,0,1,0,9,4,3,3,1,0,27,11,1,0,1,0
20140521,0,ANA,AL,46,2,28,4,0,0,1,2,0,0,0,2,0,8,0,0,0,4,1,1,1,0,0,27,7,0,0,0,0
