Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140331,0,BAL,AL,1,2,28,6,0,0,1,1,0,0,0,1,0,9,0,0,2,3,5,1,1,0,0,27,13,0,0,0,0
20140402,0,BAL,AL,2,2,34,6,0,0,1,2,0,0,0,1,0,9,0,0,0,6,5,6,6,0,0,27,6,1,0,2,0
20140403,0,BAL,AL,3,3,35,9,2,0,0,2,0,0,0,2,0,8,0,0,1,7,3,4,4,0,0,27,10,0,0,3,0
20140411,0,BAL,AL,10,0,32,5,1,0,0,0,0,0,2,1,0,7,0,0,0,8,3,0,0,0,0,27,10,2,0,0,0
20140412,0,BAL,AL,11,2,40,9,1,1,0,2,0,0,0,4,0,8,1,0,3,8,5,1,1,0,0,36,15,0,0,2,0
20140413,0,BAL,AL,12,3,36,8,3,0,2,3,0,0,1,0,0,4,0,0,0,7,4,11,11,1,0,27,14,0,0,0,0
20140414,0,BAL,AL,13,7,37,13,5,0,0,7,0,0,0,1,0,8,0,0,0,7,3,1,1,0,0,27,14,0,0,3,0
20140416,0,BAL,AL,14,3,29,6,0,0,0,3,0,1,1,3,0,7,2,0,0,7,3,0,0,1,0,27,8,0,0,1,0
20140425,0,BAL,AL,22,0,33,7,0,0,0,0,0,0,1,2,0,10,0,0,1,9,2,5,5,1,0,27,10,1,0,1,0
20140426,0,BAL,AL,23,3,36,8,0,1,0,3,1,0,1,1,0,6,0,0,1,8,6,2,2,0,0,30,12,0,0,0,0
20140427,0,BAL,AL,24,3,32,5,1,0,1,2,0,0,0,2,0,10,0,0,1,4,4,8,8,1,0,27,12,1,0,1,0
20140501,1,BAL,AL,25,5,31,9,1,0,1,5,2,0,0,2,1,5,0,1,1,6,6,1,1,1,0,27,11,1,0,1,0
20140501,2,BAL,AL,26,6,38,12,2,0,2,6,0,0,2,1,0,6,0,0,1,8,7,5,5,0,0,30,7,0,0,0,0
20140509,0,BAL,AL,33,4,32,8,2,0,2,4,0,0,0,0,0,7,0,0,0,4,3,3,3,0,0,27,11,1,0,2,0
20140510,0,BAL,AL,34,5,40,13,1,0,2,4,0,0,0,3,0,5,0,1,0,10,5,4,4,0,0,30,12,1,0,1,0
20140511,0,BAL,AL,35,2,33,8,1,0,0,2,0,0,1,2,0,8,0,0,2,7,3,5,5,1,0,27,10,0,0,0,0
20140512,0,BAL,AL,36,1,34,6,2,0,0,1,0,0,0,0,0,4,0,0,0,6,2,4,4,0,0,27,8,0,0,1,0
20140513,0,BAL,AL,37,1,32,7,1,0,1,1,1,0,0,2,0,7,0,0,1,7,4,4,4,0,0,27,10,0,0,3,0
20140514,0,BAL,AL,38,5,36,9,0,0,1,5,0,0,0,5,0,6,0,0,0,9,5,6,6,1,0,27,8,1,0,0,0
20140522,0,BAL,AL,45,7,48,13,2,0,2,7,0,1,2,6,2,10,0,1,4,11,6,8,8,1,0,39,18,0,0,1,0
20140523,0,BAL,AL,46,8,34,14,5,0,2,7,0,0,1,4,3,1,0,0,3,7,4,4,4,0,0,27,10,0,0,1,0
20140524,0,BAL,AL,47,0,35,8,1,0,0,0,0,0,0,2,0,11,0,0,0,10,4,9,9,0,0,27,12,1,0,2,0
20140525,0,BAL,AL,48,4,33,9,2,0,2,4,0,0,0,4,0,11,2,0,1,9,4,2,2,0,0,27,10,0,0,1,0
20140606,0,BAL,AL,59,3,41,13,1,0,2,3,1,0,0,1,1,9,0,1,1,7,5,3,3,0,0,33,10,1,0,2,0
20140607,0,BAL,AL,60,6,31,7,2,0,2,6,0,0,0,5,0,11,0,0,0,6,3,3,3,1,0,27,9,1,0,2,0
20140608,0,BAL,AL,61,1,32,6,1,0,0,1,0,0,0,4,0,7,0,0,1,8,3,11,11,0,0,27,15,1,0,3,0
20140609,0,BAL,AL,62,4,31,8,0,0,3,4,0,0,0,1,0,8,0,0,1,4,2,0,0,0,0,27,7,0,0,0,0
20140610,0,BAL,AL,63,0,28,2,0,0,0,0,0,0,0,1,0,9,0,0,0,2,3,1,1,0,0,27,10,1,0,2,0
20140611,0,BAL,AL,64,6,33,9,2,0,1,6,0,0,0,5,1,10,1,0,0,8,3,0,0,0,0,27,13,1,1,3,0
20140612,0,BAL,AL,65,4,31,9,3,0,1,4,2,0,0,3,0,6,0,0,0,8,4,2,2,0,0,27,13,0,0,2,0
20140613,0,BAL,AL,66,0,35,9,2,0,0,0,0,0,1,0,0,7,0,0,1,9,3,3,3,1,0,27,16,1,0,2,0
20140614,0,BAL,AL,67,3,31,7,1,0,1,3,0,1,0,2,0,4,0,0,0,7,5,2,2,0,0,27,13,0,0,2,0
20140615,0,BAL,AL,68,2,35,9,2,0,1,2,0,0,0,1,0,10,0,0,1,7,3,5,5,0,0,27,13,0,0,0,0
20140623,0,BAL,AL,75,6,37,15,2,0,3,6,1,0,2,1,0,7,0,0,2,10,3,4,4,0,0,27,10,0,0,1,0
20140624,0,BAL,AL,76,2,32,9,1,0,1,2,0,0,0,4,0,8,0,0,4,7,4,3,3,0,0,27,16,1,1,3,0
20140625,0,BAL,AL,77,5,43,12,0,0,1,4,0,0,0,3,1,6,0,0,2,8,7,4,4,0,0,36,15,0,0,1,0
20140627,1,BAL,AL,78,2,29,3,0,0,1,2,0,0,0,4,0,9,0,0,2,4,3,5,5,1,0,27,11,0,0,1,0
20140627,2,BAL,AL,79,4,33,10,2,0,2,4,0,0,0,5,0,7,0,0,0,10,2,1,1,0,0,27,11,0,0,1,0
20140628,0,BAL,AL,80,4,34,8,1,0,2,4,0,0,0,0,0,9,0,0,1,3,6,5,5,0,0,27,6,1,0,0,0
20140629,0,BAL,AL,81,7,38,13,2,0,2,6,1,0,0,2,0,10,1,0,0,7,4,12,12,0,1,27,10,0,0,0,0
20140630,0,BAL,AL,82,7,34,10,1,0,4,7,0,1,0,4,0,4,0,0,1,8,2,0,0,0,0,27,10,1,0,0,0
20140701,0,BAL,AL,83,8,33,8,2,0,3,8,0,1,1,2,0,4,0,0,0,5,5,3,3,0,0,27,17,0,0,3,0
20140702,0,BAL,AL,84,6,30,8,0,0,2,6,0,1,0,5,1,5,0,0,1,6,4,3,3,0,0,27,9,1,0,0,0
20140703,0,BAL,AL,85,5,34,12,6,0,0,5,0,1,1,2,2,8,4,0,0,9,4,2,2,1,0,27,14,0,0,1,0
20140709,0,BAL,AL,90,2,32,7,0,0,1,2,0,0,1,2,0,4,0,0,2,6,3,6,6,0,0,27,6,0,0,0,0
20140710,0,BAL,AL,91,4,29,6,1,0,1,3,0,0,0,3,0,9,0,0,1,4,4,3,3,0,0,27,10,0,1,1,0
20140711,0,BAL,AL,92,3,32,5,1,0,0,2,0,1,3,0,0,7,0,0,0,5,3,2,2,0,0,30,9,0,0,0,0
20140712,0,BAL,AL,93,0,31,5,0,0,0,0,0,0,0,2,0,12,1,0,1,6,3,3,3,1,0,27,10,0,0,0,0
20140713,0,BAL,AL,94,3,17,5,1,0,1,3,0,0,0,3,0,4,0,0,0,5,1,1,1,0,0,15,6,0,0,0,0
20140729,0,BAL,AL,105,7,42,10,2,0,3,7,0,0,0,5,0,9,0,0,1,7,7,4,4,1,0,36,8,2,0,1,0
20140730,0,BAL,AL,106,4,31,6,1,0,1,4,0,0,0,0,0,7,0,0,0,3,3,3,3,0,0,27,12,0,0,0,0
20140731,0,BAL,AL,107,0,42,5,0,0,0,0,1,0,0,5,0,16,0,0,0,9,5,1,1,0,0,39,21,0,0,2,0
20140801,0,BAL,AL,108,2,30,8,3,0,0,2,0,0,0,1,0,7,0,0,2,5,3,1,1,0,0,27,9,1,0,0,0
20140802,0,BAL,AL,109,3,34,8,2,0,1,3,0,0,0,4,0,9,0,0,1,8,5,6,6,0,0,27,12,0,0,1,0
20140803,0,BAL,AL,110,1,28,5,1,0,1,1,0,0,0,2,0,7,0,1,0,5,3,0,0,0,0,27,12,0,0,1,0
20140808,0,BAL,AL,115,12,37,15,1,0,6,12,1,0,3,5,0,6,0,0,2,10,3,2,2,1,0,27,7,0,0,0,0
20140809,0,BAL,AL,116,10,38,16,3,0,3,9,0,0,0,2,0,6,0,0,2,6,4,3,3,1,0,27,5,0,0,0,0
20140810,0,BAL,AL,117,3,37,10,1,0,0,2,0,0,0,1,0,12,0,0,0,8,4,8,8,1,0,27,12,1,0,2,0
20140811,0,BAL,AL,118,11,38,14,5,0,3,11,0,1,1,1,0,8,0,0,0,6,5,3,3,0,0,27,11,2,0,0,0
20140813,0,BAL,AL,119,5,29,6,1,0,2,5,0,1,0,1,0,8,0,0,0,2,3,3,3,0,0,27,10,0,0,1,0
20140825,0,BAL,AL,129,9,38,14,1,0,5,8,0,0,0,2,0,8,0,0,0,7,3,0,0,0,0,27,16,1,0,2,0
20140826,0,BAL,AL,130,4,33,9,1,0,0,4,0,0,0,4,0,7,1,0,0,9,5,2,2,0,0,27,15,0,0,1,0
20140827,0,BAL,AL,131,1,30,2,0,0,1,1,0,0,0,1,0,8,1,0,0,3,4,2,2,1,0,27,13,2,0,2,0
20140828,0,BAL,AL,132,5,33,11,2,0,1,3,1,0,0,4,1,7,2,1,0,9,4,4,4,0,0,27,14,0,0,1,0
20140829,0,BAL,AL,133,9,31,7,2,0,2,9,0,0,2,3,0,13,0,0,0,3,2,1,1,0,0,27,5,0,0,0,0
20140830,0,BAL,AL,134,3,31,8,2,0,1,3,0,1,1,4,0,6,0,0,0,10,5,2,2,1,0,27,5,1,0,0,0
20140831,0,BAL,AL,135,12,39,18,3,1,3,12,1,0,2,5,1,5,0,0,2,11,6,8,8,1,0,27,8,0,0,2,0
20140901,0,BAL,AL,136,4,34,6,0,0,2,4,0,0,0,0,0,5,0,0,0,3,3,5,5,1,0,27,8,1,0,1,0
20140902,0,BAL,AL,137,5,31,10,0,0,1,5,0,0,0,1,0,4,0,1,1,3,5,4,4,1,0,27,8,1,1,1,0
20140903,0,BAL,AL,138,6,30,7,2,0,3,6,0,0,0,3,0,5,0,0,1,3,1,0,0,0,0,27,7,1,0,0,0
20140904,0,BAL,AL,139,9,34,12,2,0,3,9,1,0,0,4,0,7,0,1,0,6,4,7,7,1,0,27,9,1,0,0,0
20140912,1,BAL,AL,146,2,36,5,2,0,0,2,2,0,1,6,1,11,1,0,0,11,5,1,1,0,0,33,5,0,0,1,0
20140912,2,BAL,AL,147,5,32,8,2,2,0,5,0,0,1,5,0,6,0,1,0,9,3,0,0,0,0,27,4,1,0,0,0
20140913,0,BAL,AL,148,2,33,9,3,0,1,2,2,0,0,2,0,10,1,0,1,8,4,3,3,0,0,27,6,0,0,0,0
20140914,0,BAL,AL,149,3,34,9,5,0,0,3,0,0,0,0,0,7,0,0,0,6,3,2,2,1,0,27,4,1,0,0,0
20140915,0,BAL,AL,150,5,32,10,1,0,1,4,0,0,0,3,0,5,0,0,2,6,4,2,2,0,0,27,10,0,0,0,0
20140916,0,BAL,AL,151,8,32,8,0,1,2,8,0,1,1,3,0,12,0,0,0,5,5,2,2,0,0,27,7,1,0,0,0
20140917,0,BAL,AL,152,6,33,9,2,0,3,6,0,0,1,1,0,6,1,0,1,5,4,1,1,1,0,27,11,0,0,2,0
20140919,0,BAL,AL,153,3,39,10,3,1,0,2,0,0,0,1,0,6,0,0,1,7,6,3,3,0,0,30,11,3,0,0,0
20140920,0,BAL,AL,154,7,33,11,2,0,3,7,1,0,0,3,0,12,0,1,0,6,3,2,2,0,0,27,8,1,0,1,0
20140921,0,BAL,AL,155,2,33,6,1,0,0,2,0,0,0,3,0,8,1,0,0,7,4,3,3,1,0,27,11,0,0,3,0
20150410,0,BAL,AL,4,5,36,13,3,0,2,4,0,0,0,2,0,2,0,0,3,6,4,12,12,0,0,27,10,1,0,0,0
20150411,0,BAL,AL,5,7,32,9,0,0,3,6,0,0,1,6,2,8,0,0,2,8,3,1,1,0,0,27,15,0,0,0,0
20150412,0,BAL,AL,6,7,35,8,0,0,2,7,0,0,2,2,0,9,1,0,1,5,5,10,10,0,0,27,4,0,0,0,0
20150413,0,BAL,AL,7,5,35,11,3,0,1,5,0,0,1,2,0,13,1,2,0,6,4,6,6,0,0,27,9,0,0,1,0
20150414,0,BAL,AL,8,4,29,7,0,1,1,4,0,2,0,1,0,9,0,0,2,4,3,2,2,1,0,27,11,1,0,0,0
20150415,0,BAL,AL,9,7,37,15,1,1,2,7,1,0,0,4,1,11,0,0,0,11,4,5,5,1,0,27,5,0,0,1,0
20150424,0,BAL,AL,17,5,33,10,1,0,2,5,1,1,0,4,1,10,1,0,2,7,5,4,4,0,0,27,9,2,0,2,0
20150425,0,BAL,AL,18,5,37,11,3,1,2,5,0,2,1,1,0,4,1,0,0,8,4,4,4,0,0,30,11,1,0,1,0
20150426,0,BAL,AL,19,18,44,20,4,1,1,17,0,1,0,4,0,5,0,0,0,7,2,6,6,0,0,27,10,1,0,0,0
20150429,0,BAL,AL,20,8,34,11,4,0,2,8,0,1,0,1,0,7,0,0,1,4,3,0,0,0,0,27,12,1,0,2,0
20150501,0,BAL,AL,21,0,31,4,0,0,0,0,0,0,0,0,0,13,0,0,0,4,3,2,2,0,0,27,5,1,0,1,0
20150502,0,BAL,AL,22,4,30,7,1,0,1,4,0,0,0,4,0,6,0,0,0,6,2,0,0,0,0,27,6,0,0,0,0
20150503,0,BAL,AL,23,4,33,9,1,0,0,4,0,0,0,2,0,8,0,0,0,7,4,2,2,0,0,27,8,1,0,1,0
20150511,0,BAL,AL,30,5,31,8,0,0,3,5,0,1,1,2,0,9,0,1,0,6,3,2,2,0,0,27,9,0,0,2,0
20150512,0,BAL,AL,31,2,31,5,2,0,0,2,0,0,0,1,1,5,0,0,2,3,4,6,6,1,0,27,11,3,1,1,0
20150513,0,BAL,AL,32,6,32,9,5,0,1,6,1,0,2,5,0,2,0,1,0,10,2,0,0,0,0,27,9,0,1,1,0
20150515,0,BAL,AL,33,1,32,5,0,0,1,1,0,0,0,1,0,6,0,0,1,5,2,3,3,0,0,27,12,1,0,2,0
20150516,0,BAL,AL,34,1,30,3,0,0,1,1,0,0,0,0,0,9,0,0,0,2,3,6,6,1,0,27,7,0,0,0,0
20150517,0,BAL,AL,35,3,30,7,1,0,0,2,0,0,0,1,0,7,0,0,1,4,3,0,0,0,0,27,11,0,0,1,0
20150519,0,BAL,AL,36,9,35,13,2,0,1,7,0,0,0,5,1,6,2,0,2,7,3,4,4,0,0,27,3,0,0,0,0
20150520,0,BAL,AL,37,2,35,10,1,0,0,2,0,0,0,0,0,6,0,0,1,6,4,4,4,0,0,27,8,0,0,1,0
20150521,0,BAL,AL,38,5,31,6,0,0,1,5,0,0,0,5,0,10,1,0,0,7,7,4,4,0,0,27,5,1,0,1,0
20150525,0,BAL,AL,42,4,27,6,0,0,2,4,0,0,0,1,0,3,0,0,2,0,4,3,3,0,0,27,7,0,0,1,0
20150526,0,BAL,AL,43,1,29,5,1,0,0,1,0,1,0,3,0,5,2,0,3,5,4,4,4,0,0,27,12,0,0,1,0
20150527,0,BAL,AL,44,5,33,10,1,0,3,4,0,0,1,0,0,9,2,0,1,5,3,4,4,0,0,27,10,0,0,0,0
20150528,1,BAL,AL,45,2,33,6,0,0,1,2,0,0,0,0,0,16,0,0,0,4,4,3,3,0,0,27,15,0,0,1,0
20150528,2,BAL,AL,46,6,34,13,3,1,0,6,1,0,0,4,0,5,1,0,1,9,5,3,3,0,0,27,10,0,0,1,0
20150529,0,BAL,AL,47,2,31,6,0,0,1,2,0,0,0,2,0,9,0,1,0,5,2,1,1,0,0,27,7,0,0,0,0
20150530,0,BAL,AL,48,0,29,3,0,0,0,0,0,0,0,1,0,8,0,0,0,3,3,3,3,0,0,27,10,0,0,2,0
20150531,0,BAL,AL,49,5,37,10,1,0,4,5,0,0,1,4,0,7,0,0,0,10,4,8,8,1,0,27,8,1,0,0,0
20150609,0,BAL,AL,57,1,27,5,1,0,0,0,1,0,1,3,0,8,0,0,1,7,4,0,0,0,0,27,12,0,0,1,0
20150610,0,BAL,AL,58,5,31,10,2,0,0,5,0,1,0,2,0,9,0,0,1,5,3,2,2,0,0,27,11,0,0,1,0
20150611,0,BAL,AL,59,6,32,10,2,0,3,6,0,1,0,2,0,5,0,0,0,5,4,5,5,0,0,27,9,0,0,0,0
20150612,0,BAL,AL,60,11,40,16,2,0,2,10,0,0,0,2,0,4,0,0,1,7,5,3,3,0,0,27,7,0,0,0,0
20150613,0,BAL,AL,61,9,39,15,3,1,3,9,0,0,0,0,0,4,0,0,0,6,4,4,4,0,0,27,10,0,0,1,0
20150614,0,BAL,AL,62,3,33,6,1,0,0,3,0,0,0,5,0,10,0,0,0,8,3,5,5,1,0,27,8,0,0,0,0
20150615,0,BAL,AL,63,4,28,5,1,0,1,4,0,0,0,3,0,5,1,0,1,3,2,0,0,1,0,27,13,0,0,1,0
20150616,0,BAL,AL,64,19,39,17,2,0,8,17,0,1,1,8,0,7,0,0,2,7,4,3,3,1,0,27,8,1,0,2,0
20150626,0,BAL,AL,73,4,32,10,3,0,1,4,0,1,0,2,1,10,0,0,1,7,4,3,3,0,0,27,13,0,0,1,0
20150628,1,BAL,AL,74,4,28,6,3,0,2,4,0,0,1,2,0,5,0,0,2,3,3,0,0,0,0,27,8,0,0,0,0
20150628,2,BAL,AL,75,8,33,8,3,0,3,8,0,0,0,4,0,12,0,0,1,5,2,0,0,0,0,27,9,0,0,1,0
20150629,0,BAL,AL,76,1,34,9,2,0,0,1,0,0,0,3,0,14,0,0,2,9,3,8,8,0,0,27,10,1,0,0,0
20150630,0,BAL,AL,77,6,35,7,0,0,3,6,0,0,0,1,0,6,1,0,0,3,4,8,8,0,0,27,13,0,0,4,0
20150701,0,BAL,AL,78,4,32,9,2,0,2,4,0,0,0,1,0,7,0,0,2,5,2,2,2,0,0,27,8,0,0,0,0
20150702,0,BAL,AL,79,0,28,3,0,0,0,0,0,0,0,3,0,4,0,0,1,4,5,2,2,0,0,27,13,2,0,0,0
20150710,0,BAL,AL,86,3,33,9,1,0,2,3,0,0,0,3,0,9,0,1,1,7,4,2,2,0,0,27,15,0,0,2,0
20150711,0,BAL,AL,87,4,35,10,1,0,2,4,0,0,0,4,0,6,0,0,2,8,3,7,7,0,0,27,15,0,0,2,0
20150712,0,BAL,AL,88,2,31,4,0,0,2,2,0,0,0,0,0,8,0,0,0,2,2,2,2,0,0,27,10,1,0,1,0
20150727,0,BAL,AL,98,2,36,7,1,0,1,2,0,1,0,4,2,11,1,0,0,9,5,1,1,0,0,33,15,0,0,1,0
20150728,0,BAL,AL,99,7,34,9,1,0,2,7,0,0,1,4,0,8,0,0,0,8,3,3,3,1,0,27,14,0,0,0,0
20150729,0,BAL,AL,100,2,28,6,1,0,2,2,0,0,0,2,0,9,0,1,0,4,2,0,0,0,0,27,19,1,0,2,0
20150730,0,BAL,AL,101,8,37,10,0,0,2,8,0,0,0,5,0,6,0,0,0,7,4,9,9,0,0,27,10,0,0,1,0
20150731,0,BAL,AL,102,8,34,11,1,0,2,6,0,0,1,4,0,5,0,1,1,7,6,7,7,0,0,27,12,0,0,1,0
20150801,0,BAL,AL,103,6,33,10,3,0,2,6,0,0,0,1,0,7,1,0,1,4,2,2,2,0,0,27,12,0,0,1,0
20150802,0,BAL,AL,104,1,29,4,0,0,1,1,0,0,0,1,0,5,0,0,2,2,3,6,6,1,0,27,12,1,0,1,0
20150814,0,BAL,AL,114,8,51,16,2,0,3,8,0,1,1,2,0,10,0,0,1,10,7,6,6,0,0,39,17,0,0,0,0
20150815,0,BAL,AL,115,4,29,6,0,0,3,4,0,0,1,1,0,6,0,0,2,1,3,3,3,0,0,27,16,0,1,2,0
20150816,0,BAL,AL,116,18,48,26,7,0,4,18,0,0,0,3,0,8,0,0,1,9,3,2,2,1,0,27,7,0,0,0,0
20150817,0,BAL,AL,117,4,34,7,1,0,1,4,0,0,0,2,0,7,0,0,0,8,3,2,2,0,0,27,12,1,0,2,0
