Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140404,0,WAS,NL,4,1,31,8,3,0,0,1,0,1,0,4,0,10,0,2,0,8,4,2,2,0,0,27,7,0,0,0,0
20140405,0,WAS,NL,5,2,31,5,0,0,1,2,0,0,1,5,0,10,2,0,0,8,5,3,3,0,0,27,6,2,0,0,0
20140406,0,WAS,NL,6,2,29,4,0,0,1,1,0,0,0,0,0,6,0,0,0,3,4,1,1,0,0,27,7,1,0,1,0
20140408,0,WAS,NL,7,5,31,8,2,0,0,4,0,0,0,3,0,9,0,0,0,5,5,0,0,0,0,27,8,0,0,0,0
20140409,0,WAS,NL,8,10,36,11,1,1,2,9,0,0,1,4,1,7,0,0,0,7,6,7,7,0,0,27,10,0,0,0,0
20140410,0,WAS,NL,9,7,33,10,3,0,2,7,0,0,0,4,0,9,2,0,1,6,4,1,1,0,0,27,8,2,0,0,0
20140417,0,WAS,NL,16,0,29,2,0,0,0,0,0,0,0,3,1,8,0,0,0,5,3,6,6,1,0,27,13,3,0,1,0
20140418,0,WAS,NL,17,3,30,5,0,0,1,1,0,0,0,0,0,8,0,0,1,3,4,1,1,0,0,27,11,0,0,1,0
20140419,0,WAS,NL,18,3,35,8,2,0,1,3,0,0,0,4,0,10,0,0,1,9,2,1,1,0,0,27,13,1,0,1,0
20140420,0,WAS,NL,19,3,37,11,0,0,0,3,0,1,1,7,0,10,1,0,0,17,4,2,2,0,0,27,10,0,0,1,0
20140421,0,WAS,NL,20,2,29,3,0,0,1,2,0,0,1,7,0,11,0,0,0,8,4,0,0,0,0,27,11,2,0,2,0
20140422,0,WAS,NL,21,2,28,3,2,0,0,0,0,0,1,4,0,7,0,0,2,4,4,5,5,0,0,27,12,2,0,1,0
20140423,0,WAS,NL,22,5,37,11,1,0,1,5,0,0,0,3,0,4,1,0,0,10,4,3,3,1,0,27,12,1,0,3,0
20140424,0,WAS,NL,23,3,50,16,2,0,2,3,0,1,0,2,1,10,2,0,0,14,5,4,4,0,0,36,15,1,0,1,0
20140425,0,WAS,NL,24,11,41,17,4,1,0,11,0,0,1,3,0,4,1,0,0,10,3,1,1,0,0,27,7,0,0,2,0
20140426,0,WAS,NL,25,4,33,9,1,0,0,4,1,1,1,1,1,7,1,0,0,9,1,0,0,0,0,27,13,1,0,1,0
20140427,0,WAS,NL,26,2,32,5,2,0,1,2,0,0,1,0,0,11,0,0,0,4,6,4,4,1,0,27,10,0,0,1,0
20140505,0,WAS,NL,32,4,33,11,2,0,2,4,0,0,0,3,0,10,1,0,2,8,6,0,0,0,0,27,8,0,0,1,0
20140506,0,WAS,NL,33,3,37,12,0,1,0,3,0,0,0,3,0,11,0,0,2,10,4,4,4,0,0,27,15,2,0,3,0
20140507,0,WAS,NL,34,3,31,8,2,0,0,3,0,1,0,3,1,4,0,0,0,8,4,2,2,0,0,27,12,0,0,1,0
20140516,0,WAS,NL,41,5,33,11,1,0,0,5,0,1,0,3,0,5,1,1,0,8,5,2,2,0,0,27,12,1,0,1,0
20140517,0,WAS,NL,42,2,32,6,2,0,1,2,0,0,0,1,0,7,0,0,1,4,4,5,5,0,0,27,8,1,0,1,0
20140518,0,WAS,NL,43,6,31,8,2,0,1,6,0,0,0,4,0,6,1,0,1,5,4,3,3,0,0,27,13,0,0,1,0
20140519,0,WAS,NL,44,3,56,13,5,0,0,3,0,1,1,3,0,9,0,0,0,13,7,4,4,2,0,45,20,1,1,1,0
20140520,0,WAS,NL,45,9,33,9,2,0,0,8,1,1,2,2,0,9,1,0,0,6,3,4,4,1,0,27,13,1,0,0,0
20140521,0,WAS,NL,46,1,31,6,0,0,1,1,1,0,1,1,0,9,0,0,1,6,4,1,1,0,0,27,12,1,0,0,0
20140526,0,WAS,NL,51,2,30,3,1,0,1,2,1,0,2,1,0,8,1,0,0,5,3,3,3,0,0,27,8,0,0,1,0
20140528,0,WAS,NL,52,5,43,15,1,0,1,4,0,1,1,5,0,6,1,0,0,15,7,7,7,0,0,30,16,1,0,1,0
20140530,0,WAS,NL,53,9,38,15,1,0,1,7,0,0,0,2,1,5,0,0,1,7,3,0,0,0,0,27,9,1,0,1,0
20140531,0,WAS,NL,54,10,35,12,2,0,4,9,0,0,0,3,0,9,0,1,0,4,3,2,2,0,0,27,12,0,0,1,0
