Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140331,0,TEX,AL,1,10,40,14,3,0,1,9,0,0,0,4,0,4,0,0,1,7,5,14,14,1,0,27,8,1,0,0,0
20140401,0,TEX,AL,2,3,32,10,3,0,0,3,2,0,1,5,1,6,1,0,0,12,4,2,2,1,0,27,8,1,0,1,0
20140402,0,TEX,AL,3,4,34,9,1,1,0,4,0,0,0,3,0,5,0,0,1,8,4,2,2,1,0,27,9,2,1,2,0
20140411,0,TEX,AL,10,1,41,8,1,0,0,1,0,0,2,9,3,8,4,2,0,16,5,0,0,0,0,36,15,0,0,1,0
20140412,0,TEX,AL,11,5,35,9,2,0,1,4,1,0,1,5,1,10,1,1,2,7,4,6,6,0,0,30,11,0,0,0,0
20140413,0,TEX,AL,12,1,28,5,1,0,0,1,0,1,0,0,0,8,0,0,0,4,2,0,0,0,0,27,14,0,0,4,0
20140414,0,TEX,AL,13,1,30,7,1,0,0,1,0,0,0,4,0,6,0,0,4,6,4,4,4,0,0,27,11,3,0,0,0
20140415,0,TEX,AL,14,5,31,11,3,0,2,5,1,0,0,2,1,5,0,2,1,5,3,0,0,0,0,27,13,0,0,0,0
20140416,0,TEX,AL,15,3,32,6,1,1,0,2,0,1,0,2,0,12,0,0,0,6,3,2,2,0,0,27,8,1,1,0,0
20140417,0,TEX,AL,16,8,34,12,4,0,1,7,2,0,0,5,2,6,3,0,1,9,6,6,6,0,0,27,9,0,0,1,0
20140418,0,TEX,AL,17,12,40,18,4,1,2,12,0,0,1,4,1,5,2,0,2,9,1,0,0,0,0,27,9,0,0,0,0
20140419,0,TEX,AL,18,6,34,13,3,0,2,6,0,0,0,2,0,2,0,1,1,6,6,3,3,0,0,27,10,1,0,2,0
