Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140401,0,HOU,AL,1,6,33,9,2,0,2,6,0,0,0,1,0,11,1,0,0,4,4,2,2,0,0,27,10,0,0,1,0
20140402,0,HOU,AL,2,3,28,4,0,2,2,3,0,0,0,4,1,7,1,0,1,5,5,1,1,0,0,27,11,0,0,1,0
20140403,0,HOU,AL,3,2,29,6,1,0,0,2,0,0,2,5,0,6,1,0,4,7,2,4,4,0,0,27,7,0,0,0,0
20140404,0,HOU,AL,4,1,33,7,3,0,0,1,0,0,0,7,0,15,0,0,0,12,3,11,11,1,0,27,8,0,0,0,0
20140405,0,HOU,AL,5,1,31,4,0,0,0,0,0,0,0,1,0,6,1,0,1,4,4,5,5,0,0,27,15,1,0,1,0
20140406,0,HOU,AL,6,7,31,7,0,0,5,7,0,0,1,0,0,7,1,0,0,1,3,4,4,0,0,27,14,0,0,1,0
20140407,0,HOU,AL,7,1,30,4,2,0,1,1,0,0,0,1,0,8,0,0,0,3,2,9,9,0,0,27,10,1,0,0,0
20140415,0,HOU,AL,14,2,31,4,1,0,1,1,0,0,0,3,0,12,0,0,0,5,3,4,4,0,0,27,13,1,0,0,0
20140416,0,HOU,AL,15,4,43,10,0,0,2,4,0,0,1,5,0,12,1,1,0,12,6,6,6,0,0,33,14,0,0,2,0
20140417,0,HOU,AL,16,1,30,5,0,0,0,1,0,1,0,2,0,13,0,0,0,5,2,4,4,0,0,27,19,1,0,1,0
20140424,0,HOU,AL,23,1,35,10,2,0,0,1,0,0,1,3,0,10,0,0,2,11,4,10,10,0,1,27,11,5,0,1,0
20140425,0,HOU,AL,24,5,37,11,4,0,0,3,1,0,1,2,0,10,0,0,1,9,6,10,10,0,0,27,6,3,0,1,0
20140426,0,HOU,AL,25,7,31,8,1,0,2,7,0,0,0,2,0,9,0,0,0,2,3,6,6,0,0,27,16,0,0,2,0
20140427,0,HOU,AL,26,5,32,7,1,1,1,5,0,0,0,2,0,4,0,0,0,5,2,1,1,0,0,27,4,0,0,0,0
20140429,0,HOU,AL,27,3,31,5,2,0,0,3,1,0,0,5,0,13,0,0,0,7,5,4,4,1,0,27,12,1,0,1,0
20140430,0,HOU,AL,28,0,35,9,1,0,0,0,0,0,1,1,0,9,0,0,1,10,3,7,7,0,0,27,10,2,0,1,0
20140502,0,HOU,AL,29,5,41,11,1,0,0,4,1,0,1,6,0,15,3,0,0,14,5,4,4,0,0,33,11,0,0,2,0
20140503,0,HOU,AL,30,8,35,11,2,2,2,7,0,1,2,3,0,5,1,1,1,6,5,9,9,0,0,27,15,2,0,0,0
20140504,0,HOU,AL,31,7,38,11,4,0,2,7,0,0,0,2,0,7,0,0,0,6,3,7,7,0,0,27,10,1,0,1,0
20140512,0,HOU,AL,39,0,36,11,2,1,0,0,0,0,0,3,0,14,1,2,0,12,4,4,4,0,0,27,8,1,0,0,0
20140513,0,HOU,AL,40,8,35,11,3,1,2,8,0,0,0,5,0,6,0,0,0,8,1,0,0,0,0,27,15,1,0,4,0
20140514,0,HOU,AL,41,5,36,11,1,0,1,5,0,0,0,5,0,14,0,0,0,11,5,4,4,0,0,27,10,0,0,1,0
