Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140331,0,PIT,NL,1,1,30,6,1,0,1,1,0,0,0,3,0,6,0,0,2,5,5,0,0,0,0,30,14,1,0,1,0
20140402,0,PIT,NL,2,4,52,8,0,0,0,3,1,0,3,9,1,15,0,0,2,15,7,3,3,0,0,48,13,2,0,2,0
20140403,0,PIT,NL,3,2,32,6,1,0,0,2,0,0,0,2,0,7,0,0,0,5,3,3,3,0,0,27,13,0,0,1,0
20140404,0,PIT,NL,4,12,36,16,1,2,3,11,0,0,1,4,1,3,2,0,2,5,3,2,2,1,0,27,15,0,0,0,0
20140405,0,PIT,NL,5,1,33,6,0,0,0,1,0,0,1,5,0,5,0,0,0,11,2,6,6,0,0,27,10,0,0,0,0
20140406,0,PIT,NL,6,2,27,6,3,0,0,2,1,0,0,2,0,8,0,1,1,4,4,1,1,0,0,27,12,0,0,1,0
20140417,0,PIT,NL,16,11,35,12,1,0,4,11,0,0,0,6,0,7,2,1,0,6,3,2,2,1,0,27,12,0,0,0,0
20140418,0,PIT,NL,17,3,34,6,1,0,0,3,1,0,1,5,0,8,1,0,0,11,3,5,5,0,0,27,12,0,0,1,0
20140419,0,PIT,NL,18,7,37,11,2,0,0,7,0,0,1,3,0,7,1,0,2,7,5,8,8,1,0,27,13,0,0,1,0
20140420,0,PIT,NL,19,2,54,13,1,0,1,2,0,0,0,1,0,10,1,1,0,11,6,3,3,0,0,42,24,0,0,2,0
20140421,0,PIT,NL,20,6,36,12,1,0,2,6,0,0,1,4,0,3,0,0,1,9,3,4,4,0,0,27,13,1,0,1,0
20140422,0,PIT,NL,21,1,30,3,0,0,1,1,0,0,0,3,0,4,0,0,1,5,3,4,4,0,0,27,12,0,0,0,0
20140423,0,PIT,NL,22,2,33,6,0,0,1,2,1,0,0,5,0,4,0,0,0,10,4,3,3,1,0,27,12,4,0,0,0
20140424,0,PIT,NL,23,1,34,7,0,0,0,1,0,0,0,2,0,12,0,0,0,8,3,2,2,0,0,27,9,0,0,1,0
20140502,0,PIT,NL,29,6,40,17,4,0,2,5,0,0,1,1,0,7,1,0,3,10,4,5,5,3,0,27,12,1,0,0,0
20140503,0,PIT,NL,30,8,35,12,4,0,0,7,0,0,0,7,1,5,0,0,1,10,6,5,5,0,0,27,13,3,0,2,0
20140504,0,PIT,NL,31,2,29,4,0,2,0,2,0,1,1,3,0,7,0,0,1,5,3,7,7,0,0,27,11,0,1,1,0
20140505,0,PIT,NL,32,10,49,16,3,1,1,8,0,1,2,6,1,12,3,1,4,9,7,10,10,2,0,39,18,1,0,1,0
20140506,0,PIT,NL,33,2,30,5,1,1,0,1,0,0,1,1,0,5,1,0,1,4,2,0,0,1,0,27,13,1,0,0,0
20140507,0,PIT,NL,34,4,33,12,1,1,0,4,1,0,0,2,0,5,0,1,1,8,2,3,3,0,0,27,9,0,0,0,0
20140509,0,PIT,NL,35,6,34,12,3,0,1,6,1,0,0,1,0,7,0,0,1,6,5,4,4,0,0,27,12,0,0,1,0
20140510,0,PIT,NL,36,4,34,11,1,0,0,4,0,0,1,2,0,7,1,0,1,9,6,3,3,2,0,27,14,0,0,1,0
20140511,0,PIT,NL,37,5,36,11,2,0,1,5,0,0,1,6,0,4,0,0,1,11,4,3,3,1,0,27,14,2,0,2,0
20140520,0,PIT,NL,44,2,34,10,0,0,1,2,0,0,1,1,0,9,0,0,3,7,3,9,9,0,0,27,15,0,0,0,0
20140521,0,PIT,NL,45,9,35,13,3,1,0,8,0,0,0,4,0,6,0,0,2,6,6,3,3,0,0,27,9,1,0,0,0
20140522,0,PIT,NL,46,3,31,7,1,0,0,3,0,0,1,6,1,5,1,0,0,11,4,1,1,0,0,27,11,1,1,1,0
