Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140330,0,SDN,NL,1,3,27,5,0,0,1,3,2,0,0,4,0,10,1,0,2,6,5,1,1,1,0,27,10,0,0,0,0
20140401,0,SDN,NL,2,2,32,6,0,0,1,1,0,0,0,4,0,9,0,0,2,7,6,3,3,0,0,27,8,2,0,0,0
20140402,0,SDN,NL,3,1,33,6,2,0,0,1,0,0,0,0,0,8,1,0,0,6,4,4,4,0,0,27,7,1,0,2,0
20140411,0,SDN,NL,10,6,36,13,3,1,1,6,0,0,0,0,0,6,1,0,1,6,1,0,0,0,0,27,13,1,0,1,0
20140412,0,SDN,NL,11,2,36,10,3,0,0,2,0,1,0,1,0,11,2,0,0,9,4,6,6,0,0,27,7,1,0,0,0
20140413,0,SDN,NL,12,5,31,6,1,0,2,5,0,0,0,3,0,13,0,0,0,5,3,1,1,0,0,27,11,1,0,1,0
20140414,0,SDN,NL,13,5,28,7,2,2,0,3,0,0,0,6,0,3,0,0,3,5,5,3,3,0,0,27,8,2,0,1,0
20140415,0,SDN,NL,14,2,32,8,2,0,0,2,0,0,0,3,0,4,0,1,1,6,5,3,3,0,0,27,6,1,0,2,0
20140416,0,SDN,NL,15,4,29,8,2,0,1,3,2,0,0,2,0,6,0,0,1,5,3,1,1,0,0,27,12,1,0,1,0
20140417,0,SDN,NL,16,1,30,6,1,0,1,1,0,0,0,1,0,7,0,0,3,3,3,3,3,0,0,27,13,0,0,1,0
20140418,0,SDN,NL,17,2,28,5,0,1,1,1,0,0,0,2,0,8,0,0,1,4,2,1,1,0,0,27,8,0,0,1,0
20140419,0,SDN,NL,18,3,30,9,1,1,0,3,2,0,0,0,0,5,2,0,0,5,4,1,1,0,0,27,6,0,0,1,0
20140420,0,SDN,NL,19,3,30,7,1,0,1,3,0,0,0,5,0,7,0,1,2,5,4,4,4,0,0,27,5,0,0,0,0
20140502,0,SDN,NL,30,0,30,3,0,0,0,0,0,0,0,1,0,8,0,0,1,4,3,2,2,1,0,27,16,0,0,1,0
20140503,0,SDN,NL,31,3,34,9,4,0,1,3,0,0,0,2,0,6,0,0,1,6,4,4,4,0,0,27,10,0,0,1,0
20140504,0,SDN,NL,32,4,32,8,3,0,0,4,1,0,1,1,0,7,0,0,1,6,3,1,1,1,0,27,16,3,1,2,0
20140505,0,SDN,NL,33,6,43,9,3,1,2,6,1,0,0,2,0,14,0,0,0,6,8,5,5,0,0,36,19,0,0,2,0
20140506,0,SDN,NL,34,1,37,6,0,0,1,1,0,0,0,1,0,8,1,2,1,4,5,3,3,0,0,33,15,0,0,1,0
