Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140408,0,ATL,NL,7,0,37,8,1,0,0,0,0,0,0,0,0,6,0,0,0,10,6,4,4,1,0,27,6,0,0,0,0
20140409,0,ATL,NL,8,4,33,9,1,0,1,4,0,0,0,0,0,8,0,0,0,5,3,3,3,0,0,27,10,0,0,0,0
20140410,0,ATL,NL,9,4,33,7,0,1,2,4,0,0,0,4,0,11,1,0,1,6,5,5,5,1,0,27,9,1,0,0,0
20140411,0,ATL,NL,10,7,35,10,2,0,2,7,0,0,3,3,0,7,0,1,3,5,5,3,3,1,0,30,12,1,0,2,0
20140412,0,ATL,NL,11,6,38,13,3,0,2,6,0,0,0,2,1,7,0,0,0,10,5,3,3,2,0,27,6,1,0,1,0
20140413,0,ATL,NL,12,10,35,11,2,2,3,10,0,1,1,5,0,9,1,0,0,8,4,2,2,0,0,27,5,0,0,0,0
20140421,0,ATL,NL,19,4,36,9,1,0,2,4,0,0,1,6,0,10,0,0,1,12,4,1,1,0,0,30,12,3,0,1,0
20140422,0,ATL,NL,20,0,30,3,0,0,0,0,0,0,0,0,0,15,0,0,1,3,2,1,1,0,0,27,6,0,0,0,0
20140423,0,ATL,NL,21,3,31,7,1,0,0,3,0,0,1,3,0,12,0,0,1,8,5,1,1,1,0,27,4,0,0,0,0
20140425,0,ATL,NL,22,5,32,10,1,0,1,5,0,0,0,1,0,6,0,0,2,4,5,4,4,1,0,27,10,0,0,2,0
20140426,0,ATL,NL,23,4,31,8,0,0,3,4,0,0,0,1,0,5,1,0,1,4,2,1,1,0,0,27,12,0,0,1,0
20140427,0,ATL,NL,24,1,35,7,2,0,0,1,1,0,0,3,0,12,0,0,0,9,4,0,0,0,0,30,8,0,0,0,0
20140502,0,ATL,NL,28,1,35,8,0,0,0,1,0,0,0,5,0,8,2,0,0,12,5,2,2,0,0,27,13,0,0,1,0
20140503,0,ATL,NL,29,1,30,5,2,0,0,1,0,0,0,5,0,7,1,1,2,7,3,3,3,0,0,27,8,0,0,0,0
20140504,0,ATL,NL,30,1,30,4,0,0,0,1,1,1,0,2,0,11,1,0,0,6,5,4,4,2,0,27,4,0,0,1,0
20140505,0,ATL,NL,31,3,32,9,3,0,1,3,2,1,0,3,0,9,0,0,1,8,4,2,2,0,0,27,15,1,0,0,0
20140506,0,ATL,NL,32,2,31,8,1,0,1,2,0,0,0,1,0,10,0,1,0,6,3,1,1,1,0,27,12,0,0,2,0
