Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140408,0,PHI,NL,7,4,36,9,2,1,0,4,0,0,0,6,0,10,0,0,0,11,4,7,7,0,0,27,12,3,0,0,0
20140409,0,PHI,NL,8,4,35,9,4,0,0,3,1,0,0,3,0,8,0,0,1,8,5,8,8,2,0,27,8,1,0,0,0
20140410,0,PHI,NL,9,2,32,6,0,0,1,2,0,0,0,3,0,12,0,1,0,6,4,6,6,0,0,27,13,1,0,1,0
20140411,0,PHI,NL,10,6,31,10,2,1,0,5,1,0,0,7,0,7,1,0,1,9,5,3,3,1,0,27,13,0,0,1,0
20140412,0,PHI,NL,11,5,36,9,3,0,1,5,0,0,0,2,0,9,1,1,1,4,6,3,3,0,0,30,9,1,0,1,0
20140413,0,PHI,NL,12,4,34,13,2,0,2,4,1,0,0,6,1,8,1,0,1,13,4,2,2,0,0,27,7,1,0,0,0
20140414,0,PHI,NL,13,6,34,8,2,0,2,6,1,0,0,4,0,14,0,0,0,6,5,9,9,0,0,27,16,2,0,1,0
20140416,0,PHI,NL,14,0,30,3,0,0,0,0,0,0,0,0,0,4,1,0,0,3,1,1,1,0,0,27,10,0,0,1,0
20140417,0,PHI,NL,15,1,27,8,0,0,0,1,1,0,0,1,0,7,0,1,2,4,3,0,0,0,0,27,12,0,0,1,0
20140429,0,PHI,NL,26,1,32,5,1,0,1,1,0,0,0,2,0,6,1,0,0,6,5,6,6,1,0,27,10,0,0,2,0
20140502,0,PHI,NL,27,3,33,8,1,0,1,3,0,0,0,3,0,7,0,0,1,6,4,4,4,0,0,27,8,1,0,1,0
20140503,0,PHI,NL,28,7,36,12,3,0,2,7,0,0,0,3,0,6,1,0,0,8,4,2,2,0,0,27,6,1,0,0,0
20140504,0,PHI,NL,29,1,25,4,0,2,0,1,2,0,0,3,1,8,0,0,0,5,4,0,0,0,0,27,12,1,0,0,0
20140505,0,PHI,NL,30,0,33,7,0,1,0,0,0,0,0,5,0,7,0,1,0,11,2,3,3,0,0,27,13,0,0,1,0
20140506,0,PHI,NL,31,5,39,10,4,0,1,5,0,0,0,1,0,7,0,0,0,5,5,6,6,1,0,30,8,0,0,3,0
20140513,0,PHI,NL,37,3,29,4,0,2,0,3,0,1,1,3,0,5,0,0,1,4,3,0,0,0,0,27,6,3,0,0,0
20140514,0,PHI,NL,38,0,33,5,2,0,0,0,0,0,0,0,0,10,0,0,0,6,5,3,3,0,0,27,8,0,0,2,0
20140516,0,PHI,NL,39,0,33,6,1,0,0,0,0,0,1,2,0,11,0,0,0,9,3,3,3,0,0,27,4,0,0,0,0
20140517,0,PHI,NL,40,12,36,13,4,0,2,12,1,0,1,5,0,6,0,0,0,7,3,1,1,0,0,27,8,0,0,0,0
20140518,0,PHI,NL,41,8,31,9,1,0,4,8,1,0,0,5,0,9,0,1,0,5,3,2,2,0,0,27,8,1,0,0,0
20140523,0,PHI,NL,45,0,30,3,2,0,0,0,1,0,0,4,0,12,0,0,0,8,3,2,2,0,0,27,8,0,0,2,0
20140524,0,PHI,NL,46,5,29,7,2,0,1,5,1,0,1,2,0,9,0,0,0,4,4,2,2,0,0,27,16,1,1,1,0
20140525,0,PHI,NL,47,0,27,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,2,4,4,0,0,27,12,1,0,1,0
20140526,0,PHI,NL,48,9,35,12,1,0,2,9,0,0,0,2,0,7,0,0,1,4,4,0,0,1,0,27,10,0,0,2,0
20140527,0,PHI,NL,49,2,34,8,0,0,2,2,0,0,1,4,0,7,0,0,1,10,4,6,6,0,0,27,9,0,0,0,0
20140528,0,PHI,NL,50,6,36,9,1,0,1,6,0,0,0,4,1,7,1,0,0,8,5,3,3,0,0,27,11,2,0,1,0
20140529,0,PHI,NL,51,1,31,4,1,0,1,1,0,0,0,0,0,15,1,0,0,3,4,3,3,0,0,27,10,1,0,2,0
20140530,0,PHI,NL,52,6,53,14,1,0,1,6,0,0,0,9,2,9,1,0,2,17,7,5,5,0,0,42,8,0,0,0,0
20140531,0,PHI,NL,53,4,50,10,1,1,1,4,1,0,0,6,0,17,1,1,1,11,6,5,5,0,0,42,9,0,0,0,0
20140601,0,PHI,NL,54,3,39,9,1,0,2,3,1,0,0,1,0,9,0,0,1,5,5,3,3,0,0,33,8,1,0,1,0
20140602,0,PHI,NL,55,2,31,7,1,0,0,1,1,0,0,3,0,6,0,0,1,6,5,10,10,0,0,27,9,1,0,0,0
20140610,0,PHI,NL,62,5,32,9,1,0,1,5,0,1,0,0,0,6,0,0,1,4,3,2,2,0,0,27,8,1,0,1,0
20140611,0,PHI,NL,63,3,30,6,0,0,1,3,1,0,1,3,1,10,4,0,1,7,2,0,0,0,0,27,8,0,0,0,0
20140612,0,PHI,NL,64,7,32,10,4,0,1,7,1,1,0,3,0,3,0,0,0,6,5,2,2,0,0,27,6,1,0,0,0
20140613,0,PHI,NL,65,1,31,5,2,0,0,1,1,0,0,2,0,11,0,0,0,6,4,2,2,0,0,27,10,0,0,1,0
20140614,0,PHI,NL,66,7,34,10,2,1,2,6,0,0,0,3,0,4,1,0,0,6,5,4,4,0,0,27,9,0,0,1,0
20140615,0,PHI,NL,67,0,30,3,0,0,0,0,0,0,0,3,0,6,1,0,0,6,2,3,3,1,0,27,6,0,0,0,0
20140623,0,PHI,NL,75,0,30,6,1,0,0,0,0,0,0,2,0,3,0,1,2,5,5,2,2,1,0,27,10,2,0,2,0
20140624,0,PHI,NL,76,7,32,7,2,1,1,4,0,0,1,3,0,7,3,0,0,5,6,4,4,0,0,27,12,1,0,0,0
20140625,0,PHI,NL,77,2,32,7,1,0,0,2,1,1,1,2,1,7,0,0,2,8,3,3,3,0,0,27,9,0,0,1,0
20140626,0,PHI,NL,78,5,51,13,0,0,1,4,1,1,1,3,1,13,1,0,0,13,7,3,3,1,0,42,17,0,0,2,0
20140627,0,PHI,NL,79,2,33,7,0,1,0,2,0,0,0,2,0,13,1,0,2,6,2,4,4,0,0,27,10,1,0,1,0
20140628,2,PHI,NL,81,1,33,6,1,0,0,1,0,1,0,2,0,4,1,0,0,8,3,5,5,0,0,27,8,0,0,2,0
20140628,1,PHI,NL,80,3,36,9,2,1,0,3,0,0,0,1,0,6,0,0,0,7,3,8,8,3,0,27,16,2,0,1,0
20140629,0,PHI,NL,82,2,37,13,1,0,2,2,0,0,0,2,0,6,1,1,2,10,4,3,3,0,0,27,11,2,0,2,0
20140711,0,PHI,NL,93,6,33,10,3,0,2,6,0,0,0,1,0,10,0,0,0,4,2,2,2,0,0,27,11,0,0,1,0
20140712,0,PHI,NL,94,3,39,10,1,0,0,3,0,0,0,3,0,15,2,1,0,9,5,5,5,1,0,30,13,0,0,0,0
20140713,0,PHI,NL,95,3,32,5,2,0,0,3,1,0,1,1,0,8,0,0,0,5,4,10,10,3,0,27,9,0,0,1,0
20140721,0,PHI,NL,99,4,41,14,0,0,0,4,1,0,0,0,0,8,0,0,1,11,5,7,7,1,0,27,10,0,0,0,0
20140722,0,PHI,NL,100,6,53,11,2,0,1,6,1,0,0,9,2,10,2,0,0,15,7,9,9,0,0,42,16,2,0,0,0
20140723,0,PHI,NL,101,1,31,7,2,0,0,1,1,0,0,0,0,6,0,1,1,4,2,3,3,0,0,27,15,1,0,0,0
20140724,0,PHI,NL,102,2,33,9,2,0,0,2,0,0,0,2,0,7,0,0,0,9,2,1,1,0,0,27,6,1,0,0,0
20140725,0,PHI,NL,103,9,35,12,6,0,1,8,0,1,1,4,0,9,1,0,0,8,4,5,5,0,0,27,7,0,0,2,0
20140726,0,PHI,NL,104,6,45,17,5,0,2,6,0,0,2,3,0,10,0,1,1,14,6,10,10,0,0,30,13,1,0,1,0
20140727,0,PHI,NL,105,4,29,4,1,0,1,2,0,0,0,3,0,8,0,0,0,4,3,2,2,0,0,27,15,0,0,2,0
20140805,0,PHI,NL,113,2,51,9,0,0,1,2,1,0,2,4,1,8,0,0,2,12,8,1,1,1,0,45,21,0,0,1,0
20140806,0,PHI,NL,114,10,33,12,2,1,1,8,0,1,0,4,1,7,1,0,1,4,4,3,3,1,0,27,8,1,0,0,0
20140807,0,PHI,NL,115,6,32,10,1,0,1,6,0,0,0,0,0,9,0,0,1,2,3,5,5,1,0,27,16,0,0,4,0
20140808,0,PHI,NL,116,4,35,9,2,0,1,4,0,0,0,1,0,7,0,0,0,5,4,5,5,0,0,27,12,0,0,1,0
20140809,0,PHI,NL,117,1,38,5,0,0,1,1,0,0,0,4,0,5,0,0,0,8,6,2,2,1,0,33,15,0,1,2,0
20140810,0,PHI,NL,118,7,36,9,2,1,1,7,0,0,0,4,1,10,1,0,0,7,4,5,5,0,0,27,11,1,0,2,0
20140811,0,PHI,NL,119,3,32,7,3,0,1,3,0,0,1,4,0,8,1,0,1,7,4,5,5,0,0,27,12,0,0,0,0
20140818,0,PHI,NL,125,4,31,8,2,0,1,4,0,0,1,7,0,8,1,0,1,11,3,1,1,0,0,27,11,0,0,1,0
20140819,0,PHI,NL,126,2,33,6,2,0,0,1,0,0,1,1,0,13,0,0,0,6,3,5,5,0,0,27,12,0,0,0,0
20140820,0,PHI,NL,127,4,35,10,2,0,0,3,0,0,0,3,1,10,1,0,0,10,4,3,3,2,0,27,9,1,0,0,0
20140822,0,PHI,NL,128,5,30,8,0,0,0,4,0,1,0,3,0,5,0,0,1,5,4,4,4,0,0,27,9,0,0,1,0
20140823,0,PHI,NL,129,5,44,9,1,0,1,5,1,0,2,2,0,7,4,0,1,8,8,4,4,1,0,36,16,2,0,3,0
