Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140408,0,SFN,NL,8,7,33,10,2,0,1,7,0,0,0,3,1,12,1,0,1,5,2,2,2,0,0,27,13,1,0,1,0
20140409,0,SFN,NL,9,3,34,9,0,0,2,3,1,0,1,2,0,6,1,0,1,8,5,7,7,0,0,27,6,0,0,0,0
20140410,0,SFN,NL,10,5,37,10,5,0,0,5,1,0,0,7,1,5,0,0,2,10,8,5,5,0,0,30,12,3,0,2,0
20140411,0,SFN,NL,11,6,29,6,2,1,1,6,1,1,2,2,0,11,0,0,0,5,4,4,4,0,0,27,12,1,0,1,0
20140412,0,SFN,NL,12,0,29,3,2,0,0,0,0,0,0,4,0,8,0,0,1,6,3,1,1,0,0,27,9,1,0,0,0
20140413,0,SFN,NL,13,5,31,9,0,1,2,5,0,1,1,1,0,9,0,1,2,2,4,4,4,0,0,30,17,0,0,2,0
20140415,0,SFN,NL,14,3,41,12,1,0,0,3,2,1,1,9,1,9,1,1,2,16,8,2,2,0,0,36,12,1,0,1,0
20140416,0,SFN,NL,15,2,28,7,0,0,0,2,1,0,0,5,1,4,0,0,3,8,5,1,1,0,0,27,13,1,0,2,0
20140417,0,SFN,NL,16,1,34,6,1,0,0,1,0,0,0,3,0,6,1,0,0,9,3,2,2,0,0,27,11,0,0,2,0
20140425,0,SFN,NL,23,5,29,7,0,2,1,5,0,1,0,1,0,8,1,1,0,2,3,1,1,0,0,27,10,1,0,0,0
20140426,0,SFN,NL,24,5,29,6,1,0,1,5,0,1,1,1,0,10,1,0,0,3,5,2,2,0,0,27,11,0,1,1,0
20140427,0,SFN,NL,25,4,32,8,3,0,1,4,1,0,0,2,1,10,0,0,1,5,3,1,1,0,0,27,9,0,0,1,0
20140428,0,SFN,NL,26,4,33,9,1,1,1,4,0,0,0,3,0,8,0,0,3,5,5,5,5,0,0,27,14,2,0,1,0
20140429,0,SFN,NL,27,6,32,9,1,0,2,6,0,1,1,2,1,3,0,0,1,6,3,0,0,0,0,27,11,0,0,1,0
20140430,0,SFN,NL,28,3,32,10,2,1,1,3,1,0,0,1,0,8,1,0,1,7,2,2,2,0,0,27,13,0,0,0,0
20140512,0,SFN,NL,39,4,33,9,0,1,1,4,0,0,0,0,0,9,2,1,0,5,4,2,2,0,0,27,12,0,0,1,0
20140513,0,SFN,NL,40,0,32,5,4,0,0,0,0,0,0,3,0,9,0,0,0,8,3,5,5,0,0,27,8,0,0,0,0
20140514,0,SFN,NL,41,10,39,15,2,0,3,9,0,0,0,6,0,10,3,0,0,11,4,4,4,0,0,27,11,0,0,1,0
20140515,0,SFN,NL,42,6,36,12,4,0,1,6,0,0,0,3,1,6,1,0,0,9,3,4,4,0,0,27,9,1,0,0,0
20140516,0,SFN,NL,43,5,35,11,6,0,0,5,0,2,0,2,0,5,0,0,2,7,6,6,6,0,0,27,10,1,0,1,0
20140517,0,SFN,NL,44,0,33,6,1,1,0,0,0,0,0,3,0,9,0,0,0,9,3,4,4,1,0,27,11,1,0,1,0
20140518,0,SFN,NL,45,4,30,7,0,0,1,4,0,1,1,2,0,10,1,0,0,6,4,1,1,0,0,27,11,1,0,1,0
20140523,0,SFN,NL,49,6,30,6,1,2,2,6,0,1,0,0,0,7,0,0,0,1,4,2,2,2,0,27,12,0,0,1,0
20140524,0,SFN,NL,50,2,27,5,0,0,1,2,0,1,0,3,0,6,0,0,1,5,4,1,1,0,0,27,9,2,0,0,0
20140525,0,SFN,NL,51,8,32,12,3,0,1,8,0,2,0,1,0,5,0,1,1,3,2,1,1,2,1,27,6,1,0,0,0
20140526,0,SFN,NL,52,4,34,6,0,1,1,4,0,0,0,1,0,13,1,0,0,4,5,8,8,0,0,27,11,1,1,1,0
20140527,0,SFN,NL,53,4,31,9,2,0,0,4,0,2,0,1,0,6,3,0,0,6,3,0,0,0,0,27,13,0,0,0,0
20140528,0,SFN,NL,54,5,31,8,3,0,0,4,1,0,0,4,2,10,0,0,0,7,6,0,0,0,0,27,13,2,0,1,0
20140606,0,SFN,NL,62,4,30,8,2,1,1,4,0,1,1,2,0,4,0,0,1,6,3,2,2,0,0,27,13,0,0,3,0
20140607,0,SFN,NL,63,5,38,11,1,0,0,4,0,0,0,3,1,8,0,0,1,11,5,4,4,1,0,27,8,1,0,0,0
20140608,0,SFN,NL,64,6,33,11,2,0,0,5,0,0,1,2,0,12,0,0,1,6,6,4,4,2,0,27,8,0,0,1,0
20140609,0,SFN,NL,65,2,33,8,2,0,0,2,0,0,1,0,0,9,0,0,0,5,3,9,9,0,0,27,8,1,0,0,0
20140610,0,SFN,NL,66,1,35,10,1,1,0,1,0,0,0,2,0,4,0,0,0,9,2,2,2,0,0,27,11,0,0,1,0
20140611,0,SFN,NL,67,2,34,8,1,1,0,2,0,0,0,0,0,6,0,0,1,5,5,6,6,0,0,27,8,0,0,0,0
20140612,0,SFN,NL,68,7,34,13,1,1,0,6,0,1,0,4,0,4,0,0,2,8,3,0,0,0,0,27,12,0,1,2,0
20140613,0,SFN,NL,69,4,35,9,3,0,0,3,0,0,0,3,1,11,0,1,1,7,6,7,7,1,0,27,8,0,1,0,0
20140614,0,SFN,NL,70,4,36,10,1,0,2,4,0,1,0,0,0,8,0,0,1,6,5,5,5,0,0,27,8,0,0,1,0
20140615,0,SFN,NL,71,7,37,12,0,0,3,7,1,0,1,7,0,6,1,0,2,12,4,8,8,1,0,27,14,0,0,2,0
20140623,0,SFN,NL,77,0,30,4,2,0,0,0,0,0,0,0,0,2,0,0,1,3,4,6,6,0,0,27,13,2,0,2,0
20140624,0,SFN,NL,78,2,32,5,1,0,0,2,0,0,0,1,0,11,0,0,0,4,4,5,5,0,0,27,16,2,0,3,0
20140625,0,SFN,NL,79,4,34,11,3,1,0,4,0,1,0,3,1,11,1,0,0,10,1,0,0,0,0,27,12,0,0,0,0
20140626,0,SFN,NL,80,1,32,5,2,1,1,1,0,0,0,1,0,13,0,0,0,5,4,3,3,0,0,27,8,2,0,1,0
20140627,0,SFN,NL,81,2,30,4,0,1,0,2,0,0,0,2,0,4,0,0,1,3,2,6,6,0,0,27,12,0,0,1,0
20140628,0,SFN,NL,82,3,39,9,2,0,0,3,1,0,0,3,0,7,0,1,2,7,7,7,7,1,0,33,9,0,0,2,0
20140629,0,SFN,NL,83,0,29,3,0,0,0,0,0,0,0,1,0,7,0,1,0,3,3,4,4,1,1,27,13,1,0,1,0
20140701,0,SFN,NL,84,5,29,8,3,0,1,5,0,0,0,6,1,2,0,0,3,6,2,0,0,0,0,27,10,0,0,0,0
20140702,0,SFN,NL,85,0,29,5,0,0,0,0,1,0,0,2,0,2,0,0,2,5,4,2,2,0,0,27,12,0,0,2,0
20140703,0,SFN,NL,86,2,34,7,1,0,0,1,0,0,0,2,0,10,0,0,0,7,4,6,6,0,0,27,8,2,0,3,0
20140709,0,SFN,NL,92,5,34,10,1,0,1,3,0,0,0,3,0,6,1,0,0,8,4,2,2,0,0,27,10,1,0,0,0
20140710,0,SFN,NL,93,1,34,6,1,0,0,1,0,0,0,1,0,10,0,0,0,7,4,6,6,0,0,27,10,0,0,1,0
20140711,0,SFN,NL,94,5,33,10,2,0,1,5,1,0,0,3,0,8,0,1,0,8,3,0,0,0,0,27,12,0,0,1,0
20140712,0,SFN,NL,95,0,30,4,0,0,0,0,0,0,0,3,0,5,0,0,0,6,5,2,2,0,0,27,9,0,0,0,0
20140713,0,SFN,NL,96,8,34,9,2,0,2,8,0,0,1,5,0,7,0,0,0,8,5,4,4,1,0,27,12,0,0,0,0
20140725,0,SFN,NL,104,1,34,7,0,0,0,1,0,0,0,2,0,11,0,0,1,8,3,8,8,0,0,27,5,0,0,0,0
20140726,0,SFN,NL,105,0,29,3,0,0,0,0,0,0,0,1,0,7,0,0,1,3,3,5,5,0,0,27,13,0,0,0,0
20140727,0,SFN,NL,106,3,33,7,0,0,1,3,0,0,0,2,0,11,0,0,1,5,4,3,3,2,0,27,16,2,0,2,0
20140728,0,SFN,NL,107,0,28,4,0,1,0,0,0,0,0,1,0,3,0,1,2,2,4,5,5,0,0,27,6,2,0,0,0
20140729,0,SFN,NL,108,1,32,6,1,0,1,1,0,0,0,1,0,13,0,0,1,5,3,3,3,0,0,27,16,0,0,0,0
20140730,0,SFN,NL,109,7,36,12,0,0,0,6,0,0,1,5,0,4,1,0,1,11,6,5,5,2,0,27,13,1,0,1,0
20140812,0,SFN,NL,120,2,38,9,0,1,0,1,0,0,0,2,0,13,0,0,1,8,4,3,3,0,0,30,10,0,0,0,0
20140813,0,SFN,NL,121,7,33,7,0,1,0,5,0,0,0,2,0,9,0,0,0,4,3,1,1,1,0,27,11,0,0,2,0
20140815,0,SFN,NL,122,3,37,11,2,0,1,3,1,0,0,2,0,6,1,1,1,7,5,5,5,1,0,30,11,0,0,0,0
20140816,0,SFN,NL,123,6,35,11,2,2,1,6,0,1,0,3,0,7,0,0,0,9,6,5,5,1,0,27,11,0,0,2,0
20140817,0,SFN,NL,124,5,33,11,1,0,0,4,0,2,0,2,0,5,0,0,0,8,5,2,2,0,0,27,13,0,0,1,0
20140825,0,SFN,NL,131,2,32,9,1,1,1,2,0,0,0,3,0,10,0,0,4,6,3,1,1,0,1,27,5,4,0,1,0
20140826,0,SFN,NL,132,3,29,5,0,0,2,3,1,0,0,2,0,9,0,1,0,5,1,0,0,0,0,27,6,0,0,0,0
20140827,0,SFN,NL,133,4,35,10,2,0,1,4,1,0,0,3,0,10,0,0,0,9,2,2,2,0,0,27,13,2,0,2,0
20140828,0,SFN,NL,134,4,31,8,0,0,1,4,0,1,0,4,0,6,1,0,0,8,4,1,1,0,0,27,8,0,0,1,0
20140829,0,SFN,NL,135,13,42,19,2,2,1,12,0,0,1,6,0,4,1,0,2,12,2,2,2,0,0,27,8,0,0,1,0
20140830,0,SFN,NL,136,3,34,10,1,0,0,3,0,0,0,2,1,10,1,0,0,9,4,1,1,0,0,27,9,0,0,1,0
20140831,0,SFN,NL,137,15,38,16,6,3,1,14,1,1,0,5,0,5,1,0,0,6,4,4,4,0,0,27,12,0,1,1,0
20140909,0,SFN,NL,144,5,33,11,0,0,0,4,1,1,0,4,0,5,0,0,1,10,1,1,1,0,0,27,9,0,0,2,0
20140910,0,SFN,NL,145,5,30,9,3,0,0,4,0,1,1,3,0,5,1,1,1,6,4,0,0,0,0,27,15,0,0,1,0
20140911,0,SFN,NL,146,6,34,12,3,0,0,6,0,0,0,6,0,5,0,0,0,10,6,2,2,0,0,27,10,0,0,1,0
20140912,0,SFN,NL,147,9,36,12,3,0,2,9,0,0,0,5,0,6,1,1,1,8,2,0,0,0,0,27,10,0,0,0,0
20140913,0,SFN,NL,148,0,31,5,2,0,0,0,0,0,0,0,0,7,0,0,1,4,6,17,17,0,0,27,10,2,0,0,0
20140914,0,SFN,NL,149,2,33,7,1,0,0,2,0,0,0,1,0,11,0,0,0,5,4,3,3,0,0,27,7,2,0,1,0
20140925,0,SFN,NL,159,9,35,12,2,0,2,9,1,1,0,2,0,6,0,0,0,6,8,8,8,0,0,27,4,0,0,0,0
20140926,0,SFN,NL,160,1,32,5,0,0,0,1,0,1,0,2,0,7,0,0,0,7,5,3,3,0,0,27,13,0,1,0,0
20140927,0,SFN,NL,161,3,32,8,1,0,0,3,0,0,0,2,1,7,0,0,0,7,4,1,1,0,0,27,11,1,0,0,0
20140928,0,SFN,NL,162,9,35,13,3,0,2,9,0,1,0,3,0,10,0,0,0,6,5,3,3,1,0,27,13,0,0,1,0
20150413,0,SFN,NL,8,0,31,5,1,0,0,0,0,0,2,6,0,6,1,0,1,12,4,1,1,0,0,27,15,1,0,2,0
20150414,0,SFN,NL,9,1,32,6,0,0,0,1,0,1,0,4,0,8,1,0,0,9,4,4,4,1,0,27,14,0,0,1,0
20150415,0,SFN,NL,10,2,33,7,0,1,1,2,0,0,1,2,0,7,2,0,1,7,4,3,3,0,0,27,10,1,0,0,0
20150416,0,SFN,NL,11,6,46,11,1,1,1,6,0,0,0,6,1,10,1,1,0,10,6,7,7,0,0,36,13,1,0,0,0
20150417,0,SFN,NL,12,0,30,4,1,0,0,0,0,0,0,1,0,2,0,0,0,4,4,8,8,0,0,27,6,1,1,0,0
20150418,0,SFN,NL,13,4,37,12,1,0,1,4,0,0,0,2,0,7,0,0,0,11,3,1,1,0,0,27,12,0,0,1,0
20150419,0,SFN,NL,14,1,31,8,1,1,0,1,0,1,0,1,0,3,0,0,3,5,4,5,5,0,0,27,17,1,0,0,0
20150421,0,SFN,NL,15,6,35,13,1,1,1,5,0,0,0,2,0,6,1,0,2,7,6,2,2,1,0,27,13,0,0,4,0
20150422,0,SFN,NL,16,3,28,5,0,0,0,3,1,1,1,3,0,11,0,1,0,5,4,2,2,0,0,27,8,1,0,0,0
20150423,0,SFN,NL,17,3,37,10,0,1,0,3,0,0,0,5,1,9,1,1,1,11,6,2,2,0,0,30,14,0,0,1,0
20150501,0,SFN,NL,23,3,31,6,1,0,0,3,1,1,0,3,1,6,0,1,0,7,5,1,1,0,0,27,11,1,1,0,0
20150502,0,SFN,NL,24,5,33,11,1,0,2,5,2,0,0,2,0,8,2,0,0,8,4,4,4,0,0,27,14,0,0,0,0
20150503,0,SFN,NL,25,5,33,10,2,1,2,5,0,0,1,2,0,4,0,0,1,7,2,0,0,0,0,27,11,1,0,1,0
20150504,0,SFN,NL,26,2,30,8,1,0,0,2,0,0,0,3,0,5,3,0,1,7,3,0,0,0,0,27,10,4,0,0,0
20150505,0,SFN,NL,27,6,32,10,2,0,1,4,1,0,0,4,0,5,0,1,1,7,3,0,0,0,0,27,7,0,0,0,0
20150506,0,SFN,NL,28,1,31,6,1,1,0,1,1,0,0,1,0,6,0,0,0,5,6,9,9,0,0,27,11,0,0,1,0
20150507,0,SFN,NL,29,2,33,9,2,0,0,2,0,1,0,0,0,3,0,0,2,5,4,7,7,0,0,27,19,0,0,2,0
20150508,0,SFN,NL,30,6,33,12,2,0,1,6,1,0,1,6,0,5,0,0,2,11,2,0,0,2,0,27,8,0,0,0,0
20150509,0,SFN,NL,31,2,36,10,3,0,0,2,0,0,0,3,0,7,0,1,0,10,6,6,6,1,0,27,10,0,0,0,0
20150510,0,SFN,NL,32,3,35,10,2,0,0,3,0,0,0,3,1,7,1,1,0,9,4,2,2,1,0,27,11,0,0,0,0
20150519,0,SFN,NL,39,2,32,8,1,0,0,1,0,0,0,3,0,3,1,0,1,9,5,0,0,1,0,27,15,1,1,0,0
20150520,0,SFN,NL,40,4,32,8,1,0,1,4,0,0,0,3,0,9,0,0,0,7,4,0,0,1,0,27,8,0,0,0,0
20150521,0,SFN,NL,41,4,31,9,1,0,1,4,0,0,1,2,0,7,0,0,1,6,5,0,0,0,0,27,12,1,0,2,0
20150528,0,SFN,NL,49,7,35,12,4,1,1,6,0,0,0,1,0,2,0,1,0,5,4,0,0,0,0,27,14,0,0,0,0
20150529,0,SFN,NL,50,4,32,7,1,0,1,4,0,0,1,3,1,8,2,0,1,8,3,2,2,0,0,27,12,0,0,1,0
20150530,0,SFN,NL,51,0,34,8,0,0,0,0,0,0,0,4,0,5,0,0,1,11,4,8,8,0,0,27,11,1,0,1,0
20150531,0,SFN,NL,52,5,33,7,2,0,3,5,1,0,0,5,0,3,0,0,0,7,6,6,6,0,0,27,15,1,1,0,0
