Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140407,0,NYA,AL,7,4,30,8,1,0,0,3,0,0,0,6,0,8,0,1,1,8,5,2,2,0,0,27,11,0,0,1,0
20140408,0,NYA,AL,8,5,40,13,5,0,2,5,0,0,1,1,0,8,1,0,0,10,4,14,14,1,0,27,9,0,0,1,0
20140409,0,NYA,AL,9,4,32,10,3,0,2,4,1,1,0,2,1,5,0,0,2,5,4,5,5,0,0,27,8,1,1,0,0
20140410,0,NYA,AL,10,4,30,7,1,0,1,3,0,0,0,0,0,6,0,0,1,2,3,1,1,0,1,27,4,0,0,0,0
20140411,0,NYA,AL,11,2,33,7,0,0,1,2,0,0,0,2,0,9,1,0,1,6,4,4,4,0,0,27,8,0,0,0,0
20140412,0,NYA,AL,12,7,36,14,2,0,5,7,1,0,0,1,0,9,1,0,1,7,5,4,4,0,0,27,9,1,0,0,0
20140413,0,NYA,AL,13,3,31,8,3,0,1,3,0,0,0,3,0,2,0,0,0,7,4,2,2,0,0,27,10,0,0,0,0
20140416,2,NYA,AL,15,2,37,12,1,0,0,2,0,0,0,1,0,3,0,0,0,12,4,0,0,1,0,27,7,0,0,1,0
20140416,1,NYA,AL,14,3,27,5,2,0,1,3,0,1,0,4,0,6,1,0,1,5,2,0,0,0,0,27,8,0,0,0,0
20140425,0,NYA,AL,23,1,31,6,1,0,0,1,0,1,0,5,0,7,2,0,1,9,3,11,11,1,0,27,8,1,0,0,0
20140426,0,NYA,AL,24,4,31,7,0,0,1,3,0,0,2,1,0,6,1,0,0,6,5,3,3,0,1,27,6,1,0,0,0
20140427,0,NYA,AL,25,3,27,3,1,0,1,2,0,0,1,4,0,8,0,0,1,5,3,2,2,0,0,27,9,0,0,2,0
20140429,0,NYA,AL,26,3,35,8,2,0,1,2,0,0,1,3,0,9,1,0,1,9,4,6,6,0,0,27,7,0,0,0,0
20140501,0,NYA,AL,27,2,33,7,0,0,1,2,0,0,0,2,0,12,0,0,2,6,4,3,3,0,0,27,9,1,0,1,0
20140502,0,NYA,AL,28,5,57,18,1,0,3,5,1,0,1,1,1,8,2,0,1,13,8,10,10,1,0,42,19,0,0,5,0
20140503,0,NYA,AL,29,9,35,12,4,0,2,9,0,1,0,4,1,6,1,0,0,7,3,3,3,0,0,27,11,0,0,0,0
20140504,0,NYA,AL,30,1,33,7,2,0,0,1,0,1,0,2,0,4,0,0,0,8,2,5,5,0,0,27,6,0,0,0,0
20140512,0,NYA,AL,37,7,39,14,1,1,1,6,0,0,0,2,0,8,1,0,2,7,4,9,9,0,0,27,10,1,0,0,0
20140513,0,NYA,AL,38,7,33,9,0,0,2,7,0,0,0,10,0,7,0,0,3,9,4,10,10,0,0,27,4,1,0,0,0
20140517,0,NYA,AL,41,7,32,9,1,0,5,7,0,0,0,1,0,3,1,0,1,2,4,1,1,0,0,27,8,0,0,1,0
20140518,1,NYA,AL,42,4,28,6,1,0,0,4,0,0,1,1,0,7,1,0,1,2,5,3,3,0,0,27,9,0,1,0,0
20140518,2,NYA,AL,43,3,35,10,1,1,1,2,0,0,0,2,0,10,0,0,1,7,4,4,4,0,0,27,14,2,0,0,0
20140530,0,NYA,AL,53,1,33,9,2,0,0,1,0,0,0,4,0,7,2,1,0,9,3,6,6,0,0,27,9,0,0,0,0
20140531,0,NYA,AL,54,3,33,12,3,0,1,3,0,0,0,3,1,6,1,0,2,9,2,0,0,2,0,27,7,2,0,2,0
20140601,0,NYA,AL,55,2,28,3,0,1,0,2,0,1,0,2,0,6,0,0,1,2,6,7,7,0,0,27,9,0,0,0,0
20140602,0,NYA,AL,56,2,34,9,1,0,0,2,0,0,0,0,0,10,0,0,0,5,3,8,8,0,0,27,11,1,0,0,0
20140603,0,NYA,AL,57,2,37,7,0,0,1,2,0,0,0,3,0,13,1,0,0,8,5,5,5,0,0,30,13,1,0,2,0
20140604,0,NYA,AL,58,4,37,9,0,0,1,4,0,0,0,2,0,7,2,0,0,8,5,6,6,0,0,27,8,1,0,1,0
