Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140331,0,CIN,NL,1,0,31,3,0,0,0,0,0,0,0,5,1,12,1,0,1,9,3,1,1,0,0,27,11,0,0,0,0
20140402,0,CIN,NL,2,1,31,6,1,0,0,1,1,0,1,3,1,7,0,0,0,10,3,0,0,0,0,27,5,1,0,0,0
20140403,0,CIN,NL,3,6,38,10,1,0,3,6,0,0,0,3,0,11,0,0,0,8,5,7,7,1,0,27,14,0,0,1,0
20140411,0,CIN,NL,10,1,30,4,2,0,1,1,1,0,0,4,0,12,0,0,0,7,3,2,2,0,0,27,13,0,0,0,0
20140412,0,CIN,NL,11,0,27,4,2,0,0,0,1,0,1,1,0,6,0,1,1,3,2,1,1,0,0,27,11,0,0,0,0
20140413,0,CIN,NL,12,12,35,13,2,0,3,12,0,1,1,7,1,4,0,0,0,8,4,4,4,0,0,27,10,0,0,1,0
20140414,0,CIN,NL,13,7,34,8,2,0,4,7,1,0,0,2,0,7,0,0,0,3,4,8,8,2,0,27,6,0,0,0,0
20140415,0,CIN,NL,14,7,35,15,1,0,2,7,1,0,0,4,1,4,3,1,2,9,3,5,5,1,0,27,12,1,0,0,0
20140416,0,CIN,NL,15,4,32,8,2,0,1,3,0,0,1,3,0,7,3,0,0,8,1,0,0,0,0,27,7,0,0,0,0
20140429,0,CIN,NL,26,3,32,11,0,1,1,3,0,1,0,5,0,5,1,1,1,11,4,2,2,0,0,27,7,0,0,2,0
20140430,0,CIN,NL,27,4,34,7,3,0,1,4,0,0,0,2,0,7,2,0,0,5,5,7,7,0,0,27,11,2,0,1,0
20140501,0,CIN,NL,28,8,33,12,1,0,3,8,2,0,1,8,2,8,2,0,1,12,2,3,3,0,0,27,13,0,0,1,0
20140502,0,CIN,NL,29,0,30,3,2,0,0,0,0,0,0,2,0,8,0,0,1,5,2,2,2,0,0,27,7,1,0,2,0
20140503,0,CIN,NL,30,6,35,11,2,0,0,5,0,0,1,2,0,2,0,0,0,8,2,2,2,0,0,27,9,0,0,0,0
20140504,0,CIN,NL,31,4,36,11,3,0,2,4,1,1,0,3,0,5,0,0,1,8,4,3,3,1,0,30,16,0,0,2,0
20140509,0,CIN,NL,34,4,27,6,3,0,2,4,1,2,0,1,0,2,0,0,0,3,2,3,3,0,0,27,10,0,0,0,0
20140510,0,CIN,NL,35,2,31,5,1,0,1,2,0,0,0,4,0,9,0,0,2,7,5,11,11,1,0,27,10,0,0,1,0
20140511,0,CIN,NL,36,4,29,6,1,1,1,3,2,0,0,1,0,5,1,0,0,4,3,1,1,0,0,27,7,0,0,0,0
20140513,0,CIN,NL,37,1,33,7,2,1,0,1,0,0,0,2,0,8,0,0,0,8,2,2,2,0,0,27,12,0,0,0,0
20140515,1,CIN,NL,38,5,36,14,2,0,1,5,1,0,0,2,0,6,0,1,0,10,1,0,0,0,0,27,10,0,0,2,0
20140515,2,CIN,NL,39,1,29,3,1,0,0,1,0,0,0,6,0,11,2,0,1,7,5,6,6,0,0,27,8,0,0,0,0
20140523,0,CIN,NL,46,5,31,9,1,0,2,5,1,1,0,1,0,7,2,0,0,5,4,3,3,0,0,27,14,0,0,2,0
20140524,0,CIN,NL,47,3,37,11,4,0,1,3,0,0,0,1,0,13,0,0,1,8,5,6,6,1,0,27,8,0,0,1,0
20140525,0,CIN,NL,48,0,32,6,0,0,0,0,1,0,0,1,0,14,0,0,0,7,4,3,3,0,0,27,8,2,0,0,0
20140603,0,CIN,NL,56,8,33,8,3,0,1,7,0,0,0,4,0,6,4,0,1,5,3,3,3,0,0,27,5,0,0,0,0
20140604,0,CIN,NL,57,2,33,7,2,0,1,2,0,0,1,1,0,12,0,1,1,6,4,3,3,0,0,27,5,0,0,0,0
20140605,0,CIN,NL,58,1,30,3,0,0,1,1,0,0,0,0,0,6,0,0,0,2,4,6,6,0,0,27,6,0,0,1,0
20140606,0,CIN,NL,59,0,31,5,1,0,0,0,1,0,0,2,0,8,0,0,0,7,5,7,7,1,0,27,9,1,0,0,0
20140607,0,CIN,NL,60,6,25,6,1,0,2,6,2,2,1,5,0,7,3,0,1,5,5,5,5,0,0,27,17,0,0,0,0
20140608,0,CIN,NL,61,4,29,6,1,0,1,4,0,0,1,0,0,8,0,1,0,2,2,1,1,1,0,27,11,0,0,0,0
20140609,0,CIN,NL,62,2,31,7,0,0,1,1,0,0,0,5,1,4,0,0,3,7,4,6,6,1,0,27,10,1,0,1,0
20140610,0,CIN,NL,63,1,35,9,1,0,0,1,0,0,1,2,0,9,1,0,1,10,4,6,6,0,0,27,8,0,0,0,0
20140611,0,CIN,NL,64,5,31,8,1,0,1,5,0,0,0,4,0,7,2,0,0,6,5,0,0,0,0,27,6,0,0,1,0
