Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140331,0,TBA,AL,1,9,32,11,3,0,0,7,0,2,2,8,0,6,1,0,0,11,3,2,2,0,0,27,8,0,0,1,0
20140401,0,TBA,AL,2,2,32,7,4,0,0,2,0,0,0,4,0,8,2,1,1,7,5,4,4,1,0,27,13,0,0,1,0
20140402,0,TBA,AL,3,0,29,4,1,0,0,0,1,0,0,2,0,12,0,0,1,5,6,3,3,2,0,27,9,0,0,0,0
20140403,0,TBA,AL,4,7,33,11,3,1,1,6,0,0,0,5,0,6,0,0,2,7,4,2,2,0,0,27,8,0,0,0,0
20140404,0,TBA,AL,5,8,37,11,2,0,2,8,0,0,1,6,0,6,0,0,1,12,3,1,1,0,0,27,9,0,0,0,0
20140405,0,TBA,AL,6,5,28,7,2,0,2,5,1,0,0,5,1,3,0,0,1,5,4,4,4,0,0,27,10,0,0,0,0
20140406,0,TBA,AL,7,0,35,8,3,0,0,0,0,0,0,2,0,7,0,0,0,10,4,2,2,0,0,27,8,1,0,1,0
20140417,0,TBA,AL,16,2,32,7,2,0,1,1,0,0,0,4,0,9,0,0,1,7,4,9,9,0,0,27,10,1,1,1,0
20140418,0,TBA,AL,17,11,38,16,2,0,1,11,0,0,3,3,0,3,0,0,2,9,5,5,5,0,0,27,7,1,0,1,0
20140419,0,TBA,AL,18,16,40,16,4,0,5,15,0,1,0,5,1,7,0,0,0,6,3,1,1,0,0,27,11,0,0,0,0
20140420,0,TBA,AL,19,1,41,6,2,0,0,1,1,1,0,5,1,14,0,1,1,11,8,5,5,0,0,36,11,0,0,0,0
20140422,0,TBA,AL,20,7,36,13,2,0,0,7,0,0,0,3,0,5,1,0,1,8,1,3,3,0,0,27,6,0,0,1,0
20140423,0,TBA,AL,21,4,42,9,1,0,0,4,1,2,1,5,0,5,2,0,0,11,7,6,6,0,0,36,10,0,0,1,0
20140424,0,TBA,AL,22,7,35,13,3,0,1,7,0,2,0,4,0,5,1,0,3,7,5,9,9,0,0,27,12,0,0,0,0
20140506,0,TBA,AL,33,3,31,6,0,0,1,3,1,1,1,5,1,4,0,0,1,9,5,5,5,0,0,27,12,1,0,1,0
20140507,0,TBA,AL,34,3,33,7,1,0,1,3,0,0,1,4,0,7,0,0,1,8,4,4,4,0,0,27,13,1,0,2,0
20140508,0,TBA,AL,35,1,34,9,1,0,0,1,0,0,1,4,0,4,2,0,2,11,4,3,3,0,0,27,6,0,0,0,0
20140509,0,TBA,AL,36,3,36,12,4,0,0,3,0,1,0,2,0,13,0,1,0,9,6,6,6,0,0,27,8,1,1,0,0
20140510,0,TBA,AL,37,7,31,10,3,0,0,7,0,2,1,3,1,5,1,1,0,6,3,1,1,0,0,27,6,0,0,1,0
20140511,0,TBA,AL,38,5,36,9,1,0,1,5,0,1,1,1,0,6,0,0,1,7,4,6,6,1,1,27,17,0,0,1,0
20140520,0,TBA,AL,46,0,28,4,0,0,0,0,0,0,0,5,0,5,1,0,3,6,5,3,3,0,0,27,2,0,0,0,0
20140521,0,TBA,AL,47,2,35,9,1,0,0,2,0,0,0,2,0,6,0,0,1,8,5,1,1,0,0,27,6,2,0,1,0
20140522,0,TBA,AL,48,5,41,10,0,0,1,5,0,0,0,2,0,5,0,1,0,6,6,2,2,0,0,33,10,0,0,1,0
20140523,0,TBA,AL,49,1,31,6,1,0,0,1,1,0,0,2,0,4,1,0,0,8,4,0,0,0,0,27,7,0,0,0,0
20140524,0,TBA,AL,50,6,55,14,3,0,0,5,0,1,1,3,1,14,1,0,1,12,5,5,5,0,0,45,14,1,0,1,0
20140525,0,TBA,AL,51,8,34,10,2,0,2,8,0,0,0,5,0,4,1,0,0,7,5,5,5,1,0,27,6,0,0,0,0
20140604,0,TBA,AL,60,4,34,9,2,0,2,4,0,0,0,6,1,7,0,0,3,9,3,1,1,1,0,27,7,1,0,0,0
20140605,0,TBA,AL,61,6,39,13,3,1,2,6,0,1,0,3,0,7,1,0,0,10,6,11,11,1,0,27,6,0,0,0,0
20140606,0,TBA,AL,62,4,31,10,4,0,0,3,2,1,1,8,2,4,0,0,0,15,4,0,0,0,0,27,5,0,1,0,0
20140607,0,TBA,AL,63,4,31,5,2,0,2,4,1,0,0,2,0,6,0,0,0,3,4,7,7,0,0,27,11,0,0,0,0
20140608,0,TBA,AL,64,0,30,4,1,0,0,0,0,0,0,2,0,17,2,0,0,5,4,5,5,0,0,27,11,1,0,0,0
20140609,0,TBA,AL,65,0,31,5,2,0,0,0,0,0,0,6,0,9,1,0,1,10,3,3,3,0,0,27,6,0,0,0,0
20140610,0,TBA,AL,66,0,33,8,2,0,0,0,0,0,2,3,1,5,0,0,2,11,3,1,1,0,0,27,4,1,0,0,0
20140611,0,TBA,AL,67,6,30,7,0,0,0,5,0,1,0,5,0,5,0,0,0,6,5,3,3,0,0,27,4,0,0,0,0
20140616,0,TBA,AL,71,5,32,9,3,0,3,5,1,0,0,3,0,5,0,0,0,7,6,4,4,0,0,27,6,0,0,0,0
20140617,0,TBA,AL,72,5,37,11,3,0,2,5,0,1,0,2,1,8,0,0,1,8,5,7,7,1,0,27,5,0,0,0,0
20140618,0,TBA,AL,73,0,31,5,2,0,0,0,0,0,0,1,0,8,0,0,1,5,4,1,1,0,0,27,9,2,0,0,0
20140619,0,TBA,AL,74,5,33,9,1,0,2,5,1,0,0,3,0,6,0,0,0,8,4,0,0,0,0,27,2,0,0,0,0
20140620,0,TBA,AL,75,1,34,8,0,0,0,1,0,0,0,1,0,4,1,0,1,7,2,3,3,0,0,27,10,1,0,0,0
20140621,0,TBA,AL,76,8,34,11,4,0,0,7,1,0,2,5,0,3,1,0,0,10,3,0,0,0,0,27,5,0,0,0,0
20140622,0,TBA,AL,77,5,27,9,1,0,0,5,1,1,2,4,1,4,0,1,2,6,5,2,2,1,0,27,4,0,0,1,0
20140623,0,TBA,AL,78,1,30,6,0,0,0,1,0,0,0,2,0,2,0,0,3,4,3,8,8,0,0,27,11,1,0,1,0
20140624,0,TBA,AL,79,5,37,12,2,1,1,5,0,0,1,2,0,5,0,0,2,8,3,5,5,1,0,27,8,1,0,0,0
20140625,0,TBA,AL,80,5,32,8,0,1,0,5,0,1,1,1,0,14,0,0,0,6,2,1,1,0,0,27,9,0,0,1,0
20140707,0,TBA,AL,92,0,30,4,1,0,0,0,0,0,1,1,0,13,0,1,0,5,3,6,6,0,0,27,8,1,0,0,0
20140708,0,TBA,AL,93,4,32,8,3,0,0,4,0,1,0,3,0,4,0,0,0,8,5,3,3,1,0,27,8,0,0,1,0
20140709,0,TBA,AL,94,4,34,8,0,0,1,4,0,0,1,7,0,7,0,0,0,11,6,5,5,0,0,27,8,1,0,0,0
20140711,0,TBA,AL,95,5,36,11,1,0,1,5,0,1,0,4,0,6,0,0,1,9,5,8,8,1,0,27,6,0,0,1,0
20140712,0,TBA,AL,96,10,33,12,2,0,0,10,0,2,0,8,0,10,1,0,1,9,4,2,2,0,0,27,5,1,0,0,0
20140713,0,TBA,AL,97,3,29,6,0,0,0,3,0,1,1,4,0,7,3,0,0,8,2,0,0,1,0,27,8,0,0,2,0
20140725,0,TBA,AL,103,6,32,8,2,0,1,6,0,0,1,3,0,8,0,0,0,6,2,4,4,0,0,27,7,0,0,0,0
20140726,0,TBA,AL,104,3,31,9,0,0,1,3,1,0,0,4,0,5,0,0,2,9,5,0,0,1,0,27,8,0,0,2,0
20140727,0,TBA,AL,105,2,29,5,1,0,0,2,1,0,0,6,0,10,2,1,1,7,4,3,3,0,0,27,9,0,1,0,0
20140728,0,TBA,AL,106,2,28,6,1,0,0,2,0,0,0,4,0,7,1,0,1,6,3,1,1,0,0,27,5,0,0,0,0
20140729,0,TBA,AL,107,5,27,8,4,0,1,5,1,1,0,5,1,2,0,0,1,5,2,1,1,0,0,27,11,0,0,1,0
20140730,0,TBA,AL,108,0,32,7,0,0,0,0,0,0,0,2,0,7,1,0,2,7,3,4,4,0,0,27,8,1,0,1,0
20140801,0,TBA,AL,109,3,37,12,4,0,0,2,0,1,0,1,0,6,0,0,0,9,6,5,5,0,0,27,14,0,0,1,0
