Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140407,0,SLN,NL,7,5,32,9,3,0,0,5,1,0,0,6,1,6,1,0,1,10,4,3,3,0,0,27,14,0,0,2,0
20140408,0,SLN,NL,8,7,35,13,3,1,1,7,1,0,1,4,0,7,1,0,1,10,4,5,5,0,0,27,8,0,0,0,0
20140409,0,SLN,NL,9,0,28,4,1,0,0,0,0,0,0,1,0,3,0,0,3,2,4,4,4,0,0,27,9,1,0,1,0
20140411,0,SLN,NL,10,3,36,7,2,0,0,2,1,1,3,6,0,9,1,0,1,11,5,5,5,0,0,33,13,2,0,2,0
20140412,0,SLN,NL,11,10,38,13,3,0,1,10,1,0,0,1,1,3,2,0,0,6,3,4,4,0,0,27,9,0,0,0,0
20140413,0,SLN,NL,12,6,31,11,1,1,0,6,1,1,0,4,0,5,1,1,2,7,3,4,4,0,0,27,5,1,0,0,0
20140425,0,SLN,NL,24,1,31,8,2,0,0,1,0,0,1,3,0,4,0,0,1,10,5,0,0,1,0,27,15,0,0,2,0
20140426,0,SLN,NL,25,1,32,5,2,0,0,1,0,0,0,5,0,8,1,0,0,9,4,6,6,0,0,27,8,0,0,0,0
20140427,0,SLN,NL,26,7,29,9,2,1,2,7,1,2,0,1,0,3,0,0,1,2,2,0,0,0,0,27,8,0,0,1,0
20140428,0,SLN,NL,27,3,47,11,2,0,2,3,0,0,0,5,0,11,0,0,0,13,6,5,5,0,0,36,8,0,0,2,0
20140429,0,SLN,NL,28,4,41,9,1,1,1,4,0,0,1,4,1,17,0,0,1,9,4,5,5,2,0,33,7,0,0,0,0
20140430,0,SLN,NL,29,9,38,13,6,0,2,9,0,0,0,6,1,8,0,0,0,11,3,3,3,0,0,27,13,1,0,1,0
20140512,0,SLN,NL,39,5,32,6,2,0,0,4,0,0,2,3,0,5,1,0,1,5,6,17,17,0,0,27,10,0,1,0,0
20140513,0,SLN,NL,40,4,42,9,2,0,0,4,0,0,1,8,1,9,1,0,1,13,7,3,3,0,0,36,13,0,0,3,0
20140515,0,SLN,NL,41,5,29,6,3,0,0,5,0,0,0,4,0,7,0,0,1,4,3,3,3,0,0,27,10,1,0,1,0
20140516,0,SLN,NL,42,5,31,12,2,0,0,4,1,2,1,2,1,5,3,0,3,8,3,2,2,0,0,27,14,0,0,3,0
20140517,0,SLN,NL,43,4,28,8,0,1,0,3,0,1,1,0,0,9,1,1,1,2,4,0,0,0,0,27,11,1,0,3,0
20140518,0,SLN,NL,44,5,35,11,2,0,0,5,0,1,3,5,0,6,0,0,3,12,5,6,6,1,0,27,12,0,0,2,0
20140520,0,SLN,NL,45,5,34,10,5,0,2,5,0,0,0,0,0,7,0,0,0,5,1,0,0,0,0,27,9,0,0,0,0
20140521,0,SLN,NL,46,3,42,12,4,0,0,2,1,1,1,6,2,6,1,0,2,15,7,2,2,0,0,36,14,1,0,0,0
20140522,0,SLN,NL,47,4,32,9,4,0,0,4,0,0,1,5,1,4,0,0,1,10,3,2,2,0,0,27,11,0,0,0,0
20140526,0,SLN,NL,51,4,44,10,3,1,0,4,0,1,2,0,0,6,0,1,1,7,6,6,6,0,0,36,18,0,0,1,0
20140527,0,SLN,NL,52,6,35,10,1,0,2,5,0,0,0,2,1,8,0,0,0,7,1,0,0,0,0,27,12,0,0,1,0
20140528,0,SLN,NL,53,4,40,13,4,0,0,4,1,0,1,2,0,7,0,0,0,13,5,7,7,1,0,27,11,1,0,1,0
20140529,0,SLN,NL,54,5,32,9,1,0,1,4,2,0,0,4,0,7,2,0,2,6,4,6,6,0,0,27,15,1,0,0,0
20140530,0,SLN,NL,55,4,31,5,3,0,0,4,0,0,1,3,0,13,0,0,2,4,5,9,9,0,0,27,11,0,0,0,0
20140531,0,SLN,NL,56,2,27,4,1,0,1,2,0,0,0,4,1,8,1,0,1,5,4,0,0,0,0,27,3,0,0,0,0
20140601,0,SLN,NL,57,0,31,4,1,0,0,0,0,0,1,2,0,6,0,0,0,7,4,5,5,0,0,27,8,1,0,1,0
20140602,0,SLN,NL,58,0,29,3,0,0,0,0,0,0,0,2,0,6,0,0,1,4,4,5,5,2,0,27,13,2,0,2,0
20140603,0,SLN,NL,59,7,35,10,2,0,2,7,1,1,0,4,0,4,0,0,1,7,5,8,8,0,0,27,11,0,0,2,0
