Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140404,0,COL,NL,5,12,40,17,3,2,2,12,0,0,1,6,1,4,0,1,1,11,3,2,2,1,0,27,12,0,0,0,0
20140405,0,COL,NL,6,9,34,12,3,0,3,9,0,1,0,1,0,6,1,0,0,3,5,3,3,0,0,27,7,2,0,0,0
20140406,0,COL,NL,7,3,28,8,3,0,0,2,0,2,0,3,0,2,1,0,5,3,3,3,3,0,0,27,15,1,0,2,0
20140407,0,COL,NL,8,8,36,13,3,0,2,8,0,1,0,5,0,6,0,0,1,10,4,1,1,1,0,27,12,0,0,1,0
20140408,0,COL,NL,9,3,31,7,2,0,1,3,0,1,0,3,0,4,0,0,2,5,4,13,13,0,1,27,15,1,0,2,0
20140409,0,COL,NL,10,10,37,16,3,1,0,10,1,0,1,2,0,7,1,1,0,7,6,4,4,0,0,27,13,0,0,1,0
20140418,0,COL,NL,18,12,42,18,3,0,1,12,0,0,0,3,1,3,0,0,0,9,3,0,0,0,0,27,16,1,0,0,0
20140419,0,COL,NL,19,3,30,6,0,0,1,3,0,0,0,0,0,5,1,0,0,3,3,0,0,0,0,27,16,1,0,1,0
20140420,0,COL,NL,20,9,38,15,5,1,2,9,1,1,2,4,1,9,1,1,0,10,6,8,8,1,0,27,12,2,1,0,0
20140421,0,COL,NL,21,8,34,11,3,0,5,8,0,0,0,4,1,7,1,0,1,6,4,1,1,1,0,27,10,2,1,2,0
20140422,0,COL,NL,22,2,32,9,0,0,2,2,0,0,0,1,1,6,1,0,2,7,4,1,1,0,0,27,9,0,0,1,0
20140423,0,COL,NL,23,10,46,16,1,0,3,9,1,0,0,5,0,6,1,1,1,9,6,12,12,3,0,33,10,0,0,3,0
20140501,0,COL,NL,30,7,32,11,1,1,1,7,0,2,1,1,0,9,0,0,1,5,2,4,4,0,0,27,11,0,0,1,0
20140502,0,COL,NL,31,10,33,12,2,0,1,10,1,2,0,2,0,4,0,0,0,4,4,3,3,1,0,27,11,0,0,1,0
20140503,0,COL,NL,32,11,36,13,1,0,3,11,0,1,1,4,1,6,0,0,0,6,6,9,9,1,0,27,10,2,0,0,0
20140504,0,COL,NL,33,1,34,8,2,0,1,1,0,0,0,1,0,8,0,0,1,7,3,5,5,0,0,27,11,0,0,2,0
20140505,0,COL,NL,34,8,35,13,7,0,3,8,0,1,0,4,1,7,0,0,2,8,2,2,2,0,0,27,17,2,0,4,0
20140506,0,COL,NL,35,12,42,21,6,0,2,12,0,1,1,2,0,1,1,0,1,10,5,1,1,0,0,27,18,0,0,3,0
20140516,0,COL,NL,43,3,33,9,2,0,0,2,1,0,0,1,0,6,3,0,0,8,4,1,1,0,0,27,11,0,0,0,0
