Date,Number of game,Team,League,Game Number,Score,At-bats,Hits,Doubles,Triples,Homeruns,RBIs,Sacrifice Hits,Sacrifice Flies,Hit-by-pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into DP,Left on Base,Pitchers Used,Individual Earned Runs,Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
20140404,0,CLE,AL,4,7,33,10,3,0,2,7,1,0,0,4,1,5,0,0,0,7,5,2,2,0,0,27,7,0,0,1,0
20140405,0,CLE,AL,5,3,29,5,2,0,0,2,0,1,0,6,0,4,0,0,2,6,4,6,6,1,0,27,12,0,2,0,0
20140406,0,CLE,AL,6,7,40,15,4,0,1,7,0,0,0,6,0,4,0,0,2,12,6,9,9,0,0,27,13,1,0,3,0
20140408,0,CLE,AL,7,8,31,8,2,0,1,8,0,1,0,5,0,5,2,0,2,5,6,4,4,0,0,27,6,3,0,0,0
20140409,1,CLE,AL,8,2,29,5,1,0,1,2,0,0,0,3,0,4,0,0,1,6,3,0,0,1,0,27,6,0,0,0,0
20140409,2,CLE,AL,9,1,32,6,1,0,0,1,0,1,0,2,0,8,1,0,0,7,4,1,1,0,0,27,8,1,0,0,0
20140418,0,CLE,AL,16,2,37,10,1,1,1,2,0,0,0,4,0,14,1,0,0,12,6,3,3,1,0,27,11,1,0,1,0
20140419,0,CLE,AL,17,0,29,4,0,0,0,0,0,0,1,4,0,7,0,0,2,7,3,4,4,0,0,27,9,0,1,0,0
20140420,0,CLE,AL,18,6,27,5,2,0,1,6,0,1,0,6,0,7,1,1,0,4,5,4,4,0,0,27,8,0,0,0,0
20140421,0,CLE,AL,19,4,34,11,5,0,2,4,0,0,0,0,0,3,0,0,0,6,4,2,2,0,0,27,14,3,0,2,0
20140422,0,CLE,AL,20,2,37,9,2,0,0,2,0,0,1,1,0,11,1,0,0,10,5,7,7,1,0,27,10,1,0,1,0
20140423,0,CLE,AL,21,5,33,11,1,1,0,4,0,0,1,4,0,5,2,2,0,9,5,2,2,0,0,27,14,1,0,1,0
20140424,0,CLE,AL,22,5,29,7,3,0,0,5,1,0,0,1,0,6,0,0,0,2,1,0,0,0,0,27,13,1,0,0,0
20140502,0,CLE,AL,29,12,37,13,4,0,2,11,0,0,0,6,0,4,1,1,1,7,6,3,3,1,0,27,15,2,1,3,0
20140503,0,CLE,AL,30,2,27,5,1,0,0,1,1,1,1,1,0,0,0,0,1,5,3,0,0,1,0,27,10,2,0,2,0
20140504,0,CLE,AL,31,3,36,9,1,0,2,3,0,0,1,5,0,4,1,0,0,12,3,4,4,0,0,27,8,0,0,1,0
